global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
701.0655572129792	n/a	491492.9155103451	n/a	1072.0690629287608	n/a	n/a	1149332.0756889512	752.0456089650345	n/a	565572.5979635896	n/a	797.4632357403192	699.1615801829753	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	7.208739999999999e-10	n/a	5.196593238759999e-19	n/a	-5.6724600000000005e-09	n/a	3.217680245160001e-17	n/a	-6.6879e-05	n/a	4.4728006409999986e-09	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.6386108313858	-6.426946381593439	482522.7996577575	41.30563979187699	1041.1133982935394	-30.95566463522141	958.2531730082976	1083917.1081063221	751.0070332813971	-1.0385756836374185	564011.5640381253	1.0786394506429309	790.1778021571769	663.2657179034702	1.384242	26.656408000000006	0.191003064951586	0.112187	-0.0163804705	-0.1596277082	-0.005266294499999999	0.09002721039999999	-0.0215516925	-0.050878498099999996	0.2753540538	0.0642839967	-0.013263859	0.005436687	-0.17361352859999998	-0.0726352705	0.0703155229	-0.0064609273	0.1700396057	-0.0773241754	0.1609844286	-0.0462085956	0.028247538399999998	0.12550115380000001	-0.0388565919	0.020234272	-0.0017042813	0.07603448	-0.05390178440000001	0.044334124100000004	-0.0200812411	0.0664406008	0.012305241000000001	-0.09652973279999999	0.0360464766	-0.0393558512	0.0163900787	-0.1655256065	0.08430612189999999	-0.09477152679999999	0.013111049199999999	-0.061126054900000004	0.0829889851	-0.07280933269999999	0.0482664284	-0.088991117	0.0164494914	-0.0493905721	0.0008879977000000002	-0.0695780903	0.1238075998	0.1381779527	-0.0413511684	0.0052233548	-0.1323060918	0.07112148509999999	-0.1644342402	0.0153681294	-0.11816725609999999	-0.1747143464	0.033008848199999996	-0.053408721299999996	0.0092559124	-0.04406955269999999	0.0426255966	-0.10868783580000001	0.1682167549	-0.0089601958	0.16968040980000001	-0.0015096679	-0.0626601757	0.0609390322	-0.0460019089	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.00746946	-0.00746946	5.57928326916e-05	5.57928326916e-05	0.0815666	0.08156659927912599	0.006653110235560001	0.0066531101179615176	0.0788074	0.07880740567246	0.00621060629476	0.0062106071888236815	0.000396313	0.00046319199999999997	1.57063993969e-07	2.1454682886400003e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.6228308680983	-2.015779963287514	479726.3858397382	4.063368860391411	1025.4461978217423	-15.667200471797061	245.461170623478	1051539.904627068	750.3997849690738	-0.607248312323236	563099.8372816322	0.3687505128194184	790.0132460528994	655.2558532291796	1.074351	20.688824	0.14338391	0.0907396	0.0458544339	-0.1622190287	-0.06807483	-0.012944819199999999	0.015545286100000003	-0.0763310626	0.0087866345	0.0237556229	-0.20605023449999998	0.0940489516	0.0109022119	-0.002176554	0.0983938053	0.033151542400000004	-0.0204059522	-0.24690971969999997	0.0535491415	-0.06301375099999999	-0.0711638345	0.0337614327	0.099275032	0.041340751099999996	-0.0739710806	-0.0407032718	0.0396426895	0.0231036276	-0.047280919299999995	0.11931752179999999	-0.0439119878	0.0135900865	0.1047688032	0.0416831469	0.0028662469	-0.0441465696	-0.041666968	0.0007390166	-0.0179872676	-0.048392604000000006	-0.0880757597	-0.0065498131	-0.1397470251	-0.07160445019999999	0.0454703824	-0.0255354379	-0.0275698633	-0.1396115293	-0.0096882693	-0.0701287644	-0.0420174871	0.1471074577	-0.1542476251	0.059455097900000003	-0.1727206945	0.022978258799999998	0.0244993946	0.063133197	-0.1250875589	0.020726371299999997	-0.010090143900000001	-0.07024295559999999	-0.1044597959	-0.0232512894	0.0756900061	-0.197370855	0.0643373032	-0.047715459	0.029014987000000002	0.1708281649	0.0410870319	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.00291093	0.01038039	8.4735134649e-06	0.0001077524965521	0.00110503	-0.08046157000000001	1.2210913009e-06	0.0064740642468649025	0.07881359999999997	6.1999999999701175e-06	0.006211583544959995	3.843999999962947e-11	0.00105041	0.0006540970000000001	1.1033611681e-06	4.2784288540900006e-07	0.000396618	0.000396618	1.57305837924e-07	1.57305837924e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.6459897070862	0.023158838987910716	479758.467057309	0.0005363318232679731	1025.533536157167	0.08733833542464707	0.007627984834748164	1051719.033783023	749.0072848141783	-1.3925001548955152	561011.9127047076	1.9390566813840335	786.8639924706746	653.2827614809319	1.018813	19.619328	0.192729245	0.106974	0.0621307903	-0.025196168999999997	-0.0057829757999999995	-0.0812466218	0.0077728576	-0.0357109991	0.0211028773	-0.045866219400000005	-0.0604956582	0.1230788925	0.0001276621	0.11356329710000004	0.0786948288	-0.0077458824	-0.0025825582	-0.1662642822	0.0607766808	0.029481119500000007	-0.010706233899999999	0.0391227023	-0.0658525529	0.0097130911	0.0048634224	-0.11772159509999999	0.15638305859999999	-0.092714789	0.1019046148	0.0100253402	-0.045140771100000004	-0.009253490999999999	0.0383415056	0.0528715979	0.0920519742	-0.049420167300000005	-0.1036214902	0.13258543109999998	0.028966251600000006	0.0087892909	0.030991114900000002	-0.072884191	0.0256191967	-0.034578423500000004	-0.0076898899	-0.072511104	0.034602216899999996	-0.012730133000000001	0.0656900297	-0.1096038107	-0.0566031804	0.0612240999	-0.040086382999999996	0.09701221230000001	-0.040062963	-0.042096744400000004	-0.1363835341	-0.0711048199	-0.1185101949	-0.12172858880000001	-0.0596323859	-0.1506226325	0.022200428799999998	-0.0495449926	-0.048260884000000004	-0.1157728203	0.0813069723	-0.0744765486	0.041963180499999995	0.0124690593	0.0264171748	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.0266664	0.02375547	0.0007110968889599999	0.0005643223549209	0.0918452	0.09074017	0.008435540763040001	0.008233778451628902	0.0993306	0.02051700000000004	0.00986656809636	0.0004209472890000015	0.000335065	-0.000715345	1.12268554225e-07	5.117184690250001e-07	5.85299e-05	-0.0003380881	1.1430356336161e-07	3.425749194009999e-09	0.000100899	0.000100899	1.0180608201000001e-08	1.0180608201000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
692.3838826354034	-0.2621070716827489	479395.4409332762	0.06870011702610569	1022.6570450403442	-2.8764911168227627	8.274201145160264	1045827.4317706486	749.0653659140712	0.058081099892888226	561098.9224119814	0.0033734141647676612	787.6232855746492	650.2236177870412	0.9878690000000002	19.023439	0.220930155	0.108534	0.05846503610000001	-0.0176676579	-0.0053359059	-0.0220858924	-0.0399056944	0.0181737281	0.012400849399999999	-0.1355724987	-0.013095506299999999	0.0921096511	-0.0359309369	0.133421853	-0.0177726008	0.053078802599999995	0.035380060899999996	-0.14162194779999998	0.1711300936	-0.18464645370000002	0.1925691105	-0.0146906104	-0.0839224093	-0.036503314700000004	0.150007903	-0.0630190372	0.1833872132	-0.1024758994	0.035392434300000004	-0.0180205889	0.013039656100000001	-0.0055438959	0.02492623	0.0794715248	-0.045887698899999996	0.0023013982	0.0443565428	0.0538340795	-0.1531085656	-0.1165540076	0.0861094133	-0.0157052795	-0.0153086756	-0.0765894126	0.13053968119999998	-0.0348589132	-0.0668100469	0.0678323474	0.0565454903	-0.0804368038	-0.07889589799999999	-0.0240041879	-0.005085165	0.1450594032	-0.2815530236	-0.0164003432	-0.039552147	-0.1401583934	-0.0950621658	-0.0147360451	-0.0196424245	-0.015864868600000002	0.2060695535	-0.0202289307	-0.0919531831	0.0351264288	0.059873005599999994	-0.0574422033	0.046507738300000004	-0.10732709859999999	0.0316881852	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	0.0945228	0.06785640000000001	0.00893455971984	0.0046044910209600024	0.0557799	-0.0360653	0.0031113972440100003	0.0013007058640900002	0.126773	0.027442399999999992	0.016071393529	0.0007530853177599995	0.0009954470000000002	0.0006603820000000003	9.909147298090004e-07	4.3610438592400026e-07	0.000180338	0.00012180809999999999	1.483721322561e-08	3.2521794244e-08	0.00111003	0.0010091310000000001	1.2321666008999998e-06	1.0183453751609998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
694.1706676908118	1.7867850554083589	481872.9158823074	3.1926008342306518	1030.0781692164826	7.421124176138393	55.07308403766572	1061061.0346963806	752.1717791631081	3.1064132490369047	565762.3853693955	9.64980327379202	789.0804985088072	653.9712166638999	1.174642	22.620123	0.15134820000000002	0.07872619999999997	0.0437053464	-0.1394166135	-0.09328970380000001	0.0933575997	0.052404428499999996	0.1545654564	0.0395015088	0.0455574133	-0.1616604119	0.0206233244	-0.0305022741	-0.0726342638	-0.1549785903	0.0168566175	0.0456069581	-0.0582822847	0.1339523999	-0.030984146299999998	-0.0341503879	0.0237124368	0.007613854399999998	-0.0101477115	-0.0316586445	0.011364063999999998	0.0742548056	-0.1116417992	0.1512898782	-0.0952350669	0.0790410641	-0.028699667	-0.06692678769999999	-0.0010177553999999999	-0.049554189400000004	0.15446094359999998	-0.038412315600000004	-0.039847551099999996	-0.1815795245	0.0400675044	-0.0671337353	0.1432793452	-0.0203536179	0.021434774900000002	0.07544178019999999	0.035156303199999996	0.0564961429	0.0933488609	-0.0650734655	0.1141053707	-0.017816042	0.0921686343	-0.1120634082	-0.025389801400000002	-0.12488251199999999	0.008369692199999999	-0.0518716705	0.0031856453	0.021726744500000002	-0.055838647400000004	0.0048534347	0.0074483843	0.0147069969	-0.08692800029999999	-0.2419641686	0.1225550415	-0.09427151869999999	-0.0515290336	-0.043088527	-0.0953630426	0.0135375761	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	0.0471912	-0.047331600000000015	0.00222700935744	0.002240280358560001	0.0549258	-0.0008540999999999965	0.0030168435056400003	7.29486809999994e-07	0.186904	0.06013099999999999	0.034933105215999995	0.0036157371609999993	0.00138661	0.0003911629999999997	1.9226872921e-06	1.5300849256899976e-07	0.000649805	0.0004694670000000001	2.2039926408900005e-07	4.2224653802500007e-07	0.00111003	0.0	1.2321666008999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
691.7023187026185	-2.46834898819327	478452.0976985789	6.09274672751474	1024.6560999799326	-5.422069236549988	29.398834805941764	1049920.1232260857	751.7619718805987	-0.409807282509405	565146.0623658061	0.1679420087977433	790.1153244800014	656.4193581642538	1.2304290000000002	23.694429	0.18119757	0.0868634	0.0721912215	-0.06513131330000001	-0.025908131400000003	-0.030966937599999998	0.1547551867	-0.0120238856	0.001667852	-0.037250019599999996	-0.1094612351	-0.1033230185	0.1423909239	-0.0643336489	-0.0264817016	0.0380422207	0.0118479655	-0.0720720519	-0.0446905255	-0.0367925885	-0.09107242789999999	-0.0530076439	0.059034993200000004	-0.0054014323999999996	-0.06547020860000001	0.0775950054	0.0800772242	0.0121928574	-0.024256126800000003	-0.2164893674	-0.0690236481	0.0532165411	0.0665249847	-0.1465266525	0.1153550176	0.0709805397	-0.0334557371	0.1868003243	0.0943599592	-0.0398725912	0.0692364947	0.087094175	0.08953249630000001	0.0633538047	-0.0541521963	0.0638695148	0.0592435339	-0.031197249399999998	-0.019459823600000002	0.0206418242	0.0097553755	0.0767290187	-0.0172631135	-0.1165899041	-0.0496734601	0.0327643815	0.033512422400000005	0.1193168119	-0.11848640640000001	0.0634251788	0.1261601135	0.07754155360000001	0.052658388099999995	0.09951469869999999	-0.0840292266	-0.0716097216	-0.1190996722	0.0689156036	0.0249339461	-0.0664761129	-0.14488893220000001	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	0.00613848	-0.04105272	3.76809367104e-05	0.0016853258193983995	-0.00220995	-0.05713575000000001	4.8838790025e-06	0.0032644939280625012	0.219273	0.032369000000000016	0.048080648529	0.0010477521610000003	0.00112684	-0.0002597699999999999	1.2697683856e-06	6.748045289999992e-08	0.00026844	-0.0003813650000000001	1.4543926322500005e-07	7.20600336e-08	0.000738363	-0.00037166699999999984	5.451799197689999e-07	1.3813635888899992e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
693.1034605412905	1.4011418386719472	480392.40701431216	1.9631984520770045	1022.0015009217868	-2.654599058145777	7.046896159508448	1044487.067886385	751.0460239799306	-0.7159479006680842	564070.1301360625	0.5125813964710367	789.2078835506036	644.7142662296935	1.225491	23.599337	0.19940851000000004	0.107477	0.0336628334	0.1463962396	-0.0162872053	-0.0047536009	0.0320161766	0.0718055143	-0.0708835085	-0.0371264809	0.1225089964	-0.0004518526	0.012593571699999999	0.0342760882	-0.0397146482	-0.0616943539	-0.0630866405	-0.0291500161	-0.060666552199999994	-0.05952109200000001	0.0382695554	-0.0007793858999999999	0.0396786627	0.010637244799999999	0.12649086939999998	-0.0899863524	-0.0580066095	0.12639893160000001	-0.0834720698	-0.1394069693	0.0236705142	0.0505105206	0.17157723239999995	-0.0062522477000000005	-0.004711119099999999	0.0866265813	0.0547335498	0.00424212	0.0587052342	0.035465390299999996	0.059038941799999994	-0.035430402	-0.0650301711	0.0652963849	-0.0635529472	0.0333474163	-0.0693681107	0.067412323	-0.0441014237	-0.06444094480000001	0.1046137268	-0.030454077200000002	0.061215113499999994	-0.0145387433	-0.0628328989	0.0130806846	-0.0531894864	-0.0022406529	0.0075491373	-0.048570143899999994	-0.1034158903	0.0211269866	0.0834337373	-0.042553557199999995	0.0715271995	-0.0282629688	-0.1499159334	0.1219628693	0.1497068016	0.0035756612	-0.1227624348	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.038813199999999985	-0.04495168	0.0015064644942399993	0.0020206535348223998	0.050437800000000005	0.052647750000000014	0.002543971668840001	0.002771785580062501	0.219411	0.000138000000000027	0.048141186921000015	1.904400000000745e-08	-0.000334959	-0.0014617990000000002	1.12197531681e-07	2.1368563164010004e-06	6.10844e-05	-0.0002073556	4.299634485136e-08	3.73130392336e-09	0.000374096	-0.000364267	1.3994781721600002e-07	1.3269044728900006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
695.2245980374852	2.121137496194706	483337.2417163829	4.499224277763147	1024.642725664067	2.641224742280201	6.9760681392331145	1049892.7152562884	751.1447155699872	0.09869159005654636	564218.3837287169	0.009740029947889405	788.3230040046303	663.3412470375982	0.935348	18.012035	0.04107281999999999	0.0217451	-0.0440747912	0.0446827475	0.0157870621	0.0861099776	0.0550662305	0.048785505800000004	-0.0156366948	0.0408053768	0.1535178368	-0.0286615788	-0.044897158099999994	0.0150308389	-0.0125493931	-0.12401724480000001	-0.0127020232	0.1494582836	0.0356321339	-0.14191871109999998	0.0161713419	0.0023153809	-0.052528528600000006	-0.0328860146	0.0691047445	-0.0545185007	-0.1748927427	0.1115393376	0.0032174560999999996	-0.0364046342	0.0914516939	0.1118025261	-0.0529454732	0.055101779000000004	0.038750290800000003	0.0463400021	0.0188463794	-0.0072540040000000005	0.1207620276	-0.0320503359	0.0598345784	-0.012180491299999999	-0.11564873029999999	-0.024512071899999998	-0.0342960811	-0.0403807671	0.0165918774	0.0560399421	0.0023823944	0.0021034370999999997	0.1399235419	-0.11914955960000001	-0.0083254589	-0.0571268578	-0.0024059534	0.0235632715	0.0484913164	-0.08614297300000001	0.057758845999999996	-0.049171466	-0.0868336991	0.0579040339	-0.0376851165	-0.0996913367	0.1509568686	0.0837522274	-0.0965166318	-0.0353179937	0.0277255939	-0.015823219	-0.1505069282	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0388037	9.499999999995623e-06	0.0015057271336899995	9.024999999991684e-11	0.033425300000000005	-0.0170125	0.0011172506800900003	0.00028942515625	0.209923	-0.009488000000000024	0.044067665928999994	9.002214400000045e-05	-0.000565131	-0.00023017199999999995	3.19373047161e-07	5.297914958399998e-08	-0.0	-6.10844e-05	3.73130392336e-09	0.0	0.000374096	0.0	1.3994781721600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
696.5332399686882	1.3086419312030555	485158.5543812782	1.7125437041028633	1032.4288065504131	7.786080886346098	60.62305556872406	1065909.2405951105	752.0504683399257	0.9057527699385446	565579.9069303016	0.8203880802513461	788.1632126120969	677.7664566092739	1.075948	20.719572	0.06222106	0.0325085	-0.10407977269999999	-0.046992678499999996	-0.01677862	-0.079718654	0.0854069824	0.2071893822	0.0365778129	0.1018512229	0.017384156499999998	-0.0555897035	0.0448348392	-0.0286857862	-0.2085909294	-0.0016992107999999999	-0.027669122999999997	0.0485934689	-0.0360481729	0.005766938100000001	0.0390705658	-0.0796876751	-0.0153341603	0.0991600515	-0.062245449	-0.051709694699999996	-0.0740918869	0.07271293549999999	0.0139455369	0.1130175027	0.0868209042	-0.0048846487	-0.1041858567	-0.093953995	0.0322003163	0.00045163610000000003	-0.013861743300000002	-0.02077408	0.2095709643	0.11989613390000001	0.0113266316	0.0821331364	-0.0199915043	-0.0712634563	0.1469730004	-0.12540881939999998	-0.0256848629	0.15813495119999998	-0.0811865985	0.0742137441	0.0413326687	0.0639066921	0.0849587598	0.0627549706	0.035209238	-0.056049592	0.0725632813	-0.0284625787	0.0003702246	0.0058060713	0.0470245304	-0.0347156006	-0.058892741900000004	-0.0599215866	0.089943958	0.109553974	0.0135340663	-0.0029214196000000004	-0.13034222609999999	0.0723611926	0.014883186299999997	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0455256	-0.006721900000000003	0.00207258025536	4.518393961000004e-05	0.008563289999999998	-0.02486201000000001	7.332993562409998e-05	0.0006181195412401004	0.219402	0.009478999999999987	0.048137237604	8.985144099999976e-05	-0.000209981	0.00035515	4.409202036099999e-08	1.261315225e-07	-0.0	0.0	0.0	0.0	0.000306083	-6.801299999999996e-05	9.3686802889e-08	4.6257681689999955e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
