global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
680.6756635766665	n/a	463319.3589855352	n/a	986.5510527613188	n/a	n/a	973282.9797044664	732.3434023301053	n/a	536326.8589364345	n/a	758.0085204977494	588.3386698500948	n/a	n/a	n/a	n/a	-0.1562633201	-0.0082001528	0.0444465625	-0.09363586089999999	0.08433579279999999	-0.0119087339	0.056330877	0.0091042726	-0.0300832813	0.3051014751	-0.0674719083	-0.0009658973	0.09940647080000001	-0.07841494019999999	0.1692649466	-0.1034253394	0.0941161566	-0.0387857899	0.0896597355	0.1519032028	-0.1271602316	0.0725981252	-0.05288303019999999	0.0250940927	-0.0498532276	0.06887370450000001	-0.0648541794	0.17436385670000001	0.0269459415	-0.0269530889	0.007194416600000001	-0.0176162059	0.151214044	-0.0074035507	0.0448095378	-0.050101268899999996	0.16664885769999999	-0.0052777408	0.0554438799	-0.0180766443	0.060936115	-0.020395463500000002	-0.1028902364	0.009998514200000001	-0.054660030400000004	0.0623659971	-0.10814843800000001	0.1004798119	-0.1560070197	0.153371918	-0.1006788557	0.0822706062	-0.0675711947	0.14600248289999998	-0.3097137307	0.034105002999999995	-0.09771199039999999	0.1638322756	-0.1712039801	0.12839384210000002	-0.16441513900000002	0.0364817918	-0.1646898216	0.14991783390000002	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.13636199999999998	n/a	0.018594595044	n/a	-0.0985347	n/a	0.00970908710409	n/a	-0.1124	n/a	0.01263376	n/a	0.00453655	n/a	2.0580285902500004e-05	n/a	0.000626971	n/a	n/a	3.9309263484100007e-07	0.00208113	n/a	4.3311020769e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.1188124132832	1.4431488366167289	465286.0742481079	2.082678564628217	979.4571452543468	-7.093907506972072	50.32352371747473	959336.2993897944	731.0925491513269	-1.2508531787783568	534496.3154245854	1.56463367485992	755.911507055277	604.8801950953775	1.4763959999999998	31.248051	0.0898247	0.053869000000000014	-0.0425970302	0.008386114	-0.09419497660000001	0.1611657992	-0.0143760565	-0.0103829019	0.08453502189999999	-0.1041108926	-0.1039265487	0.159453865	0.06812440980000001	-0.033509364900000005	0.0250286768	0.0497891718	0.0579192233	-0.11266062980000001	0.13354857960000002	-0.0223987428	0.12325274050000001	0.043426179	-0.0603093591	0.028471071	-0.0555358734	-0.02169956	0.06507444700000001	0.1626528577	-0.0099813924	-0.0568434892	-0.1015170792	0.0338713726	-0.0064525361	0.0943291816	0.0818823081	0.08666533800000001	0.028786202200000006	-0.0992671835	0.0926215296	0.038774122200000004	0.046117593	-0.014018951100000001	-0.0268747435	-0.09511364929999999	0.026527213900000002	0.026512481	0.0805759446	0.09930457220000001	-0.015505297099999999	-0.038934311400000005	-0.0920929745	0.1904922196	0.043925189100000005	0.12461043	0.0543968704	0.1151399742	0.0276839167	0.1158838067	-0.025774561	0.1738789436	-0.0963266585	-0.0576782733	0.0847701106	0.028258683399999998	-0.0734773695	0.08409671519999999	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.15598099999999998	0.019619	0.024330072361	0.00038490516099999985	-0.0966861	0.0018485999999999921	0.009348201933210004	3.4173219599999707e-06	-0.0977893	0.01461069999999999	0.009562747194490002	0.00021347255448999968	0.00367059	-0.0008659600000000003	1.34732309481e-05	7.498867216000005e-07	0.000802269	0.00017529799999999995	3.0729388803999976e-08	6.43635548361e-07	0.00204746	-3.366999999999997e-05	4.1920924516e-06	1.1336688999999979e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
677.44615643661	-4.672655976673242	458933.2948707358	21.833713876340155	979.0759934603566	-0.3811517939901705	0.1452766900619254	958589.8009703844	730.5656554098201	-0.5268937415067967	533726.17686438	0.27761701483903106	755.6705422904101	597.7660345004978	1.1926219999999998	25.241947	0.35359245	0.213175	-0.0159432785	0.0258481652	-0.0864393751	0.010316476	-0.1034295674	0.0022925084	0.16794592449999998	-0.10729774880000001	0.005081019	0.1388083766	0.0654450273	-0.11385176609999999	-0.04735738900000002	-0.011639	0.022279304399999998	-0.1878288828	0.1135433362	-0.1160100374	0.0822219896	0.0486375721	0.0014684307999999998	0.0602942699	0.1022855596	0.10095902550000001	0.0398824658	0.037179850699999996	0.1487792426	-0.0335488736	-0.0001330977	0.10388321310000001	0.0111171106	0.0809643065	0.0320616659	0.0082262786	-0.0737300442	0.007449360699999998	0.0770875844	-0.0770987169	-0.045586671100000004	0.0105812822	-0.013576621399999999	0.0166828045	0.0428891537	-0.085213395	0.10497989740000001	0.0557360538	-0.0060690014	0.05481939809999999	-0.0285837854	0.2234550491	0.0242094921	0.1573080475	0.009784225300000001	-0.0898508235	0.0046530838	-0.035524266400000004	-0.0035576207	0.024418764500000002	-0.1412362916	-0.0003615037	0.097675237	0.0480648242	0.0313102392	-0.0268884051	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.155926	-5.499999999997174e-05	0.024312917476000003	3.024999999996891e-09	0.0789321	0.1756182	0.006230276410410001	0.03084175217124	0.0056409	0.1034302	3.181975281e-05	0.010697806272040002	0.00271846	-0.0009521300000000004	7.390024771599998e-06	9.065515369000003e-07	0.00111606	0.00031379100000000017	9.846479168100007e-08	1.2455899236000002e-06	0.00227132	0.00022385999999999974	5.158894542399998e-06	5.0113299599999904e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
676.2353775508573	-1.2107788857526884	457294.28585135046	1.4659855101845218	969.3123713443332	-9.763622116023383	95.32831682450094	939566.4732411744	732.9803116598137	2.414656249993527	537260.1372809176	5.830564805632802	756.2511359599872	573.4001101634898	1.31747	27.884365000000006	0.32982735	0.173077	-0.1359338336	0.1231988006	0.0269988982	-0.08539486560000001	0.0930741171	-0.0324752829	0.0095847953	-0.09088958189999999	0.1309864983	0.2712096702	-0.10946061550000001	-0.0957702299	0.055412952800000005	-0.0688476678	0.10107514109999999	-0.09566099789999999	0.0327196707	-0.0857428058	0.070759944	-0.1347629764	-0.12489998810000001	-0.04663067480000002	-0.0610121576	0.0798378471	-0.0339803142	-0.032702819300000005	-0.062665002	0.0549548845	0.0546097977	0.0132347615	0.022473494700000003	-0.1185462064	-0.0421279601	0.01816856	0.0063828784999999996	-0.13514356859999999	0.0049706178	0.0742225582	-0.0025686665	-0.041793731	-0.0475495062	-0.011804256200000002	-0.0213140908	-0.1106769026	-0.1143220724	-0.027485842000000003	-0.044641535499999996	0.1353780003	-0.20787060289999998	0.11120021470000001	-0.0873911035	-0.09488903859999999	0.0824517407	-0.025827310200000002	0.0826594302	-0.0103715162	-0.0474100417	-0.0791080573	-0.053879389900000005	-0.0180506173	-7.44772e-05	-0.08816536400000001	-0.06957134870000001	-0.0098465403	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.132406	-0.023520000000000013	0.017531348836	0.0005531904000000006	-0.0625682	-0.14150030000000002	0.0039147796512400005	0.020022334900090002	0.022981900000000003	0.017341000000000002	0.0005281677276100001	0.0003007102810000001	0.00460199	0.0018835300000000004	2.11783119601e-05	3.5476852609000016e-06	0.000570779	-0.0005452810000000001	2.9733136896100013e-07	3.25788666841e-07	0.00175081	-0.0005205099999999999	3.0653356561e-06	2.709306600999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
678.2685318134213	2.0331542625640395	460048.2012483341	4.133716255382323	964.5020704990636	-4.8103008452695795	23.138994222001237	930264.2439969808	731.7532441574109	-1.2270675024027469	535462.8103348954	1.5056946554529151	754.7996517860446	578.5657746756461	0.948747	20.080326	0.08869600999999999	0.040535	-0.095023154	0.10848510859999999	-0.0312231372	0.0685469297	0.0691143588	-0.0042973813	-0.1003639601	-0.078413832	0.1598822043	0.14957030300000002	0.0043334296	-0.0499175033	0.0665545789	0.0231103767	0.1364582056	-0.13525304330000001	0.11571771759999999	0.0107689928	0.025989162799999996	-0.1967873585	0.0055858929	-0.058145504	-0.0758522405	0.0113525384	-0.1058169824	-0.0041775676	-0.0716873767	0.1055095893	0.0679188996	0.044705656100000005	-0.0346784922	0.1359846541	-0.0097806344	0.0280535136	-0.09306679529999999	-0.0338157896	-0.0977057677	-0.0828533897	-0.0634414419	0.057425347599999996	-0.0018389964000000002	-0.011514432	-0.0023243256	0.0332085228	-0.0415795938	-0.043404047800000005	0.1393470694	0.1204701373	-0.2397800922	0.0531146128	0.0508263942	-0.04910553980000002	0.13320670269999998	-0.0392356646	0.0495672771	-0.023050924900000002	-0.0474120079	-0.022058471200000002	0.003264695	-0.040916815	-0.124021218	0.019346676299999997	0.07838562019999999	-0.0067367183	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.147034	0.014628000000000004	0.021618997156000002	0.00021397838400000007	-0.06802739999999999	-0.005459199999999984	0.004627727150759997	2.9802864639999823e-05	0.00591914	-0.017062760000000003	3.50362183396e-05	0.00029113777881760016	0.00445358	-0.00014840999999999986	1.9834374816400007e-05	2.2025528099999962e-08	0.00108428	0.000513501	2.6368327700100005e-07	1.1756631184e-06	0.00211982	0.0003690100000000001	4.4936368324000006e-06	1.3616838010000008e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.4343822059955	3.1658503925741566	464352.81725246675	10.022608708161943	976.7949828789843	12.292912379920724	151.11569478040815	954128.4385775555	731.0525235993567	-0.7007205580541722	534437.7922609879	0.4910093004797506	754.5306244005247	587.0911936309558	0.8018569999999999	16.971384	0.12980118	0.0794372	-0.0137603602	0.1109421157	-0.0447386308	0.0584440396	0.0765526096	-0.0988989747	-0.0017671001	0.0566829649	0.1309706261	0.0495768531	0.0713916237	-0.0767028406	0.0688972239	0.0527626435	0.1095684832	-0.10950658699999999	0.1284624285	-0.0335741557	-0.0667883379	-0.11835478349999999	-0.0726269633	-0.13000238220000002	-0.0394131724	-0.0788431954	-0.052013495800000004	0.0654582366	0.0123369014	-0.0241475827	0.028556377999999997	-0.03543236	-0.0305555732	0.0152951589	-0.09426640230000001	-0.0060876485	-0.0160440776	0.1238269414	0.1048049434	0.032753035800000004	-0.14947116300000002	-0.024650937	-0.0007749455	0.048057739800000006	0.0931901106	0.0157569999	-0.0403142218	-0.049407478399999996	0.1453981144	0.028993124	-0.1656512435	0.0972586698	0.1161200704	-0.0645367675	0.0686096369	0.007956179399999999	0.1289864981	-0.0038331621000000002	0.019891203	0.059658633600000004	0.048553453499999996	0.0294246568	-0.1241606936	0.0507795458	-0.0386261535	-0.0259937359	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.153449	0.006415000000000004	0.023546595601	4.115222500000005e-05	-0.0125523	0.05547509999999999	0.00015756023528999994	0.0030774867200099986	0.00588486	-3.428000000000025e-05	3.4631577219599986e-05	1.175118400000017e-09	0.00331475	-0.0011388300000000006	1.09875675625e-05	1.296933768900001e-06	0.000978474	-0.00010580599999999997	1.119490963599999e-08	9.57411368676e-07	0.00200692	-0.00011289999999999998	4.0277278864e-06	1.2746409999999995e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
682.1785469130465	0.7441647070510271	465367.5698683956	0.5537811112203411	976.0638322549707	-0.7311506240135941	0.5345812349954681	952700.6046362595	731.4178387806569	0.3653151813001614	534972.054886567	0.13345518168836978	753.7778876150395	596.6493013793568	0.8970469999999999	18.986073	0.10289514	0.0577258	0.0806090746	0.0301550238	-0.0632949887	0.0028999517	-0.0268728623	-0.0761599109	-0.0197941948	0.0551264116	0.14202797279999999	-0.0582266961	0.0406625942	-0.1334096829	-0.0091583168	0.0406230956	0.0455025475	-0.09545932550000001	0.0121701929	0.1188588175	0.0225534883	-0.031450053	-0.012606401699999999	-0.1255549585	0.0280913352	-0.0347859289	0.0396037801	-0.1199094557	-0.0467833496	-0.0555536584	0.0348062409	-0.088590055	0.008783843000000001	-0.0181461779	-0.07463884280000001	0.0420234986	-0.0316245306	0.08820177609999999	0.0728530507	0.055826214699999994	0.1755161255	-0.0063448856999999996	-0.0313258503	0.12334019980000001	0.1055012199	-0.0156934755	0.0263488523	-0.1170980358	0.1618487567	0.011490913899999998	-0.0887443694	0.023653326800000003	-0.023468878999999998	0.0538214568	0.017883070900000003	0.0922846708	0.10973093460000001	0.06531244809999999	0.0170615878	-0.0669856972	0.13682421279999998	0.1113896724	-0.111103619	0.0732716479	0.0816568627	-0.0364164607	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.113855	-0.039594	0.012962961025	0.0015676848360000005	-0.0200125	-0.0074602	0.00040050015625	5.565458404e-05	0.0131403	0.007255439999999998	0.00017266748408999996	5.264140959359999e-05	0.00296904	-0.00034570999999999994	8.8151985216e-06	1.1951540409999995e-07	0.000914004	-6.447000000000008e-05	4.156380900000008e-09	8.35403312016e-07	0.00144539	-0.0005615300000000002	2.0891522521e-06	3.1531594090000023e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
681.4432796357681	-0.7352672772783535	464364.9433607517	0.5406179690363232	971.8961792951724	-4.167652959798375	17.36933119331615	944582.1833285538	731.1793805400267	-0.2384582406301661	534623.2865268972	0.056862332524434185	752.8123673433557	595.6719243858298	0.7747199999999999	16.397011	0.08093161	0.0503675	0.0698285684	0.0230933325	-0.029387369500000007	-0.0401679955	-0.0191060997	-0.09933808599999999	-0.052515265	0.017601494199999998	0.1134248818	-0.067493777	0.0783160472	-0.10068504869999999	-0.011070661	0.0746709016	0.023705844500000003	-0.10749090539999999	-0.108181452	0.0106751221	0.185208763	0.0028582032	0.0640685633	-0.07434554	0.0450712562	-0.1094291123	0.1482736238	-0.0751126588	-0.1515719716	0.009199757	-0.0760646056	-0.0644098254	-0.0125955378	-0.192148625	-0.0036289462	0.028914919	-0.0269808487	0.0618313824	-0.0045044054	0.0106534953	0.0092515413	0.0890664177	0.0216823108	0.0571066032	0.1111044702	0.0255796615	0.0183959223	-0.1007146868	0.0410976244	0.020459931299999998	-0.0322365598	0.0281926583	-0.11107018689999999	0.09697046220000001	0.1423968527	-0.027056794199999998	0.0676389844	0.0677228321	0.1915616198	-0.0074202359	0.155831426	0.134092388	-0.11004809039999999	-0.1081953565	0.0278105021	-0.012170585900000001	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.08007239999999999	-0.03378260000000001	0.006411589241759998	0.0011412640627600009	-0.0258599	-0.005847399999999999	0.0006687344280099999	3.419208675999999e-05	0.00592574	-0.007214559999999998	3.51143945476e-05	5.204987599359999e-05	0.00364894	0.0006798999999999997	1.3314763123599997e-05	4.6226400999999973e-07	0.000914005	1.0000000000157452e-09	1.0000000000314906e-18	8.35405140025e-07	0.00144723	1.8400000000001317e-06	2.0944746729e-06	3.385600000000484e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
679.6617187812208	-1.7815608545473651	461940.0519766432	3.173959078455538	970.2875535194214	-1.6086257757509657	2.5876768864103963	941457.936514704	732.2442680053488	1.0648874653220446	536181.6680266891	1.1339853138000089	753.669849491976	592.6906722207208	0.8014819999999999	16.963442	0.12075851	0.054574	0.028288283100000002	0.0031952473999999997	0.0381867003	-0.0937464967	0.0307197723	-0.0855842479	-0.034782699300000004	-0.0048907474	0.1033164958	-0.0186069878	-0.0031363844	-0.0290832796	0.0919702924	-0.007420238199999998	0.0099305962	0.028954602700000002	-0.1479866776	-0.028876034900000007	0.1575289791	-0.0301871054	0.0878108177	-0.0078187348	0.0339724148	-0.0332997785	0.0348364382	-0.0345348444	-0.045782554	0.0274847823	-0.0253991667	0.0444484984	0.013784398799999998	-0.052198584299999996	-0.047282562699999996	0.0208942956	0.1353445677	0.0860721568	-0.0347892849	0.0327684148	0.0071162735999999996	-0.0234088031	0.0364237606	-0.119572976	0.0752161579	-0.021150335299999996	-0.09115247300000001	-0.0461245659	-0.0866297583	-0.0029874703000000004	-0.012503078300000001	-0.0743614267	-0.1454282789	0.09485599130000001	0.08555511380000001	-0.0468581483	0.0301956347	-0.0065144516	0.147801945	0.0492225305	0.0881397438	-0.0197873716	0.0174501819	-0.08406624509999999	0.06955867980000001	0.0079030971	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0449787	-0.035093699999999985	0.0020230834536900002	0.0012315677796899994	-0.0125436	0.013316299999999998	0.00015734190096000002	0.00017732384568999994	0.0364961	0.030570360000000005	0.0013319653152100005	0.0009345469105296004	0.00386215	0.00021321000000000014	1.49162026225e-05	4.545850410000006e-08	0.000460842	-0.000453163	2.05356704569e-07	2.12375348964e-07	0.00127804	-0.00016919000000000005	1.6333862416e-06	2.8625256100000017e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
679.6486904019108	-0.013028379309957929	461922.3423650324	0.00016973866744413979	966.5522659383166	-3.735287581104785	13.952373313555636	934223.2827904944	732.9037053779695	0.6594373726206868	537147.8413567574	0.4348576484088745	755.4839822256253	586.0374432888811	0.910942	19.280172	0.14419705	0.0613819	-0.0323982769	0.0373060868	0.08897335880000001	-0.0206358198	0.119828365	0.0109889749	-0.0794352554	-0.018964470900000002	0.0595462377	-0.0026021816	-0.027344187000000002	0.0419885449	0.1488458241	-0.034299716099999995	0.0013589629	0.0822908282	-0.0193442372	-0.008442808000000001	0.065277983	0.0723771329	0.0250321706	-0.031450488	0.0172453765	-0.06393385559999999	0.0230932252	0.1116424642	-0.0278509867	0.10631407220000001	0.044799877300000006	0.179821586	-0.0805285994	-0.0577385138	-0.0820303779	-0.1742248067	-0.09234335710000001	0.0512418558	-0.049980916900000005	-0.024840302400000003	-0.006124294200000001	-0.04575662230000002	-0.0865835623	0.0012978523	-0.01754454	0.018374582900000002	-0.09350318769999999	0.0283487152	-0.08202530549999999	-0.0591163745	-0.06488587309999999	-0.134400371	-0.062012337699999996	0.0991236048	0.058206474	-0.0746347201	-0.0487585241	-0.0176668444	0.12355918310000001	0.0687259907	-0.1340890748	-0.08872810519999999	-0.09100171970000001	0.0093229343	0.0519679059	-0.0013893042000000001	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0665038	0.021525100000000002	0.00442275541444	0.00046332993001000017	-0.0373238	-0.0247802	0.0013930660464400006	0.0006140583120400001	-0.011017399999999998	-0.0475135	0.00012138310275999994	0.00225753268225	0.00344495	-0.0004172	1.18676805025e-05	1.7405583999999996e-07	0.000654935	0.00019409300000000005	3.767209264900002e-08	4.28939854225e-07	0.000881768	-0.000396272	7.77514805824e-07	1.5703149798400006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
