global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
711.0261008368602	n/a	n/a	505558.1160712689	1025.9402740096932	n/a	1052553.4458350844	n/a	740.3344690449969	n/a	548095.1260561375	n/a	788.6261949948732	599.9108790897733	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.00513416	n/a	2.63595989056e-05	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0
706.6385135985158	-4.387587238344395	19.250921774082588	499337.9889007199	1001.7704038551384	-24.16987015455481	1003543.9420400872	584.1826232880396	739.5044341234326	-0.8300349215643337	546866.8080882182	0.6889579710163095	783.149030042783	591.7722923734177	1.38891	25.856037	0.04624536	0.0414306	-0.0208316172	-0.0308192498	0.0836891342	0.012160988000000001	-0.021732085	-0.0043476766	-0.1886656646	-0.2055197818	0.0921652826	-0.1531542719	0.050115404	-0.0001156511	0.051436647300000006	-0.1583671107	0.09920783429999999	0.10031544380000001	-0.0319253632	0.0666730917	-0.1261512964	0.017284163999999998	-0.0895947884	0.10104242880000001	-0.050454594500000005	0.1693946981	-0.2055544774	0.0051662205	-0.0004164099	0.08508877990000001	-0.0294117338	0.0797769163	-0.0590037941	0.1083903382	-0.1122199453	0.0294955275	-0.052917027400000004	0.0011172808999999999	-0.087795346	0.1061514117	-0.014983661100000004	-0.0024532335	0.03390321	-0.1093265784	0.0264687232	0.1641952247	-0.0071911776	0.1129119374	-0.0276273104	0.1360040229	-0.1138619602	0.0302388775	-0.0376251924	0.0131272322	-0.0730943689	0.1202042724	-0.1747606977	0.0320297054	-0.0335524302	0.11276452029999999	-0.0733986177	0.0913148419	-0.1674317038	0.0418743374	0.0672274104	-0.25676973420000004	0.0192457189	-0.0093008183	0.0663436597	-0.0925920492	0.1128608806	0.1128439341	0.1128156919	0.0	0.0	0.00513416	0.0	2.63595989056e-05	0.0411112	0.0411112	0.0016901307654399993	0.0016901307654399993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
704.1537702589569	-2.484743339558918	6.173949463482402	495832.5321699039	992.4345402623986	-9.33586359273977	984926.3167058384	87.15834902224394	738.3153961897316	-1.1890379337010015	545109.6242508003	1.4138112077799478	782.7506884235806	586.4821815265627	1.1939959999999998	22.227499	0.11230006	0.0749046	0.0621035533	-0.06272700469999999	-0.0623857342	0.07775848980000001	0.1028226535	-0.1153558086	0.0326991636	-0.11621289189999999	0.0734902082	-0.12129841570000001	0.0320823889	0.0721268742	0.0633498082	0.027105109300000003	-0.0520188434	-0.0814266584	-0.043753420300000005	0.11817938880000001	-0.0613984327	0.10770977279999999	0.088260691	0.0421428456	0.0780852435	0.208952881	-0.1607136875	-0.0005838076	0.21256091	-0.0185249764	0.0978370076	-0.0509121998	0.0877955732	0.1062315682	0.0064693528000000005	-0.046599104	-0.1049437743	0.1245456126	0.0363167883	0.030250244500000002	-0.0043823089	0.0183210761	-0.0888761716	-0.0102048238	-0.017237748100000002	0.024449727400000003	0.0790071918	-0.09915221800000001	0.0647775233	0.027741309500000002	-0.024829441	-0.16452467640000001	-0.0138398986	0.1361885682	0.0288498615	0.117476966	0.0753782295	-0.0338329108	0.0679817845	0.09367617449999999	-0.0830468879	0.07364467400000001	-0.0902956683	0.0722715547	0.0251086565	-0.1796929557	-0.026053220499999998	0.1053039214	-0.046198351	-0.0438955006	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.00481206	0.00481206	2.31559214436e-05	2.31559214436e-05	0.00489015	-0.03622104999999999	2.39135670225e-05	0.0013119644631024994	0.05791080000000001	0.05791080000000001	0.003353660756640001	0.003353660756640001	-0.000267123	-0.000267123	7.1354697129e-08	7.1354697129e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
702.2676980343701	-1.8860722245867687	3.5572684363576843	493179.9197024933	978.0332533853673	-14.40128687703134	956549.044727566	207.397063714555	737.0827882395282	-1.2326079502033735	543291.0367189572	1.519322358904562	779.276734618803	594.5241353418047	1.259477	23.446508	0.069068353	0.0384339	0.0470170143	0.013566566100000002	0.0542946578	-0.22376506559999998	0.0461928035	0.060717442300000014	0.0855359296	0.0165202374	0.0980885403	-0.030097775299999997	-0.0720252403	-0.027784127599999996	-0.0075819687	0.028291449	0.0523800333	0.16432501189999998	-0.0871612868	0.0059524125	0.15775594710000002	0.0706317761	0.0325348508	0.0140692597	0.0175983044	-0.0900211202	-0.1217698368	-0.018009776499999998	-0.1321059269	-0.121859524	0.08550747410000001	-0.08754044539999999	-0.1049109274	0.0885130859	-0.038727203599999996	0.0480402657	0.1540211717	0.0338500911	-0.1059317195	-0.0113875025	-0.0753109909	-0.2040179007	0.0440915551	0.023516961	0.0979566445	0.0477127022	-0.0833981499	-0.0061742425	0.0051177252	0.0536277393	0.1075520175	0.1087046031	-0.0362258097	-0.0678660495	-0.10778673539999999	0.1138076837	0.1290776115	0.12434118	-0.0154173527	0.0358362779	-0.0442694331	-0.09072811289999999	-0.016584378	0.1201569839	-0.10814231449999999	0.029772663199999997	0.0701284693	-0.0227457593	0.090369708	-0.1459077447	0.1127253327	0.1123020954	0.1115978766	0.0	0.027491	0.02267894	0.0007557550810000001	0.0005143343195236	-0.000409283	-0.005299433	1.6751257408900002e-07	2.8083990121489e-05	0.0693151	0.0114043	0.004804583088010001	0.00013005805849000001	-0.000642206	-0.000375083	1.40687256889e-07	4.12428546436e-07	-9.25086e-05	-9.25086e-05	8.55784107396e-09	8.55784107396e-09	0.000126122	0.000126122	1.5906758884e-08	1.5906758884e-08	0.0	0.0	0.0	0.0	0.0	0.0
702.8948321994313	0.6271341650611929	0.3932972609869997	494061.14513266674	982.34968606194	4.316432676572732	965010.905705992	18.631591051384827	737.6093414615958	0.5265532220676049	544067.540611409	0.27725829566977656	779.1444172169023	571.6480812550901	1.268025	23.605639	0.06064845300000001	0.0408539	-0.019898035	-0.022746862200000002	0.058414075999999995	0.18685383530000002	0.0031769362	-0.0126474899	-0.08523955859999999	-0.0108991659	-0.0813722652	0.11350267550000001	-0.075649032	0.0677879956	-0.1020635532	-0.09924727779999999	-0.0677902963	0.0633116534	-0.012882933899999999	0.071665117	0.016595062	0.025567872599999996	0.0852739385	0.0116569746	-0.08051401	-0.1251862483	-0.0375031152	-0.0065458855	0.0615477556	-0.099380405	0.0568878003	0.0352246466	-0.0826700851	0.0279791791	0.0666564867	-0.1127035949	0.0485352389	0.1291331828	0.1537659488	0.1498203	-0.0005472488999999999	-0.1818330001	0.044085390700000004	-0.0427183488	-0.0950090892	-0.0508228365	0.0123035595	0.0873024698	0.0216033773	-0.19206219940000002	-0.0433042237	0.0106753928	-0.050180767800000005	0.0362087709	-0.11252399099999999	0.0900984552	-0.0194443202	0.0500000547	0.0017266389999999999	-0.0919480156	0.0711507054	-0.0012440046000000001	-0.01729708	-0.0022768059	-0.021705675600000002	-0.0329429552	0.0449284954	0.12447500140000001	0.0195554858	0.0605710704	0.1125898391	0.1117611244	0.1103844485	0.0	0.0203608	-0.007130199999999999	0.00041456217664000015	5.083975204e-05	0.0395884	0.039997683000000006	0.0015672414145600005	0.0015998146453684895	0.0693028	-1.230000000000675e-05	0.00480287808784	1.5129000000016606e-10	-0.000673375	-3.116900000000005e-05	9.715065610000033e-10	4.534338906250001e-07	-0.00012583	-3.3321399999999996e-05	1.5833188900000003e-08	1.1103156979600004e-09	0.000331797	0.000205675	1.10089249209e-07	4.2302205625e-08	0.0	0.0	0.0	0.0	0.0	0.0
703.4792068591324	0.5843746597010977	0.3414937429007737	494882.994483154	984.4075998952727	2.057913833332691	969058.3227315713	4.235009345422052	738.453590303324	0.8442488417281311	545313.7050318696	0.7127561067592909	781.0525343193318	586.1133386565499	1.130093	21.037888	0.13644740000000002	0.101362	0.0665329675	0.0281496439	-0.0274345615	-0.06698241440000001	0.03957844	-0.0447895693	0.0758940857	-0.0713205955	0.0478739154	-0.1211664905	0.0013296303	-0.013197282099999999	0.0356150229	-0.0022519717	-0.1856884649	0.0028174857	-0.0081580734	-0.0304069112	0.23183832329999998	-0.0473077346	-0.050584100599999994	-0.0286376333	0.038163431	0.085195065	-0.0114542674	0.055258042300000004	-0.0453295575	-0.1485464329	-0.1250243315	-0.05251692349999999	0.1492877601	0.06942433860000001	0.0377463786	-0.0939436906	-0.0196517024	-0.0578453986	-0.026583737599999997	0.1432058501	-0.0581190436	-0.060769467800000004	0.1420967776	-0.0098596484	0.0065096913	-0.0473806349	-0.0096548835	-0.0961274658	0.0117742823	-0.0406157439	0.0167113375	0.0372499132	0.2470229404	-0.010466086500000001	-0.0412951579	0.1218945889	0.1265739904	-0.0598595406	0.0681993487	0.0487883102	0.062641663	-0.09630147	0.0624727977	-0.09339617550000001	-0.0166164556	-0.047644024900000005	0.048606717199999996	0.0067948612	0.0800726195	-0.0779158272	0.11240926539999999	0.111041178	0.1087733526	0.0	0.033844400000000004	0.013483600000000002	0.0011454434113600002	0.00018180746896000004	-0.0585429	-0.0981313	0.00342727114041	0.00962975203969	0.08479099999999999	0.015488199999999994	0.007189513680999998	0.0002398843392399998	-0.0006697669999999999	3.6080000000001055e-06	1.3017664000000756e-11	4.4858783428899997e-07	-0.000134842	-9.012e-06	1.8182364964e-08	8.121614400000001e-11	0.0005060630000000001	0.00017426600000000007	2.560997599690001e-07	3.0368638756000016e-08	0.0	0.0	0.0	0.0	0.0	0.0
702.2269690742672	-1.252237784865201	1.5680994698441062	493122.7160952319	981.5145820841146	-2.8930178111580744	963370.8748437542	8.369552055677856	739.0473260541652	0.5937357508412333	546190.9501478116	0.3525221418270031	780.9365990719522	582.6072349488278	1.106123	20.59166	0.16394912000000006	0.124554	-0.0322284472	-0.044427573600000006	0.04378480269999999	-0.0280108437	-0.10942057849999999	0.0028824379999999998	-0.0958079193	0.0190113745	0.11763893269999999	-0.015794615300000002	0.0442959954	0.0158601654	0.0102547714	-0.1069893264	0.125889047	0.1750822277	-0.0031350301	-0.0032416536	0.05084185	0.0367843795	0.0139377983	-0.119247843	0.0856470057	0.07800147269999999	0.0949098687	0.0384786086	-0.0665873035	0.12501898779999998	-0.08023727139999999	-0.0723535146	-0.13994602039999998	-0.1497644595	-0.0517189844	0.116080531	-0.0021601685000000002	-0.1475859572	0.1332909778	-0.0500956821	-0.09656065130000001	-0.010700174199999999	-0.1143364409	-0.10885671890000001	-0.0805327845	-0.0316807128	0.0118469522	0.10086648529999999	-0.0052679702	0.0952109564	-0.0330243026	0.0590743952	-0.0494392396	0.024798703300000002	0.0037740259	0.0718796796	-0.1221501035	-0.0435641666	-0.0323998624	0.1072173533	-0.0521583517	-0.09327791630000001	-0.09240995789999999	-0.06550437719999999	0.0475642883	0.0902394443	0.136754611	-0.1652208299	0.0134392376	0.0643261753	0.11218368390000001	0.1101434092	0.1067703929	0.0	0.035818699999999995	0.0019742999999999913	0.0012829792696899993	3.897860489999966e-06	0.06575189999999999	0.12429479999999997	0.004323312353609997	0.015449197307039997	0.06942999999999999	-0.015361000000000001	0.0048205248999999995	0.000235960321	-0.000813968	-0.00014420100000000005	2.0793928401000016e-08	6.62543905024e-07	-1.3818599999999997e-05	0.0001210234	1.9095370595999995e-10	1.4646663347560004e-08	0.000324907	-0.00018115600000000008	1.0556455864899998e-07	3.281749633600003e-08	0.0	0.0	0.0	0.0	0.0	0.0
701.6294339103242	-0.5975351639430073	0.35704827214839663	492283.8625293221	979.5877954279886	-1.9267866561260691	959592.2489514669	3.7125068182254783	738.664826561758	-0.3824994924071916	545625.725999512	0.14630586169175924	781.8566816163054	576.6099678073158	1.102503	20.52426	0.15632625	0.103894	0.042972351299999996	-0.0400327962	-0.0420392114	0.1115783634	-0.0120432682	-0.0376320648	0.0519149724	0.0258520554	-0.0049850293	-0.0023363111	0.0667685718	0.0558679434	0.08231621900000001	0.0439316282	-0.0448670977	-0.033938694	0.030965722299999998	0.1254476993	0.10587392720000001	0.0843458232	0.13823534869999998	0.0588924251	0.059616923899999986	0.0851182304	-0.022140527400000002	0.1099880536	0.0114116925	0.0179357479	-0.032128350800000004	-0.0085449169	0.0633262263	-0.0392821913	0.0363561108	-0.057918523099999994	0.017753243300000002	-0.0183154033	0.061963366900000004	0.1444098815	-0.0394466932	-0.0363360085	0.0012695844	0.1373973837	0.052959863499999996	0.08827959449999999	0.0637730576	-0.0653163172	0.0380038265	0.0159583741	-0.0265580551	-0.1492390804	-0.0036541199	0.07607527389999999	0.0789556913	0.1459199125	0.0664955288	-0.0677250025	0.013592013200000001	-0.0220346499	-0.12026741199999999	-0.057921828099999996	-0.0323317193	-0.04294655940000002	-0.0374442667	-0.0574410592	0.1216359141	0.021525241400000002	-0.0524565693	0.0664808247	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	0.016981200000000002	-0.018837499999999997	0.00028836115344000007	0.0003548514062499997	-0.036949	-0.10270089999999997	0.0013652286010000002	0.010547474860809996	0.069454	2.4000000000010124e-05	0.004823858116	5.760000000004858e-10	-0.000176401	0.000637567	4.064916794890001e-07	3.1117312801e-08	-1.3818599999999997e-05	0.0	1.9095370595999995e-10	0.0	0.000267197	-5.770999999999999e-05	7.139423680900001e-08	3.3304440999999988e-09	0.0	0.0	0.0	0.0	0.0	0.0
701.7938136322	0.16437972187577546	0.027020692963957284	492514.55685242714	975.3459291014397	-4.241866326548916	951299.6814147505	17.993429932309596	737.709593110751	-0.9552334510069612	544215.4437676298	0.9124709459226688	779.3760938400105	589.823911031645	1.188233	22.120213	0.08305280000000001	0.045861	-0.0101335365	-0.013684524699999999	0.0511942314	-0.1427819267	-0.07998267120000001	0.0896425268	0.012503381000000001	0.0828367205	0.0881915775	0.007889826800000001	-0.0354384441	-0.0220791621	0.0200118278	0.037921234500000005	0.1063793855	0.086050018	-0.0311104746	-0.06755857559999999	-0.0401613118	-0.09518606119999999	-0.11932847210000001	0.011481831000000001	-0.0241179498	-0.013076940300000001	-0.0414325402	-0.032863102799999995	0.0921604763	-0.053390611399999996	-0.0864776784	0.0159966698	0.0410651404	0.028233712	-0.044619599	-0.0135291851	-0.0776578064	0.0447046843	0.0582892092	-0.0318250452	0.0638570345	0.09161841009999999	0.0651824964	-0.0095045282	-0.1127686333	-0.0678165458	-0.0648261386	0.058257619800000014	0.0020142564	0.0805659951	0.0755917668	0.0997275599	-0.0127475337	-0.04406138019999999	0.0481446231	-0.0009226525	-0.0720870805	0.047468994699999996	-0.11335065279999999	-0.00745226	0.0639368481	-0.025649078399999997	0.1072968848	-0.0023430064	0.11289638269999999	0.030849810800000002	-0.11212245480000001	0.053452100599999997	-0.0342061594	-0.0121846854	0.1115978766	0.1078204375	0.1016191316	0.0	0.0386583	0.0216771	0.00149446415889	0.0004698966644099999	-0.00361825	0.033330750000000006	1.30917330625e-05	0.0011109388955625004	0.0581627	-0.011291300000000004	0.00338289967129	0.0001274934556900001	-0.000213845	-3.7444e-05	1.4020531360000005e-09	4.5729684025e-08	-1.3818599999999997e-05	0.0	1.9095370595999995e-10	0.0	0.0005648259999999999	0.00029762899999999994	3.19028410276e-07	8.858302164099998e-08	0.0	0.0	0.0	0.0	0.0	0.0
702.2038526020003	0.4100389698003255	0.16813195675491224	493090.2506090918	980.8199994693264	5.474070367886725	962007.8713590094	29.9654463925755	737.2150647210527	-0.4945283896983028	543486.0516516659	0.2445583282175965	780.2865797376325	576.6945461634767	1.15783	21.554243	0.103153061	0.060844	0.0034590119	-0.0657733143	-0.024709539	0.10719741599999999	0.09995135449999999	-0.0727844582	-0.007042226400000001	0.0320246542	-0.0252709694	0.1594701607	-0.0434340992	0.0799774109	-0.0998711761	-0.0017064199	0.0503166312	0.039937109	0.04406022230000002	0.19368358239999997	-0.005952589499999999	-0.0450724792	0.09504884779999999	0.006035956899999999	-0.021098960299999997	-0.0220055535	0.019534276399999998	-0.0447932901	-0.0745453064	-0.0160512978	-0.0021888135	-0.1301862379	0.1416455266	0.011897651799999999	-0.0198251774	0.1685044308	-0.18513739440000002	0.010240299	0.0633643819	-0.013687706000000001	0.015393515900000003	0.07036333019999999	0.0426100258	-0.0708429679	0.0657653137	-0.0464087408	0.06560976269999999	-0.0001012456	0.0583674159	-0.11554961539999999	0.0166738492	-0.0913130368	-0.1404727475	0.035359638900000004	-0.021939276400000002	0.0870861149	-0.0051704886	0.056519782699999986	0.08751750429999999	0.0604670428	0.0047499699	-0.0903607949	-0.0085948451	0.0962525567	-0.0209560039	-0.0658024962	-0.038368857799999996	-0.08910335259999999	-0.008374585799999999	0.039674311600000005	0.11123788539999999	0.1063989547	0.09848938759999999	0.0	0.000337589	-0.038320711	1.1396633292100001e-07	0.001468476891545521	0.0333596	0.036977850000000013	0.00111286291216	0.0013673613906225006	0.0481932	-0.0099695	0.00232258452624	9.939093024999998e-05	-0.000163672	5.017299999999998e-05	2.517329928999998e-09	2.6788523584000004e-08	-1.3818599999999997e-05	0.0	1.9095370595999995e-10	0.0	0.000257299	-0.00030752699999999993	6.6202775401e-08	9.457285572899996e-08	0.0	0.0	0.0	0.0	0.0	0.0
