global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
694.6547629294754	n/a	n/a	482545.23966060573	1037.4171371120724	n/a	1076234.3163738085	n/a	725.7765132829852	n/a	526751.5472332072	n/a	765.1344473527779	578.9570813595935	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-6.28424e-09	n/a	3.94916723776e-17	n/a	0.0	n/a	0.0	n/a	2.26978e-09	n/a	5.1519012484e-18	n/a	0.0	n/a	n/a	0.0	-5.65513e-05	n/a	3.19804953169e-09	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0
689.7900055526491	-4.864757376826333	23.665864335386217	475810.25176032365	1019.2604750419392	-18.15666207013317	1038891.9159827195	329.66437752901237	726.0843552230859	0.3078419401007295	527198.4908997244	0.09476666008498114	762.6879294556537	582.7201170015177	1.199738	23.608826	0.07842951824598003	0.045974400000000006	-0.1704842051	-0.0141734754	0.0074499776	-0.0420202627	0.0297277377	-0.1420089352	0.0742182924	0.1773371554	-0.0314656215	0.1067891768	0.0023549248000000003	0.31840921710000003	0.0967703183	-0.1072804333	-0.0471248938	0.1141528934	-0.0096421566	0.1604677031	-0.004376590200000001	0.0413983338	-0.0240598568	0.054087706900000004	-0.0312688141	0.2488144571	-0.07708867900000001	0.0096275535	-0.0039229370000000005	0.0378407623	-0.0988848418	0.0744269796	-0.0083383145	3.27065e-05	-0.0257764283	0.0130755871	-0.042060879	0.0551756755	-0.0761546423	0.21525804329999998	-0.0725078689	0.048356534900000005	-0.0935524992	0.033711427999999995	-0.19034564140000002	0.0636308296	-0.0756276974	0.08081447900000001	-0.1304685239	0.0821208467	-0.0775445749	0.029301052400000006	-0.051846995199999996	0.1513804818	-0.061360303399999996	0.0192117781	-0.1313573238	-0.1676025903	0.0667270373	-0.0038058936	0.0866215984	-0.18476065989999998	0.1468597597	-0.0796264854	0.20144788449999998	-0.0339398043	0.054561630800000004	-0.179372626	0.2407006116	-0.0064291692	-0.0026642844	0.0526434245	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-1.9618e-06	-1.95551576e-06	3.84865924e-12	3.824041887608378e-12	-0.037482	-0.037482	0.0014049003240000002	0.0014049003240000002	0.0275347	0.027534697730220003	0.0007581597040900001	0.0007581595790945824	0.000104963	0.000104963	1.1017231368999998e-08	1.1017231368999998e-08	-0.0	5.65513e-05	0.0	3.19804953169e-09	0.000106703	0.000106703	1.1385530209e-08	1.1385530209e-08	0.0	0.0	0.0	0.0
687.5514320053798	-2.238573547269312	5.0112115265339074	472726.9716526484	1004.1827041271359	-15.077770914803295	1008382.9032680872	227.33917575928817	725.841138681376	-0.2432165417098986	526845.3586022765	0.05915428616132285	762.1668571287606	574.8895291214398	0.998867	19.656025	0.07166744382000001	0.0554359	-0.0696162763	-0.0737799709	0.0163744031	-0.0748343735	0.0933719633	-0.09458151199999999	-0.0097713181	0.08407813060000001	-0.0791903966	-0.0416206843	-0.052221893	0.10678231	0.1486102996	-0.1368333828	-0.0015586648	0.061834548499999996	-0.0617169949	0.0526092613	0.07389572259999999	-0.09322871390000001	-0.16241199039999998	-0.0092024823	0.07528640219999999	0.0324909996	-0.0210660167	-0.0424796805	-0.2231566213	0.0698275723	-0.11983213949999999	-0.0701788575	-0.0120544281	0.0355857858	-0.019883064199999998	-0.028636836000000002	-0.0386548567	0.0248551764	0.0041380109	0.0215154642	-0.1319890851	0.0165010081	0.0124111451	0.04933645019999999	-0.0064285390000000005	0.0102496009	-0.1536889416	-0.0388187106	-0.1443402273	-0.0028875358000000004	-0.1146414973	0.1531284899	-0.027772201899999998	0.0659474053	0.0112407245	-0.1238858725	-0.0670093056	-0.041397756800000005	0.0460140641	0.055379135	0.1619570825	0.0427127537	-0.0799356414	-0.20001929129999999	0.1172445948	-0.1733485348	0.0510025505	-0.057348486	0.1080532028	-0.12408157019999999	-0.0453462348	0.0029723494	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-1.94298e-06	1.8819999999999847e-08	3.775171280400001e-12	3.5419239999999424e-16	0.0180686	0.0555506	0.00032647430595999984	0.0030858691603600002	0.0246639	-0.0028707999999999963	0.0006083079632100001	8.241492639999979e-06	0.0	-0.000104963	1.1017231368999998e-08	0.0	5.32545e-05	5.32545e-05	2.8360417702499995e-09	2.8360417702499995e-09	0.0	-0.000106703	0.0	1.1385530209e-08	0.0	0.0	0.0	0.0
686.0328205857313	-1.5186114196484368	2.306180643886641	470641.0309208142	992.8565184863164	-11.326185640819515	985764.0663007692	128.28248117030626	724.3891085437241	-1.4520301376519456	524739.5805767713	2.108391520649528	758.9751073831346	559.8191155579686	1.024259	20.155695	0.07225737797999998	0.0402084	0.032258976200000004	-0.0707617089	-0.046960169100000004	-0.048949766799999996	0.09748960720000001	0.0891107582	-0.0686634024	-0.0182656858	-0.0763923822	-0.0987240476	0.0202347592	0.0344805181	0.06964327299999999	-0.0266643722	0.0873248598	0.0712918	-0.0234195148	0.0012700767	-0.0323046595	-0.134041253	0.086853894	0.014049216599999999	-0.007020665400000001	-0.120738413	-0.0345732188	-0.0141705754	-0.0168023544	0.07771804019999999	0.0327361264	0.0333907815	0.0299366897	0.0897537842	-0.0082737609	0.012810477800000001	-0.0305226291	0.101635625	-0.1019158483	0.0640214725	-0.1136874481	-0.030270600800000002	-0.0487457311	-0.07613053480000001	-0.0854292338	-0.112601756	-0.1041182958	-0.0827715081	-0.029661052900000002	-0.0823964591	-0.0760301886	0.0093348999	-0.08678890410000001	-0.0453347947	-0.0485531529	-0.0435407377	0.0124523085	0.0367614127	0.1576724735	-0.0332779111	0.104171394	0.0523641861	0.0083875814	-0.0889358957	-0.0473334917	0.1363582884	0.08030044089999999	0.1028773441	0.0733703351	0.0331273917	0.052192801500000004	-0.020316323600000002	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	0.00786791	0.007869852980000001	6.190400776810003e-05	6.193458592681489e-05	0.052210800000000016	0.03414220000000001	0.0027259676366400013	0.0011656898208400007	0.0402151	0.0155512	0.0016172542680100005	0.00024183982144000005	-6.6268e-05	-6.6268e-05	4.3914478239999985e-09	4.3914478239999985e-09	-0.00017436	-0.0002276145	3.04014096e-08	5.180836061025001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
685.7940729027969	-0.23874768293444504	0.0570004561065663	470313.5104286066	990.1746707390596	-2.6818477472568247	980445.8785732052	7.192307339466506	724.1953817138788	-0.19372682984533185	524458.9508957106	0.03753008460192216	757.6825482756218	556.3053323892543	0.841535	16.559992	0.16850990638	0.08860139999999997	0.0567209914	-0.03241184	-0.0296399593	-0.0382125611	0.056515440300000004	0.14943116	0.0328183648	-0.0868976917	-0.025143221099999998	-0.0359839677	0.10933282710000004	-0.0312192175	-0.0487979974	0.0196284259	0.0600795929	-0.0091641304	-0.0778197808	0.0209104951	-0.17686095870000001	-0.0620829101	0.045368764000000006	0.004529678499999999	0.0065391155000000005	0.0245807903	-0.0577264617	-0.0414055507	-0.0110022427	0.0018616961	-0.0036939884999999998	0.0586622049	-0.0373018761	0.0726499601	-0.0045087933	0.0445489809	-0.0389195467	0.1315072773	0.0154515895	0.0006391618	0.0026518494	-0.0042923834000000004	-0.0818268518	-0.0210514387	0.0738918003	0.017810654	0.1168319134	-0.1373675325	0.044109215199999996	-0.0663431493	0.0299858831	-0.0394481967	-0.09344157089999999	-0.014001318300000001	-0.0708185859	-0.0327075397	0.0871611776	-0.023229803700000003	0.046578570599999994	-0.0540327036	0.09149773439999999	0.0558432905	0.12989238150000001	-0.013760950800000001	-0.0199329792	0.0346690815	0.0812098071	-0.0010107093	-0.035763616	0.0540634495	0.10308063810000001	0.0081468587	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-6.496380000000001e-06	-0.007874406379999999	4.220295310440001e-11	6.20062758373847e-05	-0.0331396	-0.08535039999999999	0.0010982330881599998	0.007284690780160002	0.0587364	0.0185213	0.00344996468496	0.00034303855368999993	0.000585893	0.000652161	4.2531396992099993e-07	3.43270607449e-07	2.64698e-23	0.00017436	7.0065031204e-46	3.04014096e-08	-0.000308755	-0.000308755	9.5329650025e-08	9.5329650025e-08	0.0	0.0	0.0	0.0
687.8733724641597	2.079299561362859	4.323486665883778	473169.77654521656	998.5843920733066	8.409721334247022	997170.7880924152	70.72341291968955	725.6500506389847	1.4546689251059206	526567.995992361	2.1160616816688145	759.8843277054091	557.9614515370446	0.780306	15.355123	0.07768931018	0.0496805	0.039159897	-0.0223514306	-0.06302685820000001	-0.0373722281	0.05973925030000001	0.1089919934	0.0157496792	-0.051854479800000006	0.012702291299999998	0.021970695499999998	0.006338616500000001	-0.1583581012	-0.0456082584	-0.0422401149	-0.010753579099999999	-0.0772602047	-0.1456914278	0.013143785900000001	-0.11352525289999996	-0.058683109299999994	0.076257691	-0.0563828158	-0.07327290780000001	-0.0066144551000000005	-0.15496704630000002	0.0277926126	-0.0486085148	0.0358344725	-0.0094245414	0.0844717944	0.0718058505	0.0370435704	-0.0372086373	-0.0318513529	0.0009018978999999999	-0.08716672060000001	-0.0600217124	0.0177067702	0.1488668815	-0.022761301	-0.1795920111	0.1241147905	0.09761741060000001	0.06965982309999999	0.1041325564	-0.0009863822	0.0140270524	-0.037652611600000004	0.0646402068	0.047568090199999996	-0.058669270499999995	-0.0244957577	-0.11725570789999999	-0.0664562409	0.18011240050000002	0.06740152469999999	0.0465894697	-0.04490225900000002	0.0285618383	0.0121970569	0.10012390689999999	0.017662481	-0.0365662199	-0.0298347638	-0.0527246364	-0.1075870583	-0.088731995	0.1322183922	0.1389856456	0.0179864124	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	2.37138e-05	3.021018e-05	5.623443104399999e-10	9.126549756324e-10	0.0126443	0.0457839	0.00015987832248999994	0.00209616549921	0.0435787	-0.015157700000000003	0.00189910309369	0.0002297558692900001	0.000502892	-8.300099999999997e-05	6.889166000999996e-09	2.5290036366399997e-07	-0.0	-2.64698e-23	0.0	7.0065031204e-46	-0.000560104	-0.00025134899999999994	3.13716490816e-07	6.317631980099996e-08	0.0	0.0	0.0	0.0
688.92001458765	1.046642123490301	1.0954597346642865	474610.78649944795	1002.2303524023675	3.645960329060927	1004465.6792765737	13.293026721086061	725.0619993443812	-0.5880512946034742	525714.9028932714	0.34580432508482195	760.0860069656516	563.3172217611733	0.7071770000000001	13.916063	0.0936503138	0.0469632	0.048856671500000004	-0.030446811600000002	-0.0821170578	-0.00923448	-0.0140059755	0.0480160308	0.0151836637	-0.043511410599999994	0.017443306699999998	0.047379245800000004	-0.039764249	-0.1507313671	-0.0367348018	0.020205408	0.0431670454	0.0336143437	-0.11723874039999999	-0.0102641411	-0.1289080468	0.0381780578	0.05385401099999999	0.0573591986	0.0822471655	0.0780249054	-0.0905792042	0.044938419400000006	0.0571674011	-0.0345374247	0.050095817699999996	0.11140135429999999	0.0171624583	0.09507556810000001	0.0170123849	0.0379998208	0.0077415963	0.0327316114	0.0967725823	0.0306656617	-0.0725447766	0.0390132058	-0.0978843476	0.0037543622	-0.0418169649	-0.0318961746	0.1213416769	-0.0346245077	0.0441763082	-0.0353433967	0.0208454268	0.0032881690999999997	-0.0704239744	0.0056621725	-0.0664347518	0.0816974713	0.1942492371	-0.021127185299999997	0.042857695599999995	-0.1233497949	-0.013863926399999999	-0.0279883806	0.07106995349999999	-0.018301543	0.0241394117	-0.0455043671	0.0102231461	-0.0126252085	0.0191659175	-0.0242791196	0.047429141699999997	-0.0307746917	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0165107	-0.016534413799999998	0.00027260321449000004	0.0002733868397096304	0.04676	0.034115700000000006	0.0021864976	0.0011638809864900005	0.0184785	-0.0251002	0.00034145496224999994	0.00063002004004	0.000429991	-7.2901e-05	5.314555801e-09	1.84892260081e-07	0.00017805700000000002	0.00017805700000000002	3.1704295249000014e-08	3.1704295249000014e-08	-0.0006671460000000001	-0.00010704200000000012	4.4508378531600007e-07	1.1457989764000024e-08	0.0	0.0	0.0	0.0
687.6925513266847	-1.2274632609653509	1.5066660570196933	472921.0451502049	996.4956397901666	-5.734712612200951	993003.5601208134	32.88692874453666	724.1238357219777	-0.938163622403522	524355.3294607097	0.8801509824012981	758.1154890305913	568.2063484975617	0.7528289999999999	14.81441	0.10994214	0.0565319	0.0412293486	-0.0558494513	-0.04680894	-0.0163794568	-0.0835008145	0.038934167400000004	0.0050005996	-0.04692428	-0.0072634727	-0.0244814023	0.049202009500000005	-0.06533092759999999	-0.027321752	0.0315008741	0.0545282451	0.0362167527	-0.0203855724	-0.0072262462	-0.116856912	0.0655739324	-0.011511615800000001	0.1034280529	0.0742562299	-0.006962879	-0.09307408699999999	-0.0506458762	-0.0324530574	-0.1091374245	0.0111817301	0.0031740656	0.047284904100000004	-0.047714418499999994	0.0302688646	-0.0501899842	-0.0548934575	0.0311395283	0.08398587960000001	-0.00039638900000000003	-0.0755169503	0.10373133679999999	0.012210719299999999	0.0414960271	-0.0949196196	-0.012093046599999999	-0.037843282	0.0405280414	0.0531102439	-0.0465540065	0.0100734722	-0.0634605633	-0.1133110496	-0.0013180672	-0.0182927887	0.0488257576	0.09232950220000001	-0.0449609474	0.013053941699999998	-0.1187815764	-0.0204120072	0.0343579794	-0.0272771957	0.0119911275	0.0596426966	-0.0537441112	-0.015282053899999997	-0.0418666446	-0.0055232999	0.0491227568	-0.0116536186	0.0667910008	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0289238	-0.0124131	0.0008365862064400001	0.00015408505161	0.00287961	-0.043880390000000005	8.2921537521e-06	0.0019254886265521003	0.0151599	-0.0033186	0.00022982256800999995	1.1013105959999997e-05	0.0011643300000000005	0.0007343390000000005	5.392537669210008e-07	1.3556643489000014e-06	0.000134154	-4.390300000000003e-05	1.7997295715999998e-08	1.9274734090000026e-09	-0.000895505	-0.0002283589999999999	8.01929205025e-07	5.214783288099997e-08	0.0	0.0	0.0	0.0
686.6916817855173	-1.0008695411673898	1.0017398384366214	471545.4658334222	996.3134557574672	-0.18218403269941064	992640.5021233864	0.033191021770619916	724.4042940186928	0.2804582967150964	524761.5811927207	0.07865685619633303	758.3858113774684	563.2031408215119	0.686194	13.503144	0.04480224000000002	0.0277641	0.06638516650000001	-0.0207549001	-0.019535491000000002	-0.0383558601	-0.0681156465	0.0496437042	0.0664631848	-0.0475868975	0.0146305601	-0.0728524036	0.0732766769	-0.0394758604	-0.0286712984	0.0151088303	0.0825187961	0.0714054021	-0.0120770328	0.0393658272	-0.1500988052	0.0257973596	-0.0198497104	0.0678271059	0.1225394306	0.0080846145	-0.0424083154	0.1169090578	-0.0039609484999999995	-0.0023560659	-0.0952417955	0.0824551605	0.060594072400000004	-0.0392891902	-0.1306432038	-0.09485938449999999	-0.0437055799	-0.1322585108	-0.1124413498	-0.080968229	0.15689792589999998	-0.1020423167	0.0105319555	-0.0008690538	-0.0099987058	0.0682917916	-0.0564942354	0.1460721991	0.0434524941	-0.0417889861	-0.025438890899999997	-0.060630911100000004	-0.1041913124	0.021997973900000002	-0.0437259611	-0.0073489727	0.118216254	-0.0717413026	0.0011036592	-0.0087980484	-0.0038815615999999997	-0.0337235872	-0.0702726499	0.0179270652	0.1248295887	0.0206432523	-0.043195773	-0.1139780661	-0.1814360175	0.0551055066	0.0011540335	-0.0293601287	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.033264499999999995	-0.004340699999999996	0.0011065269602499998	1.8841676489999965e-05	0.00286267	-1.694000000000001e-05	8.194879528899999e-06	2.869636000000004e-10	0.0209374	0.005777500000000003	0.00043837471876000014	3.3379506250000044e-05	0.000740613	-0.0004237170000000005	1.7953609608900046e-07	5.485076157689999e-07	0.000190804	5.665000000000002e-05	3.6406166416000004e-08	3.209222500000003e-09	-0.00110848	-0.000212975	1.2287279104e-06	4.5358350625e-08	0.0	0.0	0.0	0.0
687.0576409492804	0.3659591637631365	0.13392610954221418	472048.2019867904	998.1637920228408	1.8503362653735849	996330.9557054171	3.423744294956665	724.3151229181392	-0.08917110055358535	524632.3972879191	0.00795148517393763	758.7890580558569	557.7672376190046	0.645574	12.703815	0.09802756000000004	0.07017000000000001	0.0797805831	0.0007611036	-0.0352132815	-0.030525540499999997	-0.040469261	0.0683234816	0.034464152000000005	-0.012383546899999999	0.0261193536	-0.0666418922	0.0142542846	-0.037097584700000005	-0.0455824778	0.0376411117	0.07591399509999999	-0.0019850468	-0.056475945599999994	-0.0522872718	-0.049962552699999996	0.0287834344	0.095188921	-0.0212184774	0.1162987513	-0.0133057559	-0.0814215892	0.049910934299999994	-0.0636162515	-0.059855757999999995	-0.023012543700000002	0.0342994996	-0.059540242	0.0064122719	-0.0821188223	0.1104897789	0.060833013899999996	-0.12242965189999999	-0.0516768992	-0.1652888079	0.0713618042	-0.0211428146	-0.0799069362	0.0257366284	-0.013378570400000001	-0.127732283	-0.067252011	-0.0093012866	0.039016113399999997	-0.038661710099999996	-0.05129125440000002	-0.0388295917	-0.0359818271	-0.0644230384	-0.0730352446	0.055917157	0.11949844130000001	0.021391341	0.0330296563	-0.0078092414	0.0196766206	0.0090280859	-0.09567983210000001	-0.0148412951	-0.0385112056	-0.0383424594	-0.00039416550000000004	-0.1350071678	-0.1640131735	-0.042412774199999996	0.0806232228	0.0189847058	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.033275699999999984	-1.1199999999995937e-05	0.0011072722104899994	1.2543999999990894e-10	0.0656581	0.06279543	0.004310986095609999	0.0039432660288849	0.00255772	-0.01837968	6.541931598399998e-06	0.0003378126369024001	0.00101183	0.00027121700000000003	7.355866108900003e-08	1.0237999489e-06	0.000179796	-1.1008000000000014e-05	3.2326601616000003e-08	1.211760640000003e-10	-0.00105388	5.459999999999992e-05	1.1106630544e-06	2.981159999999991e-09	0.0	0.0	0.0	0.0
