global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13
826.2342950227188	n/a	682663.110271689	n/a	1129.898472880155	n/a	1276670.5590169062	n/a	834.5559621443234	n/a	n/a	696483.6539506373	880.7849069002092	733.4216510294267	n/a	n/a	n/a	n/a	-0.1123159231	-0.0451111082	0.06806065480000001	0.1227238482	-0.0216260968	0.3508794859	0.4004606118	-0.07361203179999999	-0.0785648211	0.24273468269999998	0.0061170192000000005	-0.1574522234	0.0258655621	-0.0840464792	0.0659223076	-0.0977202867	0.1377686102	-0.026289021699999998	0.0261209309	-0.0092552437	0.018762004	-0.1352060256	0.019463749199999998	-0.1200796452	0.017864454	-0.015824615	0.0034638382	-0.0029268636	0.07274849	-0.0098649237	0.0020953852	-0.0591105404	0.0974723916	-0.0151397825	0.0402929705	-0.0272461339	0.017116513	-0.0363067977	0.11147101699999999	-0.0092475682	0.0507466308	-0.09205925599999999	0.0057612413	0.0092166022	0.24540197870000002	-0.0919339461	-0.16505244060000002	-0.2033913145	0.1419605581	-0.1462019051	0.2497456023	-0.1528278598	0.0205711504	-0.3670455439	0.0838572399	-0.082642746	0.18517123719999998	-0.0509694379	0.11443744630000001	-0.1751855607	0.1452307866	-0.1563429253	0.11337828400000001	-0.0416787877	-0.048268028600000006	0.3042514624	-0.1984289102	0.0418177151	-0.0392412212	0.2550574727	-0.050692759299999994	0.0017056545000000002	-0.0693522573	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0390594	n/a	n/a	0.0015256367283599998	-0.00010109	n/a	1.02191881e-08	n/a	0.0623995	n/a	0.003893697600250001	n/a	0.0013790600000000005	n/a	1.9018064836000011e-06	n/a	-0.000708642	n/a	5.021734841640001e-07	n/a	0.00184473	n/a	3.4030287729e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
821.4790888467221	-4.7552061759967055	674827.8934124408	22.611985776237198	1107.8095088388527	-22.088964041302233	1227241.90787378	487.9223324179431	833.8809968967076	-0.6749652476157735	0.4555780854890224	695357.5169854469	875.9473744079097	715.6231308123453	1.326745	18.787743	0.09527271	0.0482648	-0.07761963150000001	-0.0742141502	0.0860516092	0.0158967041	0.0371910718	0.13871719400000002	0.1390616135	0.0101964193	-0.0110388624	0.1266151198	0.0325561012	-0.17289962350000002	0.0130667621	-0.2059138443	0.0022888071	-0.1552535591	-0.0221284665	-0.025700529700000002	0.13395976699999998	-0.1026708403	-0.0821989587	0.04829365150000002	-0.0084053147	-0.0032771637	0.0464367038	0.0193036575	0.0018746491	0.0366200842	-0.06101847990000001	-0.013546325500000001	0.0394458048	-0.0074089193000000005	-0.0456288607	0.1556120552	0.1182834307	0.0079970167	0.09561202029999999	-0.06703081400000001	-0.041311927400000004	0.0513360249	-0.0556258164	0.0298469783	-0.0276262228	-0.08230244269999999	-0.0150509793	-3.83222e-05	-0.072295815	-0.1198619418	0.0946826935	-0.1392160381	0.0935804061	0.0093948717	0.1649121824	-0.0988495968	-0.1866088154	0.0153931077	0.0912072365	-0.0796188464	-0.08796274119999999	-0.0054481233	0.0676395059	-0.06643699480000001	-0.008252535200000001	-0.0948637355	0.047176192199999994	-0.014111350900000003	-0.058692750999999994	-0.006062550799999999	0.0567582775	-0.0509648542	0.017702248700000003	0.08221707219999999	-0.0509132974	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0535928	0.014533400000000004	0.00021121971556000005	0.0028721882118400003	-0.0337832	-0.03368211	0.00114130460224	0.0011344845340521	0.0626505	0.00025099999999999434	0.00392508515025	6.300099999999712e-08	0.0018866	0.0005075399999999995	3.55925956e-06	2.575968515999995e-07	-0.000438998	0.00026964400000000004	1.9271924400399999e-07	7.270788673599999e-08	0.00200367	0.00015894	4.0146934689e-06	2.52619236e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819.4037283892633	-2.075360457458828	671422.4700982255	4.307121028383716	1106.1820508975577	-1.6274579412950059	1223638.7297279271	2.6486193506841795	834.7761544836685	0.8951575869608632	0.8013071054935954	696851.2280945416	876.7177272099376	709.3600959575282	1.29789	18.379129	0.21395010000000006	0.120288	-0.0405640069	-0.05778242240000001	0.0990033727	0.0255926671	0.091316934	0.0515970589	0.0816690127	0.0184475736	0.0851889591	0.0624265299	-0.0049305548	-0.1215975291	-0.026829633	-0.2073945495	-0.0870902751	-0.163326161	0.002164577	0.1141216543	-0.0174286022	-0.0760737501	0.10113687960000001	0.035434619199999996	0.141877851	0.0773115601	-0.023069489500000002	0.1368328574	0.10899277880000001	-0.11554543619999999	0.0584525741	0.1130346236	-0.0444271653	-0.0498294646	-0.0620225384	0.0552131777	0.1386105072	0.0496185988	-0.0404479902	0.011388120600000001	-0.1661016773	-0.1304222325	-0.1151456712	-0.0290975325	-0.0284306645	0.0750275229	-0.11322197869999999	0.0807295583	-0.037394006	-0.09343462949999999	0.0275588888	-0.1558721964	-0.0039049946999999995	0.0289587834	0.134555671	-0.09929471449999999	-0.1106633342	0.1172795978	0.06334473139999999	0.0196016447	-0.0621996621	-0.062743038	-0.0349503906	0.013098181499999998	-0.1437809786	-0.081011952	-0.1334888338	-0.0375916616	-0.0307580082	0.1449292512	0.11355021189999999	-0.10035070980000001	0.06920162769999999	-0.024802046	0.0339222956	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.0475279	-0.006064900000000005	3.678301201000006e-05	0.00225890127841	0.0550493	0.08883250000000001	0.0030304254304899998	0.007891213056250002	0.082594	0.019943500000000003	0.006821768835999999	0.00039774319225000014	0.000563661	-0.001322939	3.1771372292100005e-07	1.7501675977209998e-06	-0.000352343	8.665499999999999e-05	1.2414558964900006e-07	7.509089024999999e-09	0.00143108	-0.00057259	2.0479899664e-06	3.278593081e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
816.5185863016162	-2.8851420876470684	666702.6017759899	8.324044865912484	1097.7487197583541	-8.433331139203574	1205052.2517311056	71.12107410346064	833.8892686724182	-0.8868858112502949	0.7865664421970936	695371.3124070205	874.9046355268404	695.673000751338	1.086941	15.391937	0.083626265	0.0451608	0.023263595800000002	-0.0306957751	0.0794649488	-0.0005715491999999999	0.0601542212	-0.0208969599	0.11545932119999999	-0.0129915721	0.0413287115	0.0215929996	-0.0796402662	-0.0639742725	-0.10514464609999999	-0.21319561210000001	-0.0218170917	-0.0620311422	0.0613983441	-0.035891976400000004	-0.06931967929999999	0.08515074119999999	0.0071653943999999995	0.029321887400000007	0.08764607460000001	0.038592464300000004	0.1081803048	0.0007096835000000001	-0.1403597225	-0.0774409202	0.059150330099999995	0.0209477763	-0.0343379575	0.012967988400000002	-0.0064233799	-0.026259922400000003	-0.0294879572	-0.050140618899999996	0.0414894592	0.0324526085	0.0426803885	-0.1625020712	0.053816252300000006	-0.1012224484	-0.024847692299999998	0.0523830007	-0.0662985361	0.0574526458	0.027375973900000003	-0.08979204369999999	0.0278996525	-0.1623075213	-0.08229655	-0.08105942349999999	0.10899082869999999	-0.0694946618	-0.0450810064	0.045637976799999994	-0.06367300099999999	0.0109597053	0.026805025899999998	-0.0292171643	-0.0919919508	0.1079356517	-0.031286028	-0.1225148695	-0.048954595	-0.0777949982	0.11448515179999999	-0.0072953673	-0.035784965	-0.0795661896	0.022976509500000002	0.0358359466	0.0696016417	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.041381	-0.006146899999999997	3.778437960999996e-05	0.001712387161	0.031880900000000004	-0.023168400000000002	0.00101639178481	0.0005367747585599999	0.11898	0.03638599999999999	0.014156240399999997	0.001323940995999999	0.00060979	4.612900000000001e-05	3.718438441e-07	2.1278846410000004e-09	-3.99727e-05	0.0003123703	1.59781674529e-09	9.757520432209e-08	0.00143108	0.0	2.0479899664e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815.493002549344	-1.025583752272155	665028.8372069445	1.0518220329246328	1084.380273993856	-13.36844576449812	1175880.5786269906	178.71534215832767	833.2654486295497	-0.6238200428684877	0.3891514458844417	694331.3078798046	873.9618569776005	685.4787878844284	1.094934	15.505124	0.08592121499999998	0.0496774	0.07783233219999999	0.0380816099	0.07188415150000001	-0.0790303451	-0.0276184394	-0.0813326381	0.0306080749	0.050018084000000004	-0.029415759700000002	0.0397783031	-0.10070740759999999	-0.040315932400000004	-0.0211688638	-0.1558944357	0.08903802890000001	0.039375684	-0.0425068828	0.0208319953	-0.0734848771	0.1178348275	-0.050967237699999994	-0.0121880553	0.0360982383	-0.0520850645	-0.0846126433	-0.1314324119	-0.08052193049999999	0.0261175307	-0.0093473211	0.0359641282	0.0134124139	-0.08429087390000001	-0.0322212425	0.0471798829	-0.007288759699999999	-0.12298727150000001	-0.11055782880000001	0.1856060844	-0.0072319726	0.0660700716	0.09416946529999999	0.09545076279999999	-0.0190078652	0.0817547772	0.008591055	-0.0422290837	0.051610164800000004	-0.053551118499999995	-0.0273058715	-0.04881784769999999	-0.024258324300000002	-0.1183992154	0.1284832732	0.0329763436	-0.0249314799	-0.0413816454	-0.012062090400000001	-0.032268973199999995	0.0664741396	-0.0555377983	-0.1506297396	0.0926402025	0.06736540049999999	-0.0269298896	-0.023576621699999998	-0.11106351689999999	0.0341152642	-0.0624523934	-0.1383895225	-0.046136746900000004	-0.09625066759999999	0.0332515893	0.0717463998	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0306208	-0.010760200000000004	0.0001157819040400001	0.0009376333926399998	0.0199509	-0.011930000000000005	0.00039803841081	0.00014232490000000008	0.08138879999999997	-0.03759120000000002	0.006624136765439995	0.0014130983174400016	0.000985424	0.00037563399999999985	9.710604597759998e-07	1.4110090195599992e-07	-0.000177135	-0.00013716230000000002	3.1376808225000004e-08	1.881349654129001e-08	0.00143108	0.0	2.0479899664e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
816.6929546643663	1.1999521150222563	666987.3821984128	1.439885078346386	1083.1668505920907	-1.2134234017653398	1173250.4262215884	1.472396351951769	832.4784066462462	-0.7870419833035385	0.6194350834823673	693020.2975322729	873.9839927154183	693.9215598886391	1.049408	14.860442	0.08827783999999997	0.0487336	0.0306189453	0.0557091942	0.0138033243	-0.07494788179999999	-0.0286286743	-0.0783152734	-0.0365391176	0.0429850445	-0.0836048542	0.0060593805	-0.0500728191	-0.0419633275	0.0197831479	-0.1634628259	0.1362616032	-0.042288787800000005	-0.1984379057	0.056775149299999994	-0.1178961889	0.10730280699999999	0.07162249150000001	-0.0896088236	-0.0015889186	0.0635841661	0.0615591024	0.0053366539	0.1039779015	-0.008848353100000001	-0.1041174924	0.0183314215	0.0462814561	0.028724312400000007	-0.0028822634999999997	-0.165475752	0.0075758912	-0.039282654900000005	0.018472596100000002	-0.06982480719999999	-0.0268768377	0.07812982639999999	0.2053979316	-0.0627963455	-0.053748425	-0.022474397099999998	-0.029698155499999997	-0.0602474477	0.0637429966	-0.029395686600000002	0.0029218890000000004	0.0104574662	0.08011835490000001	-0.048573787300000004	0.1555339409	0.024060517200000003	-0.1339829934	-0.0522483434	-0.047031092999999996	0.0219940222	0.1023082984	0.0046327182	-0.1711019318	-0.012719118799999998	-0.0805355608	0.09325670900000001	-0.0379555819	-0.06275076519999999	0.051565772	-0.059966881799999996	-0.054181528300000004	0.0008047067	-0.1088548564	0.0276138185	-0.0392886166	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0202917	-0.010329099999999996	0.00010669030680999994	0.00041175308889	-0.00743394	-0.02738484	5.52634639236e-05	0.0007499294618256	0.056666699999999987	-0.024722099999999976	0.0032111148888899987	0.0006111822284099989	0.00144315	0.0004577260000000001	2.0826819225e-06	2.0951309107600013e-07	-0.000118025	5.9110000000000015e-05	1.3929900624999997e-08	3.493992100000001e-09	0.00143108	0.0	2.0479899664e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
817.6467413513211	0.9537866869547996	668546.1936424342	0.9097090442122132	1085.2460700695444	2.079219477453762	1177759.0326013905	4.323153635423095	833.0146157689097	0.5362091226635357	0.2875202232275987	693913.3500846243	873.5311421212207	697.4739224472794	1.020112	14.44558	0.14554574	0.0901116	-0.0005750630999999999	0.0865904917	0.028064114100000002	-0.1045266278	-0.0366176116	-0.0427145524	-0.0669939059	0.020645331	-0.0630163774	0.038793992	0.0275139252	-0.0430890558	0.0860896356	-0.12676663470000002	-0.019084321100000003	-0.0854943734	-0.10710834720000001	0.0318568316	-0.1020153441	0.09452367019999999	0.0260572685	0.005090156	0.0080128138	0.0355070336	-0.056731300400000004	0.0754140076	0.047024537400000004	-0.0785798823	0.0641222758	-0.1546186765	-0.0374174115	0.1092899876	0.032221831400000005	-0.0330056525	-0.1070234032	0.0801251453	-0.1364788251	0.0271495519	0.0780177404	-0.0075778368	0.0348196934	-0.01001977	0.16436858210000002	-0.1247243775	-0.0909903661	-0.055419298	0.0178282501	-0.0028323378	-0.0056484101	-0.1303125061	0.0732437704	0.0714639839	0.0686575137	0.059580578700000004	-0.1086178859	0.0430418727	-0.06984158879999999	0.0293826323	0.0450482537	-0.0884925177	-0.1985549275	0.0379136654	-0.1016015985	0.0944706117	-0.0029231699	0.0028958624	0.0814268071	-0.0679636117	-0.050717911799999994	-0.0975562298	0.0430593598	-0.0547975638	-0.0474632486	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.0305781	0.0102864	0.00010581002496000004	0.00093502019961	0.0747947	0.08222864	0.00559424714809	0.006761549236249601	0.0709442	0.014277500000000004	0.0050330795136400005	0.00020384700625000017	0.000916613	-0.000526537	8.401793917689999e-07	2.77241212369e-07	0.000130502	0.000248527	1.7030772004000006e-08	6.176566972900001e-08	0.00143108	0.0	2.0479899664e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
818.1732462718076	0.5265049204864454	669407.4609149479	0.27720743129643816	1084.1186873182533	-1.1273827512911794	1175313.328192653	1.2709918679088692	832.7698993621408	-0.24471640676893006	0.05988611974189643	693505.70528363	873.3370466517241	711.7447237540885	1.101766	15.601871	0.0504056	0.0282166	-0.0470462899	0.0815337575	-0.0737553173	-0.0727876289	-0.054258595300000004	-0.0401273137	-0.1158639517	0.0057015666	-0.0681266465	0.0280571797	-0.0099935285	0.06067168150000001	0.15297527589999999	-0.1221527701	0.0525523927	0.0050447237	-0.0692588843	-0.057524092	-0.0524771553	-0.013906043100000001	0.0376318653	0.1074148442	-0.019373394	-0.0377667375	-0.1166993605	-0.07107903780000001	-0.014238194499999999	0.0339835423	0.0214810813	0.051685275999999995	0.0019397754	0.047679931200000004	0.1776617141	0.0364431297	0.0013168601999999998	0.10720546019999999	0.2008161139	-0.043745719800000006	0.020711484199999998	0.042285388	-0.0586027533	-0.0666855659	0.0368007792	0.0160759755	0.0514936666	-0.07506844110000001	0.027981657099999998	0.050905212699999994	-0.0687066883	-0.0840613693	0.0806694326	0.0607805245	0.0949167494	0.0349664739	0.0101057225	-0.044051923099999994	-0.0427794105	-0.0468659163	0.0139199357	0.13881337130000002	-0.1774619206	-0.0129191498	-0.0562814186	-0.064581863	0.021530258700000002	0.0250644906	0.053374959400000005	0.0303535425	0.0082697531	0.0245169238	0.040079282599999995	-0.133065693	-0.0570209478	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0305368	-4.1300000000001065e-05	1.7056900000000876e-09	0.00093249615424	0.0648722	-0.009922499999999999	0.00420840233284	9.845600625e-05	0.0594273	-0.011516899999999995	0.00353160398529	0.00013263898560999992	0.000937071	2.0458e-05	8.781020590410002e-07	4.18529764e-10	0.000279772	0.00014927	7.827237198400001e-08	2.22815329e-08	0.00102231	-0.00040876999999999987	1.0451177361e-06	1.6709291289999993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
819.2643908330805	1.0911445612729267	671194.1420870984	1.1905964535954876	1087.5639705460762	3.4452832278229835	1182795.3900299466	11.869976519918357	834.1675964495058	1.3976970873650316	1.9535571480286928	695835.5789663456	873.8597995758722	710.2510090045604	1.094302	15.496173	0.09794087000000004	0.0621155	-0.0736208736	0.086196152	-0.12341934019999999	0.0024950299	-0.0838097617	0.0488080429	-0.09336713640000001	-0.0799725017	-0.0036252481	0.12384178470000001	-0.0376192535	0.1058977533	0.1493636275	-0.1244623333	0.1303665859	0.059798888099999996	0.1338617125	0.0346068348	-0.0258239587	-0.0261583521	0.025289377999999998	0.0189799581	-0.0372780949	-0.0814935209	0.0371116502	0.24350688620000002	0.1066184399	-0.0044403378	0.029954677000000002	-0.049329448600000006	-0.0528529879	-0.0032461168	0.0595851709	-0.0232168983	-0.19736049519999999	0.0045007406	-0.0250092925	0.0310351092	0.0590002336	0.0391180618	-0.15417725869999999	0.0375289723	0.036498835	0.084029306	0.1064473355	-0.0879096358	-0.11293240619999999	0.0879437193	-0.07160603110000001	-0.1173415553	0.015433598	-0.11904562980000001	0.0372653005	0.0447470207	0.0063813687	-0.0754364657	0.0181899135	0.0256809917	-0.0376132304	-0.007191370799999998	-0.0958028551	-0.0327916452	-0.0406701716	0.0095947762	0.1671811233	-0.0757040283	0.1691521668	0.075036348	0.0896725518	-0.0244196655	0.1178279592	-0.1379582537	-0.19370113670000005	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.02397	-0.006566800000000001	4.312286224000001e-05	0.0005745608999999999	0.00906953	-0.055802670000000006	8.225637442089999e-05	0.003113937979128901	0.0414231	-0.0180042	0.0017158732136099998	0.00032415121764000016	0.00120572	0.00026864899999999993	1.4537607183999996e-06	7.217228520099996e-08	0.00027649	-3.2820000000000136e-06	7.644672010000001e-08	1.077152400000009e-11	0.000942897	-7.941300000000007e-05	8.890547526089998e-07	6.306424569000012e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.5399649862135	1.2755741531329932	673285.8341395764	1.6270894201409527	1089.4420435364034	1.878072990327155	1186883.966224775	3.5271581569963817	835.6852342846779	1.5176378351720814	2.303224598745801	698369.810801437	875.4372621550941	725.8679857315303	1.309776	18.547445	0.1470161	0.0788199	-0.13030231820000002	-0.0090468515	-0.044452190499999995	0.083624988	-0.08833599660000001	0.0887533315	-0.0123382308	0.1099063362	0.08756884710000001	0.1615574058	0.032137959300000005	-0.014577668500000003	-0.00276596	-0.0519588096	0.20456387010000002	0.0204379168	-0.1205818981	0.1698871661	0.1364017269	-0.0980480722	-0.0282302562	0.1254402899	-0.1607759873	-0.0566644621	-0.0358843362	-0.0704194192	-0.1488502084	0.0161893712	0.0198617385	-0.0435386378	-0.0221265103	-0.022444767799999998	-0.0823359459	-0.055033222400000005	0.0554572162	-0.11512781130000001	0.1316412203	-0.09815547029999999	0.0823718103	0.046773951200000004	-0.05283263480000002	0.1138470366	-0.0023837265	0.11510365199999999	-0.0434821804	-0.045359070599999995	-0.16060328470000002	-0.060882068	-0.0330518631	0.10239322140000001	-0.004193333	-0.0078446985	0.1656404326	0.1496519318	-0.053958201799999994	-0.1218171401	-0.06573779219999999	-0.15699928529999999	-0.0956248848	-0.1015341582	-0.0354289883	-0.0729833844	0.08078217900000001	-0.0631800897	0.2176235465	-0.0121662907	-0.0035331629999999998	0.0406207601	0.045542607199999995	0.0613259521	0.08636073	-0.016882558500000002	0.1982700847	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.00809085	-0.015879149999999998	0.0002521474047225	6.54618537225e-05	-0.0312907	-0.04036023	0.00097910790649	0.0016289481656528995	-0.00577362	-0.04719672	3.3334687904400004e-05	0.0022275303787584	0.00188439	0.0006786699999999999	3.5509256721e-06	4.605929688999999e-07	0.000162973	-0.00011351700000000002	2.6560198729e-08	1.2886109289000004e-08	0.00102231	7.941300000000007e-05	1.0451177361e-06	6.306424569000012e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
