global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25
824.7679170207022	n/a	680242.1169466678	n/a	1183.3763861073135	n/a	1400379.6711964055	n/a	830.5929016856022	n/a	n/a	689884.5683305084	876.3717572048565	709.2494857365286	n/a	n/a	n/a	n/a	-0.0326233646	-0.051629003300000004	-0.0354963723	-0.1195903119	-0.019676692	0.2495915655	-0.396813335	0.13940896960000002	0.10797239730000001	-0.0090127742	0.1784501732	-0.1156403792	0.0010988530000000001	-0.1960558331	0.01905001	-0.0036249248999999997	0.09022788279999999	-0.0408465406	0.0073627947	-0.0675515184	0.0029598483000000003	-0.0163564689	0.006347110699999999	-0.08460798929999999	-0.0188084549	0.1182688299	-0.049338990199999995	0.11057652960000001	-0.0386131925	0.12292936269999999	-0.1228243073	0.0549355508	-0.021727239199999998	0.1411599071	-0.2188751364	0.0144307998	-0.0933509719	0.15945947970000002	-0.06313800650000001	0.11782950910000001	-0.1660466297	0.0617335424	-0.050089878600000005	-0.0475426105	0.1207366937	-0.14229725599999998	0.0459973179	-0.1683187492	0.1832341537	-0.1758542822	0.21702669579999997	-0.2490959023	-0.1765836996	0.0395964925	-0.1537305398	0.1101254056	-0.0997261074	0.0275171324	-0.1453214669	0.20526238870000002	-0.1583118119	0.1394897716	-0.0052458623	0.1819266952	-0.10977792119999999	0.27839984030000003	0.021836566	-0.1107719794	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.112603	n/a	n/a	0.012679435609	5.2423e-05	n/a	2.748170929e-09	n/a	-0.109993	n/a	0.012098460049000002	n/a	-0.00190448	n/a	3.6270440704e-06	n/a	0.00220056	n/a	4.8424643136e-06	n/a	0.001164	n/a	1.3548960000000002e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
820.0838877513605	-4.684029269341637	672537.5829493861	21.940130196049143	1162.0733371792835	-21.30304892802997	1350414.440982997	453.8198936300387	829.2076604038577	-1.38524128174447	1.9188934086490623	687585.3440724395	870.5533223683763	713.2179023966521	1.3950049999999998	22.313974	0.06398133299999999	0.0303589	-0.0527014192	0.0345961922	-0.17587255940000002	-0.10906539369999999	-0.0936839356	0.1606596766	-0.1302809731	0.0480217458	0.1119365327	-0.0011427894	0.0755418603	-0.10719499119999999	-0.0283653083	-0.1088278825	-0.1159705501	0.0543516859	0.061125565300000004	-0.1122225282	-0.1636894401	0.0238968547	-0.1829070311	0.0078491641	0.0535972338	0.0854608744	-0.1101802737	-0.0941142869	0.012354148999999998	0.0186269141	0.0684166719	-0.0145547451	-0.0472063322	-0.036736295	-0.0060320152	0.0814181073	0.01916429	-0.26215458760000004	-0.013260871399999999	-0.0585460842	0.0525519156	0.044781538499999995	-0.060450399	0.07668700980000001	-0.0621118201	0.0213357198	0.011512185900000001	-0.059247502	0.0106634433	-0.1096255577	0.1324227026	-0.0192453616	-0.0937077927	0.043726446399999994	-0.0343501717	0.1802358635	-0.1665459395	0.12309826539999999	-0.0699693664	0.05354096	0.022982223599999997	0.12998000880000002	-0.0414317629	0.08317207230000001	0.0086695742	-0.0091259997	0.023808224399999998	0.1056933618	0.0432092221	0.0993769949	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.112611	7.999999999994123e-06	6.399999999990597e-11	0.012681237320999995	-0.009783010000000005	-0.009835433000000005	9.57072846601001e-05	9.673574229748908e-05	-0.08758059999999998	0.022412400000000027	0.007670361496359997	0.0005023156737600012	-0.00149898	0.0004055	2.2469410404e-06	1.6443025000000006e-07	0.00202247	-0.00017808999999999967	4.090384900900002e-06	3.171604809999988e-08	0.00111308	-5.092000000000009e-05	1.2389470864e-06	2.592846400000009e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.7442057625128	-5.339681988847701	663808.1208235879	28.512203742024546	1146.926579775072	-15.146757404211485	1315440.579394545	229.42425986203546	827.1980760511061	-2.009584352751631	4.038429270824191	684256.6570226515	868.3834028711299	693.2372406626414	1.366574	21.859209	0.09842276	0.0485661	0.0035158786	0.0470110427	-0.15663360169999999	0.029541886899999998	-0.091705627	-0.0136963558	-0.0236029263	0.0036637627000000003	-0.064070922	0.0133037636	-0.07416803870000001	-0.07911632889999999	0.0196790379	-0.17849751649999998	-0.042583048600000006	-0.056682148200000004	-0.0408466045	0.1134699641	-0.0605463946	0.1357198274	-0.06490623820000001	0.1005280116	0.0705942884	0.1554940341	0.0273012	-0.017084158500000002	0.0085716683	-0.1331757443	-0.0615152366	0.0627707873	-0.134331701	-0.0319602034	0.0790935863	-0.0677877836	0.0533615401	-0.0049672786	-0.0136077304	0.0013965564	0.0240317416	0.0775263592	-0.0291149115	-0.0354096152	-0.0706682336	0.0646865958	-0.0950195818	-0.0872526807	-0.1066462515	-0.0669681327	0.0799276551	-0.026314505800000002	-0.1459089504	-0.0183513497	-0.027058218399999997	0.1075275422	0.0537065394	0.0093823582	-0.0065996948	0.09924851789999999	-0.0084272269	-0.0691309426	0.1204558417	0.020088787900000002	-0.07998824410000001	0.1273411877	0.0347510531	0.1704304649	-0.06932908389999999	-0.0066609009999999995	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.112726	0.000115000000000004	1.3225000000000916e-08	0.012707151075999998	0.0188314	0.028614410000000007	0.00035462162596000004	0.0008187844596481004	-0.0568274	0.03075319999999998	0.00322935339076	0.0009457593102399988	-0.00124408	0.0002549	1.5477350464000004e-06	6.497400999999998e-08	0.00200876	-1.3710000000000113e-05	4.0351167376000015e-06	1.8796410000000303e-10	0.000602887	-0.000510193	3.63472734769e-07	2.6029689724900004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.4373775510162	-0.3068282114966223	663308.2419521766	0.094143551370216	1141.9831689714	-4.943410803672123	1304125.5582139608	24.437310373862267	828.1744626736067	0.9763866225006268	0.9533308365981816	685872.9406247173	868.3832040435042	677.7363606823451	1.143024	18.283379	0.18534255	0.106158	0.057393180700000004	-0.0135065157	-0.0940109799	0.0076367071	-0.0545394784	-0.0070648308	0.0240240563	0.1387685331	0.0845425407	-0.0069291315000000004	-0.051597351500000006	0.08316178860000001	-0.031008545499999998	-0.16789164980000001	0.0619912355	-0.081956775	0.017790031799999998	0.036560126	-0.0301979481	0.0234615646	0.0119345305	-0.15399587609999998	-0.012365636499999999	0.0118500977	-0.15721760140000002	0.0380424547	-0.0449359662	-0.05357108730000002	0.09239542740000001	-0.0383058556	-0.0696026425	0.1137041117	-0.0771348198	-0.0716960172	0.012153504099999999	-0.012901746399999999	-0.0509127089	0.0511557629	0.0607355529	-0.1469639849	-0.0419680532	-0.185031182	-0.0377852902	0.0249473198	-0.0682816712	0.10526886699999999	-0.0337129285	-0.1528823985	0.0590410017	-0.086584682	-0.0078128936	-0.0635306926	0.0773254604	0.0966113978	-0.0330507424	-0.1023881362	0.0302111476	-0.0414364386	-0.0104493696	-0.0361528354	0.10253949849999999	0.0243317504	-0.1065422028	0.1038569314	0.1197967971	0.038629708799999996	0.036781398	0.1180452421	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.110232	-0.0024939999999999962	6.220035999999981e-06	0.012151093823999998	0.08999	0.0711586	0.0080982001	0.0050635463539600006	-0.0279241	0.028903300000000007	0.0007797553608099999	0.0008354007508900003	-0.00247852	-0.00123444	6.143061390400002e-06	1.5238421136e-06	0.00219652	0.00018775999999999992	4.8247001104e-06	3.525381759999997e-08	0.00083642	0.0002335330000000001	6.995984164000001e-07	5.4537662089000035e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
814.4846258993416	0.047248348325410916	663385.2058263904	0.002232406419479361	1130.1495591974708	-11.833609773929085	1277238.0261542376	140.03432028162993	828.1853500214733	0.010887347866514574	0.00011853434356649944	685890.9739901902	867.6076342827565	675.6360842806351	1.159405	18.545416	0.07545865000000003	0.055722400000000005	0.059661940999999996	-0.075711296	-0.0616193039	-0.1677848054	0.043257301500000005	-0.044087925300000004	0.004277893400000001	-0.013084323500000002	0.0705560393	0.0236819571	-0.017966946299999998	0.006324145799999999	-0.049092198499999996	-0.1447641496	-0.055607245199999995	0.0949307366	0.0830337279	-0.113224504	-0.09579960550000001	-0.1209942492	-0.011402678700000002	-0.11293628130000001	-0.0557124237	-0.0008054456	0.0562412291	-0.1071327566	-0.028950061800000006	-0.0140675723	0.0904923406	-0.0656267234	0.017228013400000002	-0.014119869699999999	0.1281493329	-0.10418901259999999	-0.0737221679	0.002844703	-0.0039231728	0.0657175922	-0.0414612017	0.0517973313	-0.0246126145	-0.028612663700000002	0.014169396	-0.034080661400000004	-0.047759465300000005	0.0093678192	0.0030846291	-0.11894023710000001	0.091623989	0.0632969767	0.0825224777	0.0254092579	0.1512486463	0.0235235263	-0.1217892383	0.0375821714	0.09354920720000001	0.07205112940000001	0.0757768968	0.0047593879	-0.1047398675	-0.0071107865000000015	0.0230976843	0.0351370594	0.0895001486	-0.05870162740000001	0.0357345881	0.0122385476	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.109652	-0.0005799999999999973	3.3639999999999674e-07	0.012023561103999998	0.039376199999999986	-0.050613800000000014	0.0015504851264399994	0.002561756750440001	-0.0279271	-2.9999999999995312e-06	0.0007799229144099997	8.999999999997185e-12	-0.00203621	0.00044231	4.1461511641e-06	1.956381361e-07	0.00217544	-2.1080000000000147e-05	4.7325391935999985e-06	4.4436640000000613e-10	0.0008145729999999998	-2.1847000000000294e-05	6.635291723289996e-07	4.772914090000129e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
813.23883468289	-1.2457912164516074	661357.4022363849	1.5519957549879757	1130.8780849217328	0.7285257242619991	1278885.242956246	0.5307497309114704	827.5924528541448	-0.5928971673284877	0.3515270510261448	684909.2680211398	866.8376316955342	678.3798367971683	1.189527	19.027224	0.07989357000000001	0.0345715	0.0576142322	-0.0277328339	-0.1079847426	-0.0048190576	-0.00021934180000000001	-0.045116633899999994	0.0700845503	-0.0181470846	0.0316298241	0.0077889343000000005	-0.048301776100000006	-0.0385024965	0.0721295596	-0.1208849068	-0.0703240651	0.084685581	0.0238604619	-0.0011857944	-0.14183835220000002	0.0679938964	0.0033785451	0.0097133423	-0.0063922061	-0.0307810363	-0.0140280252	-0.0118963324	-0.0759691855	0.0822931153	0.0494773293	-0.1427694618	0.14169507439999998	-0.0556679529	-0.0006056213	-0.0185347388	-0.061497833200000004	-0.027651331	-0.0007714263000000001	0.05837350860000001	-0.028509938500000002	0.0103221311	0.1351070458	0.021070418900000002	0.029414606	0.0008261536	-0.06756228269999999	-0.0289373225	-0.0927316051	-0.0437906828	0.0428786075	0.10016206710000004	0.021583822599999997	-0.0001092238	0.09345746960000001	0.1736997778	-0.0074004937	0.0510387995	-0.0027984799	0.027920428799999997	-0.023028974900000002	-0.0584236259	-0.0428991726	-0.057434455599999996	0.0053452853000000005	-0.0903403102	-0.056190206900000005	0.0164039292	-0.014934466200000001	0.205449519	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.112706	0.003054000000000001	9.326916000000008e-06	0.012702642436	0.0197237	-0.019652499999999996	0.00038902434169	0.00038622075624999963	-0.008135329999999998	0.01979177	6.618359420889998e-05	0.0003917141597329	-0.0016584	0.0003778100000000001	2.7502905600000002e-06	1.427403961000001e-07	0.00201703	-0.00015840999999999991	4.0684100209e-06	2.5093728099999964e-08	0.000602887	-0.00021168599999999975	3.63472734769e-07	4.4810962595999915e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
812.7702641479822	-0.4685705349078262	660595.5022831807	0.21955834618380635	1136.0283930446346	5.1503081229018335	1290560.509803575	26.52567376082861	827.4503961290559	-0.142056725088878	0.020180113142977064	684674.1580541314	867.5641478405772	678.7612885338538	1.100647	17.605535999999994	0.12956187000000002	0.0648999	0.0491166683	-0.045758401	-0.1161308051	0.0988026586	-0.0253479515	-0.0103542562	0.1424049781	0.034050153900000005	-0.0370575426	0.003606829	-0.0997962455	0.08644696	0.0034032896	-0.1388649749	0.0501734159	-0.09576397199999999	0.0327586525	-0.0020291722	0.0458082084	-0.021598937599999996	-0.0401828792	0.0737020938	0.0799002407	-0.0963254848	-0.0364779761	-0.08445400130000001	-0.088083731	0.1376042029	0.020128498999999998	-0.06291470219999999	0.0457417609	7.8791e-06	0.0238659614	-0.0208077896	-0.0402536462	0.0666611516	-0.0482514138	0.0337518777	-0.029939580099999998	0.0091317385	0.0337737102	-0.0210461134	-0.0441898642	0.0216379904	-0.0751994678	0.071388668	-0.1364179167	-0.027117913599999998	0.01788492	-0.0391640651	0.019199655	-0.08618304710000001	0.0791333505	-0.0448660128	0.0188491244	0.0682040489	0.0018452728	0.1661462382	0.0505347964	-0.0020496627	0.0244055339	-0.059990349400000004	-0.0228169508	-0.0346082376	0.0789807533	5.735010000000001e-05	-0.0573729341	0.09216455429999999	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.094507	-0.018198999999999996	0.00033120360099999973	0.008931573049000002	0.0686265	0.0489028	0.004709596502249999	0.0023914838478400003	-0.0106986	-0.0025632700000000033	0.00011446004196000002	6.570353092900015e-06	-0.00231326	-0.0006548600000000003	5.351171827600002e-06	4.2884161960000025e-07	0.00223277	0.00021573999999999983	4.985261872899999e-06	4.6543747599999936e-08	0.000930223	0.000327336	8.653148297290001e-07	1.07148856896e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
813.314117445199	0.5438532972168559	661479.8536356629	0.2957764088936458	1131.6767723573328	-4.351620687301875	1280692.3170931104	18.93660260615364	827.0442633067786	-0.4061328222773	0.16494386933092492	684002.2134686521	867.2648838596492	678.7143840980835	1.177231	18.830545	0.05825075000000004	0.0356705	0.029370740899999997	-0.1368868384	-0.0179602195	-0.0172852093	0.0705502606	0.0231852496	0.0389134248	0.09003174580000001	-0.0335487362	0.10029996570000001	-0.0227266652	0.0719527628	-0.0451876746	-0.1355988031	0.013740168700000001	0.0119631169	0.0403621668	0.10867442039999999	0.0308703459	-0.0332246156	-0.0106022393	0.0046555252	-0.0163124708	-0.0035044462	0.12060178029999999	0.0592052204	0.0053203072999999995	0.030130637000000002	-0.0393261093	-0.073322111	0.0809533972	0.0444984166	0.1094455634	-0.0657954513	0.036933506899999996	-0.0094324246	0.046936208300000004	-0.0339203893	-0.1261166252	-0.0589436733	0.061301613	0.0418207778	-0.08374188190000001	-0.0767278411	-0.0672957676	0.07074807940000001	-0.0113307228	-0.10236654529999999	0.0339181137	-0.036152676099999996	0.0190053627	-0.10853358369999999	0.0380993277	0.1025041232	0.1492044531	0.0368925794	0.005162144699999999	-0.013768113500000002	0.066696273	-0.0874756412	-0.0778835785	-0.041376622099999996	0.0561671103	-0.0091524764	0.1197160776	-0.1100364066	-0.045550433700000004	-0.0614147792	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.0959707	0.0014636999999999983	2.142417689999995e-06	0.009210375258490002	0.100542	0.0319155	0.010108693764	0.00101859914025	-0.0174988	-0.0068001999999999976	0.00030620800143999995	4.624272003999997e-05	-0.00216006	0.00015320000000000004	4.665859203600002e-06	2.3470240000000008e-08	0.00228508	5.231000000000029e-05	5.2215906064e-06	2.7363361000000307e-09	0.00108614	0.00015591700000000002	1.1797000996e-06	2.4310110888999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
813.9744023310627	0.6602848858636889	662554.3276502108	0.4359761305000247	1128.1643016834767	-3.5124706738561144	1272754.6915929664	12.337450234699226	826.9564116753235	-0.08785163145512342	0.00771790914932683	683856.9068109271	866.1153477385283	689.855914329762	1.242186	19.869547	0.07776743	0.042125800000000005	0.010698449799999999	-0.1433013646	-0.0817661336	-0.0174259384	0.101820025	0.0151631907	0.0682347861	0.0432576729	-0.0825630266	0.1299081934	0.0098269964	0.0446226254	0.004367816	-0.1212330939	-0.0577666929	0.0238859365	0.0030728552000000003	0.0838852881	0.0414449583	-0.14286806929999998	-0.15268698630000002	-0.0175805065	-0.0353539082	0.0284234049	-0.08837083470000001	0.1319886572	-0.1986329834	0.0015282072	-0.0240587213	-0.1163807467	0.0535911224	-0.0139553723	0.0023711347	0.1160489497	0.1602744437	0.1689685078	-0.0259403202	0.0327729306	0.024904629900000003	-0.0247174304	-0.0210269252	0.028074331299999998	0.057618581900000014	-0.1229766793	-0.0561999058	0.014704293899999997	-0.0244957144	-0.021525834599999998	0.10632605310000001	0.026777445499999997	-0.0293009802	-0.0732221983	-0.028850709900000007	0.0311140404	-0.099630392	0.0272908669	0.056338510999999994	0.0413797335	0.1394146935	-0.0792395155	-0.0133453038	-0.0133878008	0.0136305682	-0.014108808	0.016709404299999998	-0.2004290421	-0.0024259868	0.0180335262	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0924065	-0.003564200000000003	1.2703521640000025e-05	0.00853896124225	0.0662932	-0.0342488	0.004394788366239999	0.0011729803014399998	-0.00808197	0.00941683	6.531823908090003e-05	8.867668724889995e-05	-0.00179874	0.00036132	3.235465587600001e-06	1.3055214240000004e-07	0.00229554	1.0459999999999896e-05	5.2695038916e-06	1.0941159999999783e-10	0.000847168	-0.00023897199999999995	7.176936202239999e-07	5.7107616783999966e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815.1588764398572	1.1844741087944612	664483.9938386903	1.4029789144044331	1129.5049484745534	1.3406467910767788	1275781.4286285036	1.7973338184244643	828.4545223240464	1.4981106487229	2.2443355158169482	686336.8955591639	867.1079520549202	681.4825620838465	1.169171	18.701618	0.08390858000000001	0.042992800000000005	0.0134014328	-0.13411058609999998	-0.061331061799999996	0.14464939570000002	0.0802700663	0.0628161924	0.1663469883	0.0546132618	-0.0827485239	0.042542834800000005	0.0097256792	0.163988304	0.0665425045	-0.080405289	0.0007318878	-0.0887962892	0.19784066890000002	0.1210253857	-0.044195892199999996	0.0399603926	-0.0049968568	0.0619012457	-0.014604252600000001	-0.0868979621	-0.0199004424	-0.0394991454	0.045180447900000004	-0.0414549215	-0.0410995188	0.0798732254	-0.0132239753	0.0296626202	-0.12333023800000001	0.14295636039999998	0.0152438422	0.0564130713	0.094618676	-0.1108096648	-0.0920505313	-0.070423522	-0.1830167111	-0.0040052817	-0.0747865108	-0.0832617031	0.0016279979999999999	0.1383350335	-0.1431219265	0.001588218	-0.0085113786	-0.0215447591	-0.030439271099999998	-0.0967697609	-0.0661350173	0.050174893600000006	-0.0574115683	0.0018645410000000002	0.08810627039999999	0.0610513924	-0.0053403446	-0.10435955949999999	0.10340426050000001	-0.031245945	-0.0769208083	-0.1016629285	-0.1067855625	-0.032345565800000003	-0.0040288176	-0.1693418565	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0754434	-0.01696310000000001	0.0002877467616100003	0.005691706603559999	0.0388879	-0.027405299999999997	0.0015122687664100006	0.0007510504680899997	-0.0273816	-0.01929963	0.0007497520185599999	0.00037247571813689987	-0.00165875	0.00013999	2.7514515625000003e-06	1.95972001e-08	0.002275	-2.053999999999988e-05	5.175625e-06	4.2189159999999516e-10	0.000602887	-0.0002442810000000001	3.63472734769e-07	5.967320696100003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
