global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
753.2511363060272	n/a	n/a	567387.2743463211	1360.6992969737335	n/a	n/a	1851502.5767848126	755.6762191488176	n/a	571046.5481870518	n/a	935.674925921948	721.6881467625789	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
749.0300433797968	-4.221092926230426	17.81762549187254	561046.0058855403	1321.4978163924288	-39.201480581304615	1536.7560797664034	1746356.4787299575	756.3116405012439	0.6354213524263059	572007.2975576828	0.4037602951192757	925.4919805984358	710.9291932452977	1.504752	24.258018	0.22450925	0.102384	-0.0646793165	0.10071240669999999	-0.0535411709	0.0583365664	-0.0666904134	0.052154190999999996	0.1904387243	0.3987051538000001	-0.5755417339	0.067969529	-0.0830327127	0.0559882709	-0.1273726629	0.0763968058	-0.12058296689999999	0.0031566447	-0.12235247169999999	-0.0173082759	0.17925483620000002	-0.1184203508	0.0914944118	-0.0053973427	0.1691690898	-0.0127827706	0.035259362999999995	-0.07647028809999999	0.08944756029999999	-0.0381004306	0.0592317587	-0.0077076053	0.0784882907	-0.2591618166	0.0587109954	-0.0814638228	0.0253807316	-0.18825940219999998	0.0238369769	-0.0124002955	0.008253798100000001	-0.0034678783000000003	0.0266232927	-0.0363910421	0.0611914409	-0.0577580815	0.1496322903	0.0267922875	-0.1405294939	0.05732270110000001	-0.0435592359	-0.11779314519999999	-0.1556880014	0.0758501853	-0.1539489135	0.4886920494	-0.029846767799999997	0.1950262658	-0.1758694821	0.2737509997	-0.34352411619999995	0.0346057545	-0.0895923364	0.08268531559999999	-0.1343323148	0.1856040788	-0.0977838151	0.0102359733	-0.09521609939999999	0.0002278896	-0.017500323	0.10598493949999999	-0.0489005297	0.1302470933	-0.0707597254	-0.0301737567	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-0.0643376	-0.0643376	0.004139326773759999	0.004139326773759999	0.051325800000000005	0.051325800000000005	0.0026343377456400003	0.0026343377456400003	0.0289652	0.0289652	0.00083898281104	0.00083898281104	-0.0008038989999999997	-0.0008038989999999997	6.462536022009995e-07	6.462536022009995e-07	-0.0006655439999999999	-0.0006655439999999999	4.4294881593599996e-07	4.4294881593599996e-07	-0.00012817	-0.00012817	1.6427548899999997e-08	1.6427548899999997e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.9929255850438	-3.0371177947529304	9.224084499204904	556505.4450229327	1300.7758792049744	-20.721937187454387	429.3986808008049	1692017.8879214742	754.2706780115412	-2.040962489702679	568924.25570799	4.165527884373358	917.3469610201372	692.412189430445	1.272566	20.514971	0.1341697	0.07975299999999999	-0.0909086901	-0.0081478592	-0.0342316827	0.051235544	-0.0770869971	-0.0298289337	0.1483746413	0.0897992151	-0.2559859881	0.0128747536	0.0449361423	-0.050318935599999996	-0.0811392391	-0.0183063511	-0.1426478991	0.0754480383	-0.09270598050000001	-0.017215229	-0.0718943789	0.0760921491	0.0132780121	-0.050334040700000006	-0.0208398102	-0.113227035	-0.0064930606	-0.0281898851	-0.09200762259999999	-0.10565584369999999	-0.0294664135	-0.0164857039	-0.0239708369	0.0550038944	-0.10514148050000001	-0.1508619936	-0.0285576825	0.1105531776	0.0342313925	0.073711141	-0.1255628188	-0.06585524570000001	0.026906661600000003	0.050444806200000004	-0.0958252683	-0.0154379827	-0.10326842619999999	-0.051865402000000005	0.2020223443	0.0041246008	-0.0685961533	0.0001621338	-0.1265639702	0.0827234298	0.009403417800000001	0.1995436207	-0.0475716972	0.1089122616	0.0520241508	0.035811266800000005	-0.1617142045	0.0033427390999999996	-0.0516012934	0.0948556969	0.1039355438	0.13056082060000002	0.0098186322	-0.0534192034	-0.017086152099999998	0.0578192991	-0.08938601560000001	-0.0309363382	0.012629336000000001	0.043126302000000005	0.10965383320000001	0.0034128189	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-0.06433410000000002	3.4999999999757447e-06	0.004138876422810003	1.2249999999830213e-11	-0.011007500000000002	-0.062333300000000015	0.003885440288890001	0.00012116505625000004	0.0783074	0.049342199999999996	0.0024346527008400004	0.00613204889476	-0.000594131	0.0002097679999999997	4.400261382399989e-08	3.52991645161e-07	-0.000553668	0.0001118759999999999	1.2516239375999978e-08	3.06548254224e-07	0.0	0.00012817	1.6427548899999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.0411672494298	0.04824166438595512	0.0023272581827271303	556577.4232308917	1295.6110408232496	-5.164838381724849	26.675555509338153	1678607.969103104	754.6011776378218	0.3304996262805844	569422.9372923875	0.10923000297160594	917.152792006315	700.6442687788306	1.2252090000000002	19.75153	0.24157465	0.157659	-0.0686264969	-0.052399170300000006	0.007922259000000001	0.0345859483	0.05086390440000002	0.081091105	-0.0430852447	0.0023691248	-0.1439382323	0.1545474969	-0.0647316943	-0.07055757139999999	0.0260617163	-0.0656266051	0.0154789076	0.0448734627	0.0041994934000000005	0.0315981427	0.08434476869999999	-0.0925750282	0.043721768200000004	0.0679200218	-0.0307008482	0.0403470731	0.049154946100000006	0.09162641880000001	-0.0955439472	-0.0183915529	0.1297992788	-0.0006256289	-0.1446945308	0.0375190052	0.0616562388	0.1367332658	0.033027717799999995	0.1064475307	-0.0337970916	0.0982020838	0.090888588	-0.0279748608	0.1066873661	-0.0341252821	0.0498393142	-0.09369067800000001	0.0197478702	-0.0172994303	0.11857262199999999	0.026910025	0.13318346220000002	-0.0661880398	0.0246155273	0.1194306418	-0.1712076148	0.024276359900000002	-0.0117940712	0.0435605562	-0.1034523623	-0.028863144500000007	-0.0627410606	0.0601609662	0.0441159617	0.0363506656	0.0289985867	0.06403299679999999	0.0618746589	0.0693962629	0.0314078875	0.1526876519	-0.05439851019999999	-0.06958789929999999	-0.1348287791	-0.0206757572	0.0439194322	0.13119708619999998	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.06439250000000002	-5.8400000000000125e-05	0.004146394056250002	3.4105600000000143e-09	0.13543	0.1464375	0.02144394140625	0.0183412849	0.0627202	-0.015587199999999997	0.0002429608038399999	0.00393382348804	-0.00180273	-0.001208599	1.4607115428009997e-06	3.2498354529e-06	-0.0006655439999999999	-0.0001118759999999999	1.2516239375999978e-08	4.4294881593599996e-07	-0.000269356	-0.000269356	7.255265473600001e-08	7.255265473600001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.520436562033	-0.5207306873968491	0.271160448796795	555800.7213316442	1288.4155437869185	-7.195497036331062	51.7751775998491	1660014.6134717409	754.5680211006099	-0.033156537211880284	569372.8984676906	0.0010993559598828015	913.9833230893623	696.5639253699362	1.228895	19.810953	0.29565875	0.185807	-0.0585932391	0.0172995321	-0.152802965	-0.0013737499	0.0696088614	0.009694396999999999	0.0105865888	-0.0672761851	0.037635909	-0.1142531141	-0.0404401203	0.0125829697	0.0041443222	-0.1020579015	-0.1582213709	0.001623286	0.1384885304	-0.0615070576	0.0438803616	0.0630619493	-0.010201663100000001	-0.11894413570000001	0.1442031817	0.015329466000000003	0.049772286500000006	0.0211504177	-0.0522759484	-0.013452488700000001	-0.05081964889999999	0.0232095061	-0.0813611758	-0.07209993049999999	-0.0272005325	0.059479032	0.10642545449999999	0.0668913203	-0.014079438100000001	0.1073884949	-0.0192727599	-0.0176635578	-0.06836391139999999	-0.0124461417	0.09862086980000001	0.1111564224	0.1116121801	0.0129025301	-0.0614759449	-0.0389323274	0.0357473591	0.021788782000000003	0.024817984700000004	0.0648872125	0.12011458109999999	0.0012046134	-0.09502275439999999	-0.023278001200000002	0.1088993395	0.06080779820000001	-0.0813040624	0.0492860954	0.0114865053	0.0061262969	-0.0837513945	-0.0722474989	0.0686511616	-0.047986725300000005	0.08945504580000001	0.1496537288	0.040384489700000005	-0.1005992348	-0.054580755599999996	-0.0418909468	0.0775820848	-0.1230645805	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.06000750000000001	0.004385000000000014	0.003600900056250001	1.922822500000012e-05	-0.0364566	-0.1718866	0.02954500325956	0.0013290836835599998	0.051592499999999986	-0.011127700000000013	0.00012382570729000024	0.0026617860562499988	-0.00046108	0.00134165	1.8000247225e-06	2.125947664e-07	-3.7546e-05	0.0006279980000000001	3.943814880039999e-07	1.4097021159999998e-09	-0.000464897	-0.000195541	3.8236282681e-08	2.16129220609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
745.6773413383713	0.15690477633836508	0.024619108837792367	556034.6973854619	1288.7019795826252	0.2864357957066659	0.08204546506211083	1660752.7921801768	754.4870836249513	-0.08093747565862941	569250.7593568843	0.006550874965991228	915.1451571662413	701.5736731029323	1.125569	18.145226	0.2715446	0.183708	-0.0518209965	0.0366420893	-0.113951624	-0.0594749609	0.0270986502	0.054226156500000004	-0.0696430166	-0.0226957308	0.0417295088	-0.0054821496	-0.0488590946	-0.0450247566	0.0358607749	-0.1632285865	0.0085292963	-0.0612307037	0.0254719551	0.0443978109	-0.0150586604	0.005784698100000001	0.12020375890000001	0.0200220686	-0.0328230026	-0.0758815106	0.0257222407	-0.0377012991	-0.06564832	0.0349262199	-0.0544261556	0.051635763499999994	-0.0244114039	-0.019923563999999998	0.0418848457	0.1162155268	0.1129177728	-0.0003103663	-0.09525370009999999	-0.1227797126	0.0163873034	-0.0476881211	0.0096433678	-0.037790905	0.08521311349999999	-0.0694537338	-0.0747681003	-0.0848270053	-0.0879498027	0.006640100699999999	0.1045993499	-0.0277778188	0.047492237400000005	0.0649927575	-0.050189209299999996	-0.06645297480000001	-0.1002239082	-0.0197371505	0.0185889499	0.07208895280000001	0.054206936	0.058794409699999994	0.1182599463	0.0809256837	0.031032507999999997	-0.0717356446	-0.0178269079	-0.005517951899999999	-0.0351245425	0.0047017238	0.0694572671	-0.047153835899999996	-0.0911208349	-0.06680072299999999	0.0888458885	0.0775137108	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0543961	0.0056114000000000025	0.0029589356952100005	3.148780996000003e-05	0.142525	0.17898160000000002	0.032034413138560015	0.020313375625000005	0.0251942	-0.026398299999999996	0.0006968702428899996	0.00063474771364	-0.00113671	-0.00067563	4.564758969e-07	1.2921096241e-06	-0.000496887	-0.000459341	2.10994154281e-07	2.46896690769e-07	-0.000388802	7.609499999999998e-05	5.790449024999997e-09	1.51166995204e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.1850253585187	0.5076840201473942	0.2577430643130198	556792.0920692933	1287.4153294754378	-1.2866501071873702	1.6554684983252703	1657438.23056835	755.1815946633377	0.6945110383863948	570299.2409182617	0.4823455824405484	913.8510833460138	706.8119141174487	1.0836690000000002	17.469763	0.15505165	0.0993099	0.0083120063	0.029126766000000002	-0.1722022007	0.015408211699999999	0.011494707199999999	-0.0119274303	0.023482294	-0.0927972739	0.0698606893	-0.0528516194	-0.0752607384	0.037883255899999996	-0.0752104956	-0.0181188935	-0.20387600079999998	-0.1401800551	0.034395487999999995	0.0839057942	-0.053624567000000005	0.0115712943	0.0362782512	0.0326966048	-0.0476508285	0.11557649589999999	-0.0297455167	-0.0166257251	0.07060640530000001	0.0097473535	-0.0044554681	0.0167998609	-0.037391917000000004	-0.1260621535	-0.0320478057	-0.0088930557	-0.038173056600000005	0.0675659547	-0.0390587008	-0.0128218147	0.0142033627	0.0028880075	-0.0158514682	0.0368723902	0.0160219195	-0.1639692656	0.0314226668	0.0479052417	0.0359639905	-0.0777460383	-0.06301427379999999	0.0715011864	-0.016327926200000002	0.0577212102	0.0651690901	0.013904548300000001	-0.1673691296	-0.125558632	-0.0314537904	0.0755874293	0.0763280804	0.0278665819	0.08834419199999999	-0.0059726089	0.0147447549	0.0212247775	0.1460353243	0.0524023329	0.0080241752	-0.0347299415	-0.0025010833	0.1301841654	-0.0697634543	-0.14242948449999998	-0.028978495899999998	0.042343787800000005	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0474904	0.006905700000000001	0.00225533809216	4.768869249000001e-05	0.0467954	-0.0957296	0.009164156316160002	0.00218980946116	0.0398388	0.014644599999999999	0.00021446430916	0.00158712998544	-0.000844357	0.000292353	8.547027660899997e-08	7.12938743449e-07	-0.000161156	0.00033573100000000003	1.1271530436100001e-07	2.5971256336e-08	-0.000261451	0.000127351	1.6218277200999998e-08	6.835662540099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.7177299596318	0.532704601113096	0.2837741920470628	557587.3682360656	1289.2275074467939	1.81217797135605	3.2839889998681286	1662107.5659574731	755.4029737573297	0.22137909399202726	570633.652761417	0.04900870325673085	915.2635989172127	712.6658537356827	1.114049	17.959517	0.12832543	0.062716	0.0234248981	0.0094877808	-0.0836818635	-0.0633034994	-0.0848474412	0.0888506576	-0.0727999379	-0.029971755	0.042273596399999995	-0.12086508929999999	-0.1229235202	0.0143323243	-0.029591787999999997	-0.004427588	-0.0436183877	-0.16353634	-0.022447223999999998	-0.0680841416	-0.037180822999999995	-0.0476484954	-0.0814045635	0.10432689279999999	0.0359913338	-0.14123960929999999	-0.0863866257	-0.026228605800000002	0.0305092992	0.027894789700000002	0.0213440601	-0.0162948999	-0.0387678518	0.07206232280000001	0.0713745604	-0.0057018703	-0.009844784300000001	0.0783072017	-0.0340002436	0.0508337021	0.11884163130000001	0.1244524693	-0.1271032489	-0.031682077	0.0732163737	-0.0118700068	-0.1147694734	-0.0409953343	0.016654435800000002	0.0321268723	-0.177210067	0.01632776	0.091066867	0.0289376973	-0.042456515199999996	0.0392670134	-0.0581646119	-0.2076550967	-0.0177655846	0.0258939187	-0.0394941775	-0.0049134082	-0.014603722	-0.0397155923	0.0261510956	-0.0900838212	-0.0850256474	-0.0492184968	0.0789072811	0.07418574	-0.012806908300000001	0.0918935339	0.08674052289999999	-0.0277312891	-0.0502174881	0.0928153033	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.0499232	-0.0024327999999999923	0.0024923258982399994	5.918515839999961e-06	0.0956057	0.0488103	0.00238244538609	0.00914044987249	0.010168000000000002	-0.0296708	0.0008803563726399998	0.00010338822400000003	-0.00142027	-0.0005759130000000001	3.31675783569e-07	2.0171668729e-06	-0.000329991	-0.00016883499999999994	2.8505257224999988e-08	1.0889406008099998e-07	-5.79684e-05	0.0002034826	4.1405168502759986e-08	3.3603353985600003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.7312392130867	0.01350925345491305	0.00018249992890908016	557607.5436167121	1288.2746368625585	-0.9528705842353702	0.9079623503010558	1659651.5399833568	755.1728318642174	-0.23014189311231806	570286.0059858216	0.05296529096532162	913.3430908532235	714.0490840160022	1.025773	16.536427	0.05380302000000002	0.0286312	0.0562864617	0.0028250255	-0.12578126650000002	0.0156496201	-0.1246880876	-0.018455106000000002	0.08930430660000001	0.0022837594	0.068314024	-0.1074683719	-0.126933441	-0.052704775	-0.0627119818	0.060035846500000004	-0.1585449742	-0.0334101169	-0.1873007823	0.1103522235	-0.0026482311	-0.0252982148	0.048941998	0.0274316061	0.19291902019999999	-0.0517422253	0.0351488107	-0.079454946	0.11094025980000001	0.1070593392	-0.0651919217	-0.12507623	0.0285233692	-0.0192526042	-0.053504335	0.10113701060000001	-0.1446687881	0.0415120324	-0.0193877611	0.1095807484	0.0900859916	-0.013401671399999999	0.010677166699999999	-0.0229074504	-0.093435745	-0.0014604006	-0.0131890805	0.011710006200000001	0.0230506268	0.1012105844	-0.0136174643	0.1329341978	-0.0621174793	-0.0051108692	-0.011139396299999998	0.0660030201	-0.0720967705	-0.09794539630000001	-0.0263813392	0.0688236146	0.0180179934	0.0068002698	0.14349118449999998	-0.09185831400000001	0.10399915039999999	-0.0701202575	-0.027971048300000002	-0.1856395622	0.1857486304	-0.1272552476	0.0435272113	-0.04296306849999999	0.0852849924	-0.18038770760000009	0.022725267900000002	-0.024654829	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0473628	0.0025603999999999905	0.0022432348238400003	6.555648159999952e-06	0.110873	0.015267299999999998	0.00023309044928999996	0.012292822129	0.0321921	0.0220241	0.0004850609808099999	0.0010363313024100002	-0.00134532	7.495000000000006e-05	5.617502500000009e-09	1.8098859024e-06	-0.000335929	-5.938000000000037e-06	3.5259844000000436e-11	1.12848293041e-07	0.000140168	0.0001981364	3.925803300496e-08	1.9647068224000003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
746.4778250642488	-0.25341414883791913	0.06421873083124703	557229.1433126512	1288.7494482273567	0.4748113647981427	0.2254458321414749	1660875.1403063163	755.2228627105461	0.05003084632869559	570361.5723607122	0.0025030855843655533	913.9724356110023	709.2289107197223	1.075528	17.338529999999995	0.12888933	0.06782869999999999	0.0496399191	-0.009843333000000001	-0.0471052497	0.0147927678	-0.05493556980000002	0.050589252800000005	0.034684823999999996	-0.053240232900000004	-0.0144937754	-0.071820843	0.1693892885	-0.0162465335	-0.007362426700000002	0.0711655591	-0.0378017151	0.013155977	0.0398519244	0.0486059351	-0.0030290246	0.07719838820000001	-0.08001674269999999	-0.0182755269	0.0414583739	-0.0735285844	-0.0276987385	-0.0399830959	0.0039569135	-0.14609820710000002	-0.041487404500000005	-0.0184582295	0.0562276006	0.1101193906	-0.0026945208	0.0557667216	0.003575492	0.0103160623	-0.0975041814	0.08815447929999999	-0.0404731558	0.1283402424	0.0984825716	0.0090539942	-0.1616929859	-0.06669465150000001	-0.027600054	0.0321245753	-0.07922678400000001	0.059484828499999996	-0.0494255945	0.0445753466	0.06239919	-0.005626014699999999	0.07796302599999999	0.057568663	0.0249089633	0.027811486899999998	0.10244512970000001	-0.0391818755	0.0184106351	0.0508270544	-0.0607534541	0.0856880395	0.1449312764	-0.0102175552	-0.0037816221999999997	-0.1394999502	0.0620559938	0.024746825400000002	-0.057804891399999996	0.0168666511	0.1458991887	-0.19828938769999999	0.07379619400000001	-0.0184792912	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0405393	0.006823500000000003	0.00164343484449	4.656015225000005e-05	0.0660032	-0.0448698	0.00201329895204	0.00435642241024	-0.00826054	-0.04045264	0.0016364160829696	6.823652109160001e-05	-0.0008332879999999997	0.0005120320000000002	2.6217676902400016e-07	6.943688909439996e-07	-0.000161156	0.000174773	3.0545601529000004e-08	2.5971256336e-08	9.21052e-05	-4.80628e-05	2.3100327438400002e-09	8.48336786704e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
