global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	t_comp_cor_07	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	a_comp_cor_69	a_comp_cor_70	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
746.4032728895097	n/a	557117.8457801719	n/a	1157.0639235673007	n/a	n/a	1338796.9232209562	767.3149821083438	n/a	588772.2817679279	n/a	835.4596369924121	607.9878451369702	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.12284e-06	n/a	n/a	9.752129665599998e-12	9.15896e-06	n/a	8.388654828160001e-11	n/a	-0.0338214	n/a	n/a	0.00114388709796	-0.000355273	n/a	1.2621890452900002e-07	n/a	6.54788e-05	n/a	n/a	4.287473249440001e-09	-0.000103027	n/a	1.0614562729e-08	n/a
741.8685535932599	-4.534719296249818	550368.9508105555	20.563679095780447	1117.7064186652035	-39.35750490209716	1549.013192118602	1249267.638325395	767.0362366373927	-0.2787454709510939	588344.5883148543	0.07769903757574714	829.553463953886	597.7735745474696	1.3394180000000002	21.587849	0.09764958618999997	0.061918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.7903200000000004e-06	-1.3325199999999997e-06	1.775609550399999e-12	3.205245702400001e-12	4.06529e-06	-5.0936700000000005e-06	1.65265827841e-11	2.5945474068900002e-11	0.027178	0.0609994	0.00372092680036	0.0007386436839999999	0.000145167	0.00050044	2.1073457888999998e-08	2.504401936e-07	-6.392939999999999e-05	-0.00012940819999999998	1.6746482227239995e-08	4.086968184359999e-09	0.0	0.000103027	0.0	1.0614562729e-08
739.4115315199302	-2.4570220733296537	546729.4129446489	6.03695746882915	1110.8817069417953	-6.824711723408201	46.576690107625325	1234058.1668179168	767.33372455828	0.29748792088730625	588801.0448444822	0.08849906307385218	829.2395045498221	612.9777975231409	1.370474	22.088385	0.07702462681000001	0.0456691	-0.1620558001	0.0100890805	-0.115920035	0.114041289	-0.0016746688	0.068649371	-0.1455731607	0.04795231900000002	-0.0288672718	0.1640775785	0.2550612862	-0.0160822541	0.279217552	-0.06662374230000001	-0.0158041615	-0.0317660144	0.1257384801	-0.0257083306	0.0271954394	-0.0396318596	0.1951522627	-0.050523197	0.0501200295	-0.0523046203	0.2188160189	-0.0247292562	0.0506346515	-0.0854008398	0.0481400959	-0.058779810599999996	0.020085389	-0.0422501891	0.198032053	-0.0670652213	0.041532784100000004	-0.0516672931	0.0657981408	-0.1140705701	0.07639735339999999	-0.0343638611	0.1259672053	-0.0661621764	0.0180815811	-0.0895145067	-0.0019247616	0.0524315201	0.0081127881	0.0540043789	-0.07056288299999999	0.0819772041	-0.0023623326	-0.08692595460000001	-0.0213034651	0.0357744068	-0.144523205	0.1300703854	-0.053270219900000006	0.1045358741	-0.1003440694	0.1535220119	-0.1627587875	0.248707092	-0.2770803549	0.1387570281	-0.0046552644	0.0506466838	-0.0133166075	0.2032724518	0.019976885	-0.0149563106	0.0040277683	-0.15072710179999999	0.1379789731	-0.0035450495	0.0534012716	-0.1032284422	0.23460210329999998	-0.0756559053	0.07054028700000001	0.1132219634	0.1132047441	0.1131760472	0.0	0.0	-0.00642105	-0.00642284032	4.125287777621771e-05	4.12298831025e-05	-4.46512e-05	-4.8716490000000006e-05	1.99372966144e-09	2.3732963979201e-09	0.0571182	0.029940200000000007	0.0008964155760400002	0.0032624887712400003	-0.000369378	-0.000514545	1.3644010688400002e-07	2.64756557025e-07	-1.3234899999999996e-23	6.392939999999999e-05	4.086968184359999e-09	1.751625780099999e-46	0.000233783	0.000233783	5.4654491089e-08	5.4654491089e-08
737.5255943302478	-1.8859371896824089	543944.0022921853	3.5567590834271816	1102.585127196818	-8.296579744977407	68.83323546476936	1215693.9627156232	767.465567999212	0.13184344093201614	589003.3980643532	0.017382692916794038	828.8872012840784	610.085329747945	1.051518	16.947664000000003	0.1242787312	0.062927	-0.1785114337	0.0357693275	-0.0835319907	-0.0096525501	-0.046707224400000004	-0.0738149821	-0.16222413630000002	-0.020340738100000002	-0.0834979579	0.2290975895	0.0364385683	-0.0314021967	0.08271045490000001	-0.0351063737	-0.0876538731	0.0327523804	-0.0361625301	0.0696259632	0.0282299064	0.08802651140000001	0.1211922362	0.0344211902	0.0173974627	0.0263383952	0.17905539339999998	-0.050824170099999996	0.1235267532	-0.0964811916	0.0171483523	0.11380475	-0.049221742400000004	-0.0511990005	0.0622850888	-0.06256516820000001	0.06812810799999999	-0.0285230562	-0.114433362	0.0056886466000000005	0.0552085643	-0.0946549149	0.0483527733	-0.037698275	0.0238457987	0.1008092167	-0.0323573707	0.0715869757	-0.1991477821	-0.0828121413	-0.09167088179999999	0.0489168992	0.1079427685	-0.1320514201	0.0665296794	0.1818205918	-0.0183419638	-0.0045200553999999995	-0.09581041009999999	0.00884534	0.0535539853	0.0931012812	-0.1612399545	0.0905117704	-0.20857501620000002	0.008012972	0.0416648584	0.0824549047	0.0264023771	0.1056640316	0.0913307119	0.0024866096	0.0401942468	-0.0898894735	-0.0013120051	0.1036038741	-0.018145505	0.058172902	-0.12507581480000002	-0.0180235999	-0.1358872678	0.1131760472	0.11302112560000001	0.1127630801	0.0	0.0	-0.0129741	-0.00655305	4.2942464302500015e-05	0.00016832727081	0.0478919	0.0479365512	0.00229363408561	0.002297912940950222	0.0662838	0.009165600000000005	8.400822336000005e-05	0.004393542142439999	-0.0007751169999999998	-0.00040573899999999963	6.008063636889996e-07	1.6462413612099982e-07	0.000598091	0.000598091	3.577128442810001e-07	3.577128442810001e-07	2.51424e-05	-0.00020864060000000002	6.321402777599999e-10	4.353089996836e-08
735.4865632540448	-2.0390310762030595	540940.484727246	4.157647729721806	1094.5359770760795	-8.049150120738432	64.7888176661835	1198009.0051138878	767.2454411561657	-0.22012684304627328	588665.5669749194	0.04845582702951863	827.7696113950626	595.1268509604038	1.170565	18.866385	0.06308675	0.041931	-0.0729308412	0.0311906684	0.036710024300000005	-0.1121888101	0.0719811926	-0.0934765259	-0.1078848853	-0.052672031200000004	-0.1385779606	0.0600085899	0.1306775281	0.0557365451	-0.1380184602	0.015475393600000003	-0.0669810349	0.0177921121	-0.0228528265	0.1727337048	0.06200372940000001	0.035267375499999996	-0.0396736571	0.0643992869	-0.0876611752	-0.1155642579	-0.0073683339	0.023387169500000003	0.0534916951	-0.2327331143	0.09305671800000001	0.1509251567	-0.0432533158	-0.058354181799999995	-0.0410396164	0.0554543887	-0.0703505109	-0.0630159483	-0.0654209738	-0.12654131119999998	-0.0452782008	-0.0651826192	-0.0029355121000000004	0.05078417440000002	0.058834915700000004	0.08005470599999999	-0.0466595289	-0.0481414545	0.1580545952	0.0761148238	0.0412319611	0.0524240447	0.11467878869999999	-0.1092661731	0.0241472935	-0.0728509096	0.0542327349	-0.13034266390000002	-0.0526876688	-0.06427577870000001	0.024686970899999997	0.1211049974	-0.1440997833	0.021274385	-0.0711420271	0.022735034900000003	0.0728191324	0.1467373448	0.024899097000000002	0.0294983804	0.053825640099999995	0.0417013417	-0.0604038138	0.0683143863	0.031259631600000004	-0.1631781577	-0.0231141852	-0.0599088321	-0.028513708500000002	-0.0844966908	-0.053375930499999995	0.1130842333	0.11265418640000001	0.1119386527	0.0	0.0	-0.010479	0.0024951	6.22552401e-06	0.000109809441	0.0512695	0.003377600000000001	0.0026285616302500004	1.140818176000001e-05	0.102581	0.03629719999999999	0.001317486727839999	0.010522861560999998	-0.00104058	-0.0002654630000000002	1.0828067363999998e-06	7.04706043690001e-08	0.000445217	-0.00015287400000000005	2.3370459876000016e-08	1.9821817708900002e-07	2.51424e-05	0.0	6.321402777599999e-10	0.0
734.4627028752764	-1.0238603787684042	539435.4619148565	1.04829007521178	1091.6465648526794	-2.889412223400086	8.348702996733829	1191692.222554655	767.709284477523	0.4638433213573308	589377.5454729904	0.2151506267678	827.2134392654532	585.9027133315801	1.064458	17.156225	0.05152893	0.0312641	-0.0234710086	-0.0621752264	0.0104064687	-0.1232440884	0.105504432	0.0829613796	-0.009004720899999999	0.0350867854	-0.0015767501999999999	-0.0043549834	0.12245023619999999	-0.1716971211	-0.0825186455	0.0874833391	-0.0817962005	-0.0343939254	0.0972881553	-0.030381843	-0.0669956105	-0.0406953949	-0.025763046499999998	-0.015844145	-0.09251731390000001	0.0279060954	-0.0995287958	0.0047909533	-0.021769945699999998	-0.1292439369	0.1854379337	0.0162262296	0.1744802086	-0.1072261336	-0.023456090699999998	0.1115420423	0.0136324251	-0.0685865852	-0.0057046753	0.19808698800000002	0.1137390422	-0.0658299313	0.0190456338	-0.1369885376	0.10117101490000001	-0.0834523843	-0.1897207116	-0.1207069424	-0.0048615372	0.0255132687	0.0004178117	-0.01981572	0.1305902549	-0.0638460702	0.0414813895	-0.1107746744	-0.1277292232	0.0039154184000000005	0.06502493320000001	-0.011802101	0.11152131720000001	-0.039050333799999996	-0.0246092412	-0.0576343297	-0.0141975865	0.19776094510000009	0.078105715	0.2096344375	0.14507609300000002	0.0192973471	0.09697847789999996	-0.1377662197	0.041004895	-0.0112240975	0.0783327304	-0.0181514906	0.06531752219999999	0.0111261317	-0.1786111581	-0.14390539730000002	0.1604883977	0.112946559	0.1121045217	0.1107057733	0.0	0.0	-0.013539700000000002	-0.0030607000000000013	9.367884490000008e-06	0.00018332347609000004	0.033924199999999995	-0.017345300000000008	0.0011508513456399995	0.0003008594320900003	0.102548	-3.299999999999137e-05	1.0889999999994303e-09	0.010516092304	-0.000531666	0.0005089140000000001	2.82668735556e-07	2.5899345939599994e-07	0.000434567	-1.0650000000000017e-05	1.134225000000003e-10	1.8884847748900002e-07	0.000127377	0.00010223459999999999	1.6224900129e-08	1.0451913437160001e-08
733.307333211423	-1.155369663853321	537739.6449416489	1.3348790601525362	1087.410741881972	-4.235822970707432	17.94219623917273	1182462.1215603007	766.4243279615378	-1.2849565159853	587406.2504912948	1.6511132479730806	825.4357460912953	574.7433223307132	1.032736	16.644953	0.08349604	0.0402192	0.1358581332	-0.0378225068	-0.0773604951	-0.0528247091	0.0366192769	0.025617335499999998	0.06493533209999999	-0.0569816367	-0.0487263094	0.0066227174	-0.087059855	-0.121013792	-0.1612878902	0.10494013460000001	0.0255678757	0.0679151017	0.09240332679999999	-0.0476064766	-0.104998391	-0.0253352323	0.0791043959	-0.0336018051	0.0797783978	-0.0213982124	-0.1158186806	-0.0843093275	-0.040398074	-0.08084773370000001	0.11290752550000001	0.1254778989	-0.0464101675	-0.07411173559999999	-0.012678116599999999	0.077034233	0.0028957469	-0.033585374700000004	-0.110912549	0.002973346	-0.0015947876999999999	-0.0099802971	-0.062699441	-0.0101723705	-0.022588367	-0.1213789066	-0.055293402400000004	0.11338369699999999	0.0384419884	-0.09306100029999999	0.0709804531	0.0123483262	-0.0529768819	-0.0146003211	-0.0410634137	0.0450500162	-0.0244921369	-0.054345797300000005	0.1821934445	-0.0862599663	0.028084081299999997	-0.11945851589999999	-0.1672599207	0.07911173889999999	0.0078456907	0.0933671827	-0.1094116835	0.0751089355	0.0020344919	-0.0987572282	0.013794618799999998	0.0313555665	0.018939906200000002	0.1871064137	-0.09267112720000001	0.0283209507	0.0278544987	-0.0017058154999999998	-0.1725495719	-0.054447405899999995	0.1640034553	0.1127630801	0.11137302310000001	0.10906894060000001	0.0	0.0	-0.022461	-0.0089213	7.958959369000001e-05	0.0005044965210000001	0.00920359	-0.02472061	8.470606888809999e-05	0.0006111085587720997	0.13163699999999998	0.029088999999999976	0.0008461699209999986	0.017328299768999994	-0.000382122	0.000149544	1.46017222884e-07	2.2363407936e-08	0.000598091	0.00016352400000000007	2.674009857600002e-08	3.577128442810001e-07	2.51424e-05	-0.00010223459999999999	6.321402777599999e-10	1.0451913437160001e-08
733.5917674289343	0.2844342175112615	538156.8812395076	0.08090282409124364	1090.3311084328452	2.9203665508732684	8.52854079145943	1188821.9260163968	765.9927345798985	-0.4315933816392317	586744.869429191	0.18627284707478747	824.909930928965	573.2746537305412	0.99684	16.066406	0.10842013999999996	0.06352819999999999	0.15035083900000001	0.036883176499999996	-0.0061778419	0.0037489569	-0.0507901745	-0.11398323099999999	0.0609926183	-0.1199969744	0.0127467794	-0.0450626483	-0.059963018099999994	-0.0655662487	-0.037368738900000004	0.0027520853999999997	0.052039645700000005	0.1361284764	0.0669748702	0.0699292817	0.1050273804	-0.0440345299	0.0376832751	0.08062008059999999	-0.009297650400000001	-0.04725427559999999	0.0083194184	0.034072436	-0.0027243931	0.022899703900000002	0.044290752999999995	0.07915770030000001	0.12478203539999999	0.010785486200000001	-0.2112846799	-0.012784018000000001	0.1286828181	0.0736185153	0.0013948262	0.0942426012	0.070607618	0.048647847800000005	-0.11124344039999999	0.0074398329	-0.0616658629	-0.042779503600000005	0.07857929150000001	-0.10371827410000001	-0.0618863301	0.0690273908	-0.011760919299999999	-0.0226705645	0.0012356041	0.018786111299999998	-0.0760946504	0.0453041084	0.0083570478	-0.0816873079	0.07506255349999999	-0.013454986200000001	-0.11740350779999999	-0.0806792918	0.0509769437	-0.11386198310000001	-0.1433619079	-0.0204524915	0.018808245	0.1802872586	-0.030768027000000007	0.12141259119999999	-0.0740677198	0.1147321694	0.0332748258	0.0578308586	-0.0846923192	0.10255132289999999	-0.0162875479	0.0964432354	0.0172379546	0.0478163217	-0.1311909793	0.112533871	0.110460877	0.10703412710000001	0.0	0.0	-0.006302	0.016159	0.000261113281	3.971520400000001e-05	0.0662768	0.05707321	0.004392614218239999	0.0032573512997041	0.13399	0.0023530000000000213	5.536609000000103e-06	0.0179533201	-0.0008486859999999998	-0.0004665639999999998	7.202679265959995e-07	2.1768196609599981e-07	0.00069934	0.00010124899999999998	1.0251360000999996e-08	4.890764356e-07	0.00011402800000000005	8.888560000000006e-05	1.3002384784000012e-08	7.90064988736001e-09
734.4646300974013	0.8728626684669507	539438.2928641124	0.7618892380032459	1090.811822988636	0.4807145557908825	0.2310864841492255	1189870.4331717915	766.0713882404938	0.07865366059525059	586865.3718807172	0.006186398325032875	825.3112046870748	578.8871246643364	0.980689	15.806099	0.053309029999999986	0.028663	0.060353917300000004	0.0295098484	0.0821192458	0.10035086060000001	0.0484968102	-0.0221957997	0.038739419	-0.0948327292	-0.018498443700000002	-0.10924552	-0.12480550730000001	0.06274632349999999	-0.011924737099999999	0.0483166397	0.08035564190000001	-0.06919699019999999	0.0030215478	0.0582880983	0.08016153599999999	0.0315089752	0.0370398932	0.0045394838	-0.0193505195	0.1254469019	0.0015227270000000002	0.1796929299	-0.0340972851	0.07797912309999999	0.1339022023	0.044246128600000004	-0.0072407576	-0.059925471699999996	-0.0374515174	-0.1290079106	0.1490734089	0.00011858780000000001	-0.0336921627	0.13582194150000002	-0.0828861868	0.053715277699999994	0.043600532000000004	0.0607643226	-0.0429423083	-0.013606841699999999	0.0117003122	0.065201853	0.1244684373	-0.1812944146	-0.17123026449999998	-0.0096661648	-0.0009080377	0.0423355303	-0.0940300969	0.028437228399999997	0.06563826360000001	-0.056344105400000004	-0.059919968899999995	-0.09464408839999999	-0.12486748810000001	-0.0554665332	0.039329072400000005	-0.013520000700000001	0.1281707798	0.12425315619999999	-0.0774209003	0.0983642916	0.1015867208	0.1024494415	0.1463971841	0.0745566648	-0.0079177775	0.0661130256	-0.0006367434	0.07863508849999999	-0.15907144480000002	0.2829963633	0.048962197400000004	0.1199591718	-0.036581839399999996	0.1122590247	0.109369563	0.1046087577	0.0	0.0	-0.011952	-0.00565	3.1922499999999984e-05	0.00014285030399999998	0.0429057	-0.0233711	0.00184089909249	0.0005462083152100001	0.131777	-0.0022129999999999928	4.897368999999968e-06	0.017365177728999998	-0.00110005	-0.00025136400000000023	1.2101100025e-06	6.318386049600013e-08	0.000598091	-0.00010124899999999998	1.0251360000999996e-08	3.577128442810001e-07	2.51424e-05	-8.888560000000006e-05	6.321402777599999e-10	7.90064988736001e-09
734.843741607471	0.37911151006971977	539995.3245796675	0.14372553706734326	1095.6769822861143	4.865159297478159	23.669774989838167	1200508.0495116059	765.9856253747502	-0.08576286574361802	586733.9782807471	0.0073552691405578486	824.5000272637692	590.2481060490012	1.094926	17.647291	0.05823285000000001	0.0305023	-0.0535524174	-0.0611087237	-0.0518524262	0.1270940089	0.0095214988	-0.026445862200000003	0.0729659729	0.0530215726	0.14708108609999998	0.014272874599999999	0.0097678593	-0.058243728499999994	0.09774044970000001	-0.1089582808	0.0578663179	-0.10485999650000001	-0.0284783531	0.0658934874	-0.0501650887	-0.0237939094	0.008262332800000001	-0.07161517790000001	-0.0022898731	0.0449507461	0.0052372777	-0.12435368029999999	-0.017872385	-0.023183046699999998	0.0286343881	-0.0854515332	0.0209511512	0.156108937	-0.082509768	0.0844466976	-0.130146437	0.1019471641	0.0330696777	0.0232463131	0.1267918011	-0.1301879941	-0.0259114616	0.0241674094	-0.05810974360000001	0.1549549838	0.044260885199999996	-0.0976190796	-0.0232744578	-0.025956638900000002	-0.028682267	-0.04244105559999999	0.09341578630000001	0.1038869768	0.0239163683	0.023051045299999996	-0.1337961604	0.002933202	-0.0862945063	0.1255723858	0.0165794353	-0.039959541	-0.027536438599999997	-0.010174103	-0.0685975915	-0.0414004294	0.030450955099999996	0.07943390730000001	0.0841827934	0.0608041496	-0.0420761697	-0.16858109870000001	-0.0175244925	-0.0400272016	-0.17378475440000002	-0.0419190628	-0.051144943899999996	-0.0504677253	-0.0195800675	0.1171769603	-0.0135767294	0.1119386527	0.10810085109999999	0.1018016823	0.0	0.0	-0.0253533	-0.0134013	0.00017959484169	0.0006427898208899999	0.0475564	0.004650700000000001	0.00226161118096	2.1629010490000005e-05	0.114234	-0.017543000000000017	0.00030775684900000063	0.013049406755999995	-0.00104431	5.5740000000000086e-05	1.0905833761e-06	3.106947600000009e-09	0.000201074	-0.0003970170000000001	1.5762249828900006e-07	4.0430753476e-08	2.51424e-05	0.0	6.321402777599999e-10	0.0
