global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	a_comp_cor_68	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
753.255715333283	n/a	567394.172682256	n/a	1032.285739394469	n/a	1065613.847757185	n/a	781.3611782418193	n/a	n/a	610525.2908634441	798.4569268513077	706.7707600671962	n/a	n/a	n/a	n/a	-0.0365791187	-0.0891764191	0.024525228599999997	-0.0340840382	-0.0798911098	-0.08140306110000001	0.33994612490000004	-0.0803427194	0.1777015699	-0.0339253011	-0.0370872501	0.058276704400000004	-0.0142499784	0.0880199201	-0.0365563234	0.0799522806	-0.020246343700000002	-0.0050552156	0.1198494825	-0.0327421783	0.059392020499999996	-0.09342713109999999	0.1085352232	-0.024407502999999997	0.09086247689999999	-0.1229466774	0.052883321100000005	-0.0529296508	-0.0319611442	0.1101331545	-0.0049065951	0.0427321098	-0.1925509036	0.0158621736	-0.1102973675	0.0375340355	-0.0183064132	0.0734476677	-0.1033268985	0.11645301050000001	-0.0535560297	0.055253179000000006	-0.1393600182	0.0531787943	-0.039659645	-0.1087247151	-0.0496153206	0.0064477674	-0.1013099602	0.035758029	-0.052718914000000006	0.11302920640000001	-0.0545762764	0.0318082159	-0.15072821039999998	0.052343300599999996	-0.2306987991	0.12375412449999999	-0.0575505413	0.0030294195	-0.0859243035	0.0705074175	-0.0173105021	0.0815107734	-0.0802811202	0.0298682633	0.1695519897	-0.0930945168	0.057847101799999995	-0.12490731869999999	0.060694919699999995	-0.1081898286	0.1467055598	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.0226243	n/a	0.00051185895049	n/a	0.0771728	n/a	n/a	0.00595564105984	0.133154	n/a	0.017729987715999998	n/a	-0.00228954	n/a	5.2419934116e-06	n/a	0.000620152	n/a	n/a	3.84588503104e-07	0.0007252559999999998	n/a	n/a	5.259962655359996e-07	0.0
749.4023619666832	-3.853353366599777	561603.9001212437	14.848332167885832	1002.5959245384594	-29.68981485600955	1005198.587901128	881.4851061841252	781.3208753111708	-0.04030293064852231	0.0016243262188595984	610462.310197014	795.4044656338153	688.4538972677983	1.15359	22.655008	0.054660649999999984	0.0261895	0.0103236458	-0.0251089024	0.019824336	-0.0723047872	-0.053391752300000005	0.051701112199999996	-0.0690536607	-0.08826367939999999	0.024314811000000002	-0.0746021815	-0.0140297374	0.0253246958	0.0164500897	-0.1027580181	0.0635851247	-0.0467910337	0.0380059773	0.0774495238	-0.0201045572	-0.006415264499999999	0.0928106744	-0.07512369719999999	-0.06953610959999999	0.1551743179	-0.0251144057	-0.1798802227	0.0075301228000000005	0.0038217679999999997	-0.030566231200000002	0.0090009919	-0.1493787042	0.0720341768	-0.0805731387	-0.014193668500000001	-0.1446857341	-0.0036250236	0.0594099504	0.023549139900000002	0.1024014308	-0.1090008721	0.0560355674	0.0906481288	0.09817284960000001	0.0659097727	-0.031627720899999996	-0.0117332027	-0.058521652699999996	0.0188844311	0.0908072727	0.0301037654	0.07637509	-0.0809881308	-0.0196839295	-0.0333541755	0.042045322999999996	0.0295558695	-0.0134493306	0.1523772443	-0.0935145321	-0.0524504559	-0.0067350685	-0.056148996900000005	0.1104595064	0.10814398789999999	-0.1359395402	0.15480795349999998	-0.0210680405	0.13602233449999998	0.102454849	-0.0115854257	-0.09958887050000001	0.1524719167	0.005484436	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.0147137	-0.0079106	0.00021649296769	6.257759236000001e-05	0.0600173	-0.017155499999999997	0.00029431118024999983	0.003602076299290001	0.11983599999999997	-0.013318000000000009	0.014360666895999998	0.00017736912400000027	-0.00242269	-0.00013314999999999982	5.8694268361e-06	1.772892249999996e-08	0.000776337	0.00015618499999999998	2.4393754224999996e-08	6.02699137569e-07	0.0007614519999999999	3.619600000000017e-05	1.3101504160000119e-09	5.798091483039999e-07	0.0
749.6479626502803	0.24560068359710385	561972.067905716	0.06031969578336473	997.9268515734801	-4.66907296497925	995858.0010913586	21.800242352300128	780.3161164954229	-1.0047588157478913	1.0095402778231048	608893.2416624983	795.7307056730859	681.0667419172893	1.215919	23.87908	0.11085899999999999	0.0550115	0.0136736355	0.1050165433	-0.0978058018	-0.019231352099999998	0.0824067964	0.0246894184	0.0014151141000000001	0.056401419400000014	-0.0039436023	-0.10371213060000001	0.0822894196	-0.0198381377	0.20569106690000002	0.037152745699999996	-0.0017195173000000002	-0.0677741737	0.0510367205	-0.0173166035	-0.0174632154	-0.015293598200000001	0.1235234334	-0.2045929198	0.0051361982	0.08258700690000001	0.0007718134	0.0123726735	0.0244255193	0.027501277299999998	0.0018290346	-0.0073760237	-0.15814297830000001	-0.0530531521	0.1560719103	0.0784081249	0.0563153472	-0.125840554	-0.023231999500000003	-0.0072531752	0.0100705522	-0.1411950364	0.11837008660000001	0.071678499	-0.020721508700000002	0.0031356787	-0.0071891670999999985	0.0286596509	0.1043242737	-0.0283457864	-0.0547657759	-0.0984349819	0.1239379983	0.0068398797999999995	0.014261005700000001	-0.07496439740000001	-0.022838212200000003	0.09965600279999999	-0.0002504674	0.08429170890000001	-0.1758002521	0.0121863382	0.0116858292	-0.1363642366	0.038315049	0.0251883967	-0.0682560404	-0.0331375044	-0.0660120468	0.17401833579999998	-0.0547443363	-0.086200048	-0.10236094109999999	-0.0252549534	-0.0341266729	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.017510999999999995	0.002797299999999996	0.0003066351209999998	7.824887289999976e-06	0.093675	0.033657699999999985	0.0011328407692899995	0.008775005624999999	0.15598999999999996	0.03615399999999998	0.024332880099999992	0.0013071117159999983	-0.00280033	-0.00037764000000000027	7.841848108900003e-06	1.4261196960000018e-07	0.000552149	-0.00022418799999999995	5.026025934399998e-08	3.0486851820100005e-07	0.00059828	-0.00016317199999999995	2.6625101583999986e-08	3.579389583999999e-07	0.0
747.1108753385919	-2.5370873116884236	558174.660049197	6.436812027130394	997.770543749375	-0.15630782410516986	995546.0579739234	0.02443213587649272	779.9063887968327	-0.4097276985901317	0.16787678699196582	608253.9752861165	792.929177670939	684.814761064585	1.3980340000000002	27.455584	0.14930815000000006	0.0768553	0.0015737313	-0.047632004000000006	0.016758934	0.0077362029	-0.0224050031	-0.0336431139	0.023912257200000002	0.11136975060000001	-0.029272794100000006	0.08262912879999999	0.0461080204	0.06984856589999999	-0.0966605067	0.1512444098	0.0423209834	0.0013151308	-0.0865527233	0.0370602109	0.1432008369	0.034618183	-0.0445546948	-0.2330837697	-0.0053692563	-0.0091462155	-0.048253964100000005	0.0363596394	-0.0051772122	0.0516084358	0.0570290799	0.0190993744	-0.0424292938	-0.0865825538	0.0269765904	0.0131360832	-0.0121726792	-0.2539302441	0.1039452578	0.035529134	0.006367185	-0.092518445	-0.0893864672	0.08552023460000001	-0.08626751619999999	0.0007307287	0.0091313602	0.0246543312	0.0123057767	0.0881703265	-0.1171398423	0.0693070495	-0.1232671128	-0.029588053700000002	-0.0748914809	-0.019485781599999998	0.0323650247	0.113908538	-0.11751769220000001	-0.05936289	-0.1879213793	-0.088199376	-0.09857371570000001	-0.044035098499999994	0.006369205500000001	0.0419185027	0.0150742176	0.0324096646	0.0183716967	0.1070333087	-0.0648933882	-0.0483496692	0.0948358003	0.0414886661	0.0586071342	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.00298615	-0.014524849999999997	8.9170918225e-06	0.00021097126752249988	0.0293279	-0.06434709999999999	0.004140549278409999	0.00086012571841	0.163218	0.007228000000000041	0.026640115524	5.224398400000058e-05	-0.00178787	0.0010124600000000002	3.1964791369e-06	1.0250752516000003e-06	0.000776337	0.00022418799999999995	5.026025934399998e-08	6.02699137569e-07	0.000625796	2.7516e-05	7.571302559999999e-10	3.91620633616e-07	0.0
747.974970061666	0.8640947230741176	559466.5558387501	0.746659690444536	997.9027875395333	0.1322437901583271	995809.9733791708	0.017488420035439652	781.3860016949143	1.479612898081541	2.1892543281692567	610564.0836447646	796.1523634535945	684.038961402376	1.183128	23.235102	0.14981965000000005	0.07141669999999999	0.0338352793	-0.0084710631	0.005930159599999999	-0.0239458405	0.0137725537	0.06478803129999999	-0.0772051092	-0.041853188199999995	-0.0441685467	-0.0573978859	-0.0069251669	0.0035977764	0.0071063914	-0.0817372696	0.06906707549999999	-0.032287227200000004	-0.023239779900000004	0.1031932163	0.020634445	0.020965483700000002	0.14475928710000002	-0.0670851182	0.007100850400000002	0.0047572164	-0.0639565092	-0.12874005130000002	-0.1043673758	0.0355947773	0.024023545499999997	0.0197292562	0.06767871730000001	-0.0114018126	-0.012162903000000001	-0.1081926817	0.1136854721	-0.0014125923000000002	0.0634658823	0.1260024538	-0.10388504900000001	-0.0345553383	0.0341399513	0.0020157092	-0.060184937	-0.049148278600000005	-0.1698667391	0.1021298206	-0.0222727225	-0.0067548732999999994	0.1155418983	0.0210202844	0.0869759657	-0.0692369816	-0.0288778413	0.019667521	0.010606396499999999	-0.004536488	-0.08620689869999999	0.1080758968	-0.0564365392	0.0017158451000000002	0.0208178718	-0.10523778560000001	0.15361947869999998	0.1221639784	0.08913059400000001	0.0322290167	0.0343889987	-0.07126439650000001	-0.11118371310000001	0.015284091000000001	-0.06716505219999999	-0.0569210454	-0.1098057402	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0018125	-0.0011736499999999998	3.28515625e-06	1.3774543224999996e-06	0.08208889999999999	0.05276099999999999	0.0027837231209999987	0.00673858750321	0.117639	-0.045579	0.013838934321000002	0.002077445241	-0.00251125	-0.00072338	6.3063765625e-06	5.232786244000001e-07	0.000776337	0.0	0.0	6.02699137569e-07	0.000343056	-0.00028274	7.994190759999998e-08	1.1768741913599999e-07	0.0
752.6418785634578	4.666908501791795	566469.7973675308	21.780034964096536	1005.9796312217204	8.076843682187134	1011995.0184329886	65.23540386648618	781.5600473116258	0.17404561671139618	0.03029187669645023	610836.1075537506	797.6446673812986	691.1938979914787	1.28385	25.213146	0.039163382	0.022114	-0.0280913702	0.16309513220000002	-0.057468495	0.004494109699999999	0.11085926869999999	0.0949103318	0.0750828823	-0.025418124	0.0365035652	-0.030611660699999998	0.0691880596	-0.11074339470000001	0.1794500042	0.0008700292999999999	-0.029159086299999998	0.0746890413	0.0402156651	0.0645129808	-0.023559730600000002	0.0223511744	0.17678755350000006	-0.0680283327	0.05630767	0.05187890690000002	0.0023228264	0.08340881280000001	0.013646515	0.021344449799999998	-0.0482908561	-0.0046983705	-0.0790728954	0.024898722400000003	0.0621102055	-0.2509472218	0.1393101762	-0.031044616	0.1299358905	0.0260743671	0.0537348775	0.0078555763	0.13239501480000002	-0.088875765	0.0785246095	0.1594368835	-0.018516130500000002	-0.009246718000000001	0.1216900915	-0.08993588849999999	0.0141008378	-0.0958148449	0.0694187413	0.1011839724	0.0354624021	-0.0779460692	-0.1003123508	-0.027853174900000003	-0.12171190470000001	0.1241080379	-0.1364587557	-0.0009619623	0.1868782738	-0.057617021	0.0111310109	-0.0247785133	0.0071789863	-0.0981631352	0.013098928400000001	0.0282291342	-0.0831362186	0.09225561859999999	-0.1507369629	-0.13457136320000002	-0.1473724785	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.000305163	-0.001507337	9.3124456569e-08	2.2720648315689997e-06	0.08210639999999997	1.7499999999975868e-05	3.062499999991554e-10	0.0067414609209599935	0.126059	0.008419999999999997	0.015890871481	7.089639999999995e-05	-0.00238628	0.00012496999999999986	5.6943322384e-06	1.5617500899999963e-08	0.0006914530000000001	-8.488399999999991e-05	7.205293455999985e-09	4.781072512090002e-07	-3.14609e-05	-0.0003745169	1.4026290838561e-07	9.897882288100001e-10	0.0
751.8601963564647	-0.7816822069929685	565293.7548651819	0.6110270727293979	998.5501317320128	-7.4294994897076085	997102.36558202	55.19746266756563	781.4198313894949	-0.14021592213077838	0.01966050481898451	610616.9528887867	794.4394773443518	705.6455205033972	1.073116	21.074602	0.09253056800000002	0.0519774	-0.0974726726	0.0711129776	-0.0440131095	0.0110086934	0.0328203686	-0.07208691	0.0266402731	0.0293461245	0.0978451708	0.0368715005	0.0151490674	-0.0474462176	0.0797380212	0.1453757365	0.012192953700000002	0.0770826007	0.0722072475	0.0111294407	0.0024140948	0.08333179360000001	-0.0301829508	-0.15355514439999998	-0.005713152900000001	0.0804907578	0.0952729085	0.0137253942	-0.1369245497	0.0676729669	-0.0858953263	-0.1678699404	-0.00082687	-0.07914170969999999	-0.11942070269999999	-0.0823432137	-0.0203676983	0.0153234642	-0.1834827403	-0.0413074031	0.023869281200000002	-0.0279600966	0.0614247817	-0.0034691026	-0.069345913	0.0419948852	-0.001820328	0.0207342083	0.06081253070000001	-0.0480406588	-0.087120864	0.025967999300000003	-0.0566671288	0.0866087544	-0.0221221214	-0.1320801445	0.10494449730000001	0.0272948602	-0.0221468574	-0.09057667050000001	-0.22704708780000002	-0.06423976370000001	0.0741742606	-0.029172243900000002	0.0061677228	0.0928635865	-0.1064314862	-0.00037724169999999997	0.0995180253	-0.0708523249	0.0382667826	0.023267578799999997	-0.0072640103	0.0328037901	0.0478183321	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0189567	-0.019261863	0.00035935647488999996	0.000371019366230769	0.0791655	-0.0029408999999999685	8.648892809999817e-06	0.00626717639025	0.107404	-0.018655	0.011535619216	0.0003480090250000002	-0.00160755	0.0007787300000000003	2.5842170024999995e-06	6.064204129000004e-07	0.0005509180000000001	-0.000140535	1.9750086225e-08	3.0351064272400014e-07	-0.000145652	-0.00011419109999999997	1.3039607319209996e-08	2.1214505104e-08	0.0
750.187777227234	-1.6724191292307748	562781.7011011381	2.796985743817024	1006.982082509739	8.431950777726229	1014012.9144956508	71.09779391799795	782.1643098263063	0.7444784368113915	0.554248142877133	611781.007566062	796.6439226194854	715.0712953155771	1.156097	22.704247	0.08741805000000001	0.0393225	-0.1032410958	-0.075348651	0.078540889	-0.0008834719	-0.0660525995	-0.061517699400000014	-0.0541888039	-0.0915146558	0.0854090856	0.0265780929	-0.0982085117	0.0371804557	-0.1254388094	0.1001608996	0.0769913966	0.0849350111	0.0816208438	-0.0181534933	0.014571363899999999	0.0724521307	-0.0870980884	-0.0568129241	0.1231338664	-0.0960344943	-0.0187784729	-0.06583500440000001	0.049204623600000004	0.0620855275	-0.1723944881	0.011854593600000001	0.0901683433	-0.0087155902	-0.0670731604	-0.0431802405	-0.0596998084	-0.045910861	0.1411169532	0.1357498094	-0.0140414654	-0.053536471399999994	-0.05454095900000002	0.0402760032	0.11821657349999999	-0.044444471500000006	-0.0361841116	0.1733814528	-0.0731318732	-0.0200028024	0.0120831946	0.1414104504	-0.1074167882	0.0014387298000000002	0.0308808193	-0.0962194507	-0.0151989635	-0.0319391016	-0.1035118835	-0.0668359404	-0.0167020541	0.0345432198	-0.1192142083	-0.0695233056	-0.012053248600000002	0.0448530625	-0.09086971349999999	0.0380565669	-0.038530237599999996	-0.12426006710000001	0.0050979062	-0.0393602098	0.0544060748	-0.0989703486	0.16581111070000001	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.0107474	0.008209300000000001	0.00011550660675999998	6.739260649000002e-05	0.09406610000000004	0.01490060000000004	0.00022202788036000123	0.008848431169210006	0.117317	0.009913000000000005	0.013763278489	9.82675690000001e-05	-0.00114554	0.0004620099999999999	1.3122618916e-06	2.1345324009999989e-07	0.0008274289999999998	0.0002765109999999997	7.645833312099982e-08	6.846387500409996e-07	0.00020373	0.000349382	1.2206778192399998e-07	4.15059129e-08	0.0
748.3630907128212	-1.8246865144128608	560047.3155412462	3.3294808758801544	999.3453288177507	-7.63675369198836	998691.0862298581	58.320006952097856	781.8128412523271	-0.3514685739792185	0.1235301584949854	611231.3187470364	796.3678087898094	705.7146580460662	1.008779	19.811113	0.10262115	0.0477218	-0.07704574809999999	-0.0698680649	0.0095526139	-0.19325930940000002	-0.08631736279999999	0.042806186399999994	-0.149239483	0.056598954000000014	0.06608230650000001	-0.026263834	-0.0975233202	0.0447149127	0.0241958019	-0.029744104	0.054348087999999996	-0.11075164779999999	0.11859248730000001	-0.0453851525	0.0709688873	-0.0179862495	0.0867233621	0.0617507358	-0.027160339199999998	-0.102827018	-0.048107015999999996	-0.019886628700000002	-0.0632936436	-0.22396172050000002	-0.0070425512	0.10065332130000001	-0.09283022699999999	-0.0260021354	-0.0303572838	-0.0131577478	0.0099081377	0.0092070386	-0.1080172298	0.0371196914	0.0401578326	0.0196862979	-0.132818654	-0.1729930955	0.1330223219	-0.064733446	0.1061469592	-0.0661126138	-0.1090187577	-0.0631466525	0.028417956400000007	0.0057841937	0.0449752835	-0.11072016380000001	-0.0165956432	-0.0615513779	-0.0557587163	0.0940600843	0.0870582083	0.1293847703	0.0226258905	-0.0084635033	-0.06633634	-0.031143458199999998	-0.0673302876	-0.0810864557	-4.83483e-05	0.07521395139999999	0.1047801317	-0.0876475738	-0.09986581189999999	0.1341293039	-0.0125515237	0.0027269001	0.06255884219999999	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.008135899999999998	0.0188833	6.619286880999997e-05	0.00035657901889	0.113591	0.01952489999999997	0.0003812217200099989	0.012902915281000002	0.09595890000000004	-0.021358099999999963	0.009208110489210008	0.00045616843560999844	-0.000758348	0.000387192	5.750916891040001e-07	1.4991764486399998e-07	0.000776337	-5.109199999999976e-05	2.6103924639999757e-09	6.02699137569e-07	-0.000215083	-0.00041881300000000003	1.7540432896899995e-07	4.6260696889e-08	0.0
749.8798504167796	1.5167597039584282	562319.7900610918	2.3005599995520583	993.9989942126828	-5.346334605067909	988034.000495825	28.58329370934664	781.89063266316	0.07779141083290142	0.006051503599373252	611352.9614463965	796.5172809164774	683.6980681517895	1.205125	23.667086	0.06793715	0.0372277	-0.0252837953	0.0832097544	0.0540088529	-0.13481707910000001	0.0565850678	0.0575996413	-0.0705069833	0.0851535625	-0.0190049355	0.049640348	-0.0228598877	-0.0207158901	-0.0199271335	-0.005326637800000001	-0.0007075882000000001	-0.09524888109999999	0.10516156939999999	-0.1447089676	0.0327129117	-0.030141685499999998	0.0625018578	0.0142970334	-0.0003156266	-0.1040573016	0.0115246783	-0.15525653820000002	0.0481917142	0.0889071008	-0.052545849000000006	-0.044597919400000005	0.0032752878000000003	0.0497477548	0.0778201731	0.040270742000000005	-0.0963337823	-0.0862642461	0.0296643732	0.0266241973	0.0246524159	0.11967368380000001	0.1004519451	0.011375436899999999	-0.0066420038	-0.1825305906	0.0770693399	-0.043284477800000005	0.026998015	-0.0556248834	0.0161212877	-0.0265359933	-0.0033997348	-0.057840229000000014	0.0310374681	-0.0684731089	-0.1724545319	0.068199572	0.1149299589	0.047713227000000004	0.02124105	-0.026392851499999998	-0.1187686715	-0.0327918469	0.1222934324	-0.0029531076	-0.032289281499999996	-0.0824325682	-0.0008305817	0.0697361827	0.021146259	0.0295213494	0.0707782163	-0.1326413926	-0.0693528011	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.0224432	0.014307300000000004	0.00050369722624	0.00020469883329000008	0.0956013	-0.017989700000000008	0.0003236293060900004	0.00913960856169	0.0682829	-0.027676000000000048	0.00466255443241	0.0007659609760000026	-0.000599065	0.00015928300000000008	3.588788742249999e-07	2.5371074089000025e-08	0.000776337	0.0	0.0	6.02699137569e-07	-0.000215083	0.0	0.0	4.6260696889e-08	0.0
