global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	a_comp_cor_67	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
780.3676511716224	n/a	608973.6709951147	n/a	1082.5559992877547	n/a	1171927.4915939092	n/a	808.9349433891197	n/a	n/a	654375.7426359582	833.217520017153	811.5406990495036	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0109537	n/a	0.00011998354369	n/a	-0.026582	n/a	n/a	0.0007066027239999999	-0.0344917	n/a	0.00118967736889	n/a	0.000450785	n/a	2.03207116225e-07	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
773.6509487022871	-6.716702469335246	598535.7904279489	45.11409206157419	1053.1753311959967	-29.38066809175802	1109178.278239797	863.2236575180483	807.9271011944144	-1.0078421947052902	1.0157458894283762	652746.2008444095	830.1634592741427	799.4870156875148	1.305544	25.352654	0.21369465	0.109746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.0173949	-0.028348599999999998	0.00030258254601000004	0.0008036431219600001	0.035257199999999995	0.0618392	0.00382408665664	0.0012430701518399998	0.0387567	0.07324839999999999	0.0015020817948900001	0.0053653281025599995	-0.000232153	-0.000682938	5.3895015409000005e-08	4.6640431184399995e-07	-0.000110796	-0.000110796	1.2275753616e-08	1.2275753616e-08	0.000211435	0.000211435	4.4704759225e-08	4.4704759225e-08	0.0	0.0	0.0	0.0	0.0	0.0
768.9376468494362	-4.713301852850918	591265.1047423482	22.2152143560879	1037.8136559063068	-15.361675289689856	1077057.1843856142	235.98106770586796	807.0612792371593	-0.8658219572550934	0.7496476616650407	651347.90844392	827.6985376849568	749.7682116800404	1.473156	28.607542	0.24298771	0.10321500000000003	-0.018682068899999998	0.1375655009	0.10773306279999999	-0.0732200325	0.1150290677	-0.0905422828	0.0023907639	-0.23074364960000002	0.13632197140000002	-0.0032501353000000005	-0.1578609105	0.0778554512	-0.1864578791	0.0848012399	-0.09175570109999999	0.0002662437	-0.17107573489999994	0.0849048851	-0.1835695866	0.1840052262	-0.0535303733	0.0575511784	-0.0307806876	-0.0889524242	0.081964379	-0.0069065126	0.060213101	-0.0500835296	0.002519466	-0.1253120737	0.015192446	-0.0752207426	0.0209105424	-0.0431322335	0.11039597720000001	-0.0083787554	0.0205986373	-0.1019308479	-0.0389282692	0.0707422291	-0.0034005052000000003	-0.0347414137	0.0999726073	-0.0977234987	0.1416400933	-0.0325274164	-0.1185861088	0.0014720557000000001	-0.07507332580000001	0.2330532702	-0.0003568954	0.0033067473999999998	-0.1669298295	0.21871217510000002	-0.1591125408	0.0161789779	-0.0038638826	0.0708807038	-0.1295576257	0.0773985387	-0.0677860092	0.0163087744	-0.1279212023	0.1352389869	-0.0346584933	0.0347769973	-0.1219830128	0.0563751926	-0.0469687334	0.022517979900000002	-0.050579666399999994	0.1511078623	-0.08795496380000001	0.1132219634	0.1132047441	0.1131760472	0.0	0.0	0.00777231	0.02516721	6.040880273610001e-05	0.0006333884591841003	-0.0404775	-0.07573469999999999	0.005735744784089998	0.00163842800625	0.100273	0.0615163	0.010054674529	0.00378425516569	0.0011762	0.0014083529999999998	1.3834464399999999e-06	1.9834581726090002e-06	-2.5846099999999998e-23	0.000110796	1.2275753616e-08	6.6802088520999994e-46	0.000119194	-9.2241e-05	8.508402081e-09	1.4207209636000002e-08	0.0	0.0	0.0	0.0	0.0	0.0
771.9690504352956	3.03140358585938	595936.2148299719	9.189407700361103	1035.8610870824548	-1.952568823852061	1073008.191731645	3.8125250118790226	807.3897818177049	0.32850258054565984	0.10791394542515773	651878.2597836412	827.3801519796867	773.8785591476633	1.280182	24.860147	0.2781017	0.15182699999999996	0.1402904009	0.1295167086	0.1494421956	-0.0034461668	0.0222442492	-0.0331579567	0.09381313039999999	-0.2057328123	-0.0507853257	-0.0345459859	-0.1015816141	0.1707858879	-0.1218766454	-0.047776354800000004	-0.0835393744	-0.1213783724	-0.094600079	0.19709099219999998	0.047765046299999996	0.0782107499	0.1575390972	-0.0103642888	0.0242827522	-0.0118358334	0.0065336397	0.054828901799999996	-0.02282019	-0.0860941467	-0.1349899226	-0.0360178415	0.0154127869	-0.1054178692	-0.013131221100000002	-0.0143600174	0.09729553630000001	0.1426562524	0.0516001506	-0.053080423700000004	-0.010425427	-0.126045844	0.054053158	-0.005298193100000001	0.0167527506	0.0090879996	0.0167840384	-0.017747911499999998	-0.064699479	-0.0135593769	0.09881577400000001	0.2127646422	-0.10600696400000001	-0.0782193984	-0.1111118151	0.1154057828	-0.09258170710000001	-0.0254422342	-0.0293909327	-0.08467889140000001	0.1557495924	0.010420416	0.092007831	-0.1169688007	0.013974763500000001	0.1400470254	0.0165730113	0.0205622898	-0.0143328731	0.0924731227	0.0353982068	-0.014653031499999997	-0.050969666799999994	-0.0121394053	-0.2183230194	0.1131760472	0.11302112560000001	0.1127630801	0.0	0.0	0.00181011	-0.0059622	3.2764982121e-06	3.554782884e-05	0.0914762	0.1319537	0.01741177894369	0.008367895166439999	0.0934338	-0.00683919999999999	0.008729874982440003	4.677465663999986e-05	-0.000732161	-0.001908361	5.360597299210001e-07	3.641841706321e-06	-0.000425006	-0.000425006	1.80630100036e-07	1.80630100036e-07	0.000452759	0.000333565	1.1126560922500002e-07	2.04990712081e-07	0.0	0.0	0.0	0.0	0.0	0.0
768.2870750752191	-3.6819753600764216	590265.0297276354	13.556942552209895	1034.4441737808206	-1.4169133016341675	1070074.7486690846	2.007643304347837	806.3885055386007	-1.0012762791042178	1.0025541870967871	650262.4218647779	826.2723045456203	775.9175146413623	1.342815	26.076422	0.23175064	0.0996538	0.049225074800000004	0.2915545565	0.0562121222	-0.0106008116	-0.005399796899999999	-0.0697014084	0.1100963068	-0.1593810447	0.0831108867	0.14697149369999998	-0.1118539368	0.051609198200000005	-0.0638445231	0.11825269769999999	-0.1710094711	0.0332882205	-0.1117897259	0.1639022476	-0.0565719967	-0.0856323477	-0.0903852335	-0.022244678599999998	-0.10455566320000001	-0.0275974484	0.09731291130000001	-0.029110492999999998	0.0488071162	0.0418163628	0.0102959724	-0.0155240247	-0.0907179219	0.0395785399	-0.0534793434	-0.0327988133	-0.0047663946	-0.0237040924	-0.0330559137	0.1945617545	-0.0948771366	0.0065134545999999995	0.04517669690000002	-0.1598559007	-0.0142647618	0.0966199739	0.0003250585	0.0602581881	-0.0676427013	0.10597104660000001	-0.0484381999	0.1379014327	0.0629327232	-0.1320402527	-0.2169760625	0.1505722548	0.0581179346	0.040228394199999996	0.0103100477	-0.0657296989	-0.1177261454	-0.0182590485	-0.1344382831	0.0801659284	-0.031891551000000004	-0.1036015261	-0.0092532636	0.1265180028	0.060989975099999996	-0.100774791	-0.0543811342	-0.0114090242	-0.0790104384	-0.1159815638	-0.024568751200000002	0.1130842333	0.11265418640000001	0.1119386527	0.0	0.0	0.0160107	0.01420059	0.00025634251449	0.0002016567563481	0.0200284	-0.07144779999999999	0.005104788124839998	0.0004011368065600001	0.154256	0.060822199999999986	0.023794913536	0.003699340012839999	0.000587149	0.0013193100000000002	3.4474394820100005e-07	1.7405788761000004e-06	-0.000403135	2.1870999999999967e-05	4.783406409999986e-10	1.62517828225e-07	0.0008171789999999999	0.00036441999999999985	1.3280193639999993e-07	6.677815180409999e-07	0.0	0.0	0.0	0.0	0.0	0.0
766.5257701059691	-1.7613049692500908	587561.7562365489	3.102195194705063	1038.454875852472	4.0107020716513935	1078388.529181773	16.085731107548785	805.4875274978122	-0.9009780407885728	0.8117614299832151	648810.1569545387	826.7508211219316	761.3268379165605	1.345025	26.119345000000006	0.13967145	0.0614788	0.0127198969	0.1058458994	0.1553476737	0.056268029000000004	-0.0022587701000000003	-0.1221082875	0.1179147478	-0.11810751230000001	0.0193721063	-0.1020122373	-0.0965675619	-0.024397315899999997	-0.14771385869999998	0.0482820775	-0.10992702	-0.1304080618	-0.06109988490000001	0.1136516099	0.0039034211	0.0585533334	-0.098020725	-0.0188149706	-0.1373344796	0.0511030249	-0.029299814100000002	0.029484345099999996	0.0750187239	-0.0307791036	0.0002521637	0.0130731206	-0.013035304	-0.0552786464	0.0600180559	0.028459895699999998	-0.0336524771	0.06020369530000001	0.050973795	-0.0516194928	-0.0327296388	0.049072602	-0.0326192441	-0.0254673609	0.0718145509	-0.0092834977	-0.1164827384	0.1562584437	-0.137124705	4.46587e-05	-0.0329141197	0.0774753571	-0.0995780405	-0.1009954775	-0.142656661	0.1776549271	-0.1484220053	0.0921835059	-0.10253040449999999	-0.030443277	-0.06728226799999999	-0.0302334228	-0.0001222385	0.1563179896	0.092620607	0.0621845232	-0.0763041325	0.0023570303	-0.0019868134	0.1257511468	-0.024657047	0.0589754754	0.0259978319	-0.0573247078	0.0771470098	0.112946559	0.1121045217	0.1107057733	0.0	0.0	0.0336519	0.0176412	0.0011324503736099998	0.00031121193744	0.019865200000000003	-0.00016319999999999876	2.6634239999999602e-08	0.00039462617104000017	0.120706	-0.03355000000000001	0.014569938436000001	0.0011256025000000007	-0.000407681	-0.00099483	1.6620379776099995e-07	9.896867288999998e-07	-0.00012271	0.000280425	7.8638180625e-08	1.5057744099999998e-08	0.000326093	-0.000491086	2.4116545939599995e-07	1.06336644649e-07	0.0	0.0	0.0	0.0	0.0	0.0
765.6844085459345	-0.8413615600345565	586272.6134903375	0.7078892747037827	1021.286482232793	-17.168393619679023	1043026.078791433	294.75373948023537	805.1901483912181	-0.2973791065940077	0.08843433303865017	648331.1750662719	824.1724787986301	748.2250109326633	1.133399	22.009729	0.20921005	0.120423	0.09168058609999999	0.021331661800000002	0.0147776448	0.023688307599999996	-0.0394339168	0.0352960665	0.0066279688	-0.0261663393	-0.06145578860000001	0.0804212753	-0.0033319036	0.05964441440000001	-0.1104356244	-0.036335580299999996	-0.1444710391	-0.0131871279	-0.066131198	0.1027890825	0.09478413150000001	-0.0292613376	0.1989468625	-0.011259536799999999	-0.0170403218	0.0398201589	-0.0942757449	0.091527155	-0.0808281961	-0.1118847878	-0.0450821639	-0.0617738654	0.0184466362	0.0204598806	0.1255283328	-0.0764379556	-0.19355795420000002	-0.1512067862	-0.1002772051	-0.05271597769999999	-0.0789856176	-0.059141102699999996	0.00991488	0.0033645686	-0.1869822117	0.012156372700000001	0.0805693911	-0.0390580658	-0.0007491928	-0.0337795671	0.022699817	0.0690837667	-0.0075931816	-0.09097932439999999	-0.1947499132	-0.0030566124	0.011046909399999999	-0.11924221019999999	-0.0336786544	-0.0068001252	0.2061571898	-0.0653758421	0.0811377853	-0.0819389493	0.13656727400000002	-0.037586223599999996	0.213069597	0.0064141893	-0.0438782416	0.04844116440000002	0.0438955324	0.0403978733	-0.063009645	-0.0249206998	0.0114426678	0.1127630801	0.11137302310000001	0.10906894060000001	0.0	0.0	0.033705900000000004	5.400000000000543e-05	0.0011360876948100006	2.916000000000587e-09	0.112415	0.09254980000000003	0.008565465480040002	0.012637132225000005	0.182122	0.06141600000000001	0.033168422884	0.0037719250560000017	-0.00119672	-0.0007890390000000001	1.4321387584e-06	6.225825435210001e-07	-0.000437476	-0.00031476599999999996	9.907763475599999e-08	1.91385250576e-07	0.000326093	0.0	0.0	1.06336644649e-07	0.0	0.0	0.0	0.0	0.0	0.0
764.2548544084133	-1.4295541375212224	584085.482486825	2.043625032104046	1022.3268326864608	1.04035045366777	1045152.1528307308	1.0823290664467349	805.5372630159876	0.3471146247694605	0.12048856272884338	648890.2821072885	824.1043691231392	744.9921724788122	1.221675	23.723984	0.20885505	0.10501700000000001	-0.0331032719	0.1150830526	-0.0480496482	0.0233990162	0.012108400900000002	-0.0168358875	-0.0469680416	-0.0398237641	0.15721880929999998	-0.0162908918	-0.0500336406	0.031775514500000004	-0.1358281759	0.1417814822	-0.08639712109999999	-0.0431359211	0.0217812657	0.0079178878	-0.06756543200000001	-0.0260014233	-0.11394380259999999	-0.1886166126	0.0323799072	-0.0952841116	-0.0532553896	0.0254063527	-0.0148488056	0.08127338070000001	0.0414395175	0.0090480089	-0.0316565494	0.1516645602	-0.08652482199999999	0.0097267536	-0.1457810642	0.0595687286	0.1151909168	-0.025531344100000002	0.0430190732	-0.016711428700000003	-0.0191752624	0.1321911377	-0.043504481	0.0254733697	0.1011306518	0.0696955477	-0.0238299505	0.0223177347	-0.1477341972	0.11554648199999999	-0.049398995599999995	-0.1029218561	-0.0940664991	0.013367338500000001	0.0194688855	-0.07401969950000001	0.010696026599999998	0.0026452176000000003	-0.1015761635	-0.0020697906	-0.09191533980000001	0.0286639857	-0.026357375	0.08938310390000001	0.0055447343000000005	-0.164946105	0.0383357797	-0.1576095808	-0.09897425900000001	-0.0740540802	0.1905682552	-0.0797034433	0.09668590519999999	0.112533871	0.110460877	0.10703412710000001	0.0	0.0	0.016419099999999996	-0.01728680000000001	0.00026958684480999983	0.0002988334542400003	0.0273906	-0.08502440000000001	0.007229148595360001	0.0007502449683600001	0.194369	0.012247000000000008	0.037779308161	0.00014998900900000018	0.000174511	0.001371231	3.0454089121e-08	1.8802744553610004e-06	-0.000375635	6.184100000000002e-05	3.824309281000004e-09	1.4110165322499998e-07	-0.000126772	-0.000452865	2.05086708225e-07	1.6071139984000005e-08	0.0	0.0	0.0	0.0	0.0	0.0
765.3880934024127	1.1332389939993843	585818.9335221804	1.2842306175207372	1024.1158326060702	1.7889999196094095	1048813.2385944244	3.2005207123624735	805.1872531843387	-0.3500098316488902	0.12250688225088445	648326.5126905404	824.267902298232	747.9621347111583	1.194925	23.204519	0.13862245999999995	0.06539919999999999	-0.0311291067	-0.0050826663	0.0738183477	-0.0390860972	-0.0312149787	-0.0644792241	-0.0402135944	-0.047068203200000006	-0.0730941893	0.0891354131	-0.0041512775	0.0275677404	-0.12271646060000001	-0.0374015677	-0.0495510895	0.015742077900000002	0.0135352242	0.1091140016	0.0706910356	-0.0111750575	0.007985180500000001	-0.052321444	-0.0322445159	0.1397953662	-0.08899805150000001	-0.08453885609999999	-0.010115308299999999	0.0412500824	-0.11811798859999999	0.0373503227	0.0588052472	0.009027735600000001	-0.1182195347	-0.0810559996	-0.0170511345	-0.0598859594	-0.009972684	0.0707794196	0.0020792986	-0.06698176780000001	-0.010122970799999999	0.018814168	0.0075062123	0.0284755647	-0.0058455166000000005	0.09193840060000001	-0.040107889	-0.08641903599999999	0.0131179978	0.0492811996	0.0115032997	-0.1030029813	-0.09267925490000001	0.0491694576	0.043770128	-0.042404484400000005	-0.13911537710000002	-0.0001690407	0.155315553	-0.056107555700000006	0.08406705269999999	-0.011358721499999998	0.024457543999999998	-0.17877899719999998	-0.0516136088	0.0046539764	0.1171400408	-0.0235409414	0.0239921997	-0.034687658999999996	0.0735267858	-0.039220731099999996	-0.0650719493	0.1122590247	0.109369563	0.1046087577	0.0	0.0	0.0259389	0.009519800000000005	0.0006728265332100001	9.06265920400001e-05	0.07400869999999997	0.04661809999999997	0.002173247247609997	0.005477287675689995	0.183289	-0.011080000000000008	0.033594857521000006	0.00012276640000000017	-0.000836095	-0.001010606	6.990548490250001e-07	1.021324487236e-06	-2.11748e-05	0.0003544602	1.2564203338404e-07	4.4837215504e-10	-0.000189797	-6.3025e-05	3.972150625e-09	3.6022901208999996e-08	0.0	0.0	0.0	0.0	0.0	0.0
765.9248303759241	0.536736973511438	586640.8457863881	0.2880865787342181	1028.9721691267946	4.856336520724426	1058783.7248375008	23.584004402521824	805.4533537166127	0.2661005322739811	0.07080949327649606	648755.1050133388	824.953736841023	747.0353136976306	1.210433	23.505671	0.26024796	0.123674	0.1231238471	0.0021995626999999998	-0.0613510954	0.08486836539999999	0.0466440487	0.051463103899999994	0.1186037884	-0.0395498439	-0.0344995824	-0.0418017404	0.0214617228	0.110596551	-0.0045187281	0.02149988	-0.059936210999999996	-0.1084736148	0.1253817418	0.035341353799999996	0.0786875548	-0.036334261	0.0811057683	-0.0636379395	0.0507358425	-0.013891638400000001	-0.0769863608	0.011614546699999999	-0.0879140168	-0.0945474424	0.06279304570000001	0.052884140700000005	-0.0809715344	0.06668428230000001	0.0174354961	0.0706338056	0.023482592400000002	-0.0201655854	-0.043018401399999996	0.0898318688	0.140209986	0.0960897951	0.1077351578	0.0228252823	0.13836112650000001	0.11731144130000001	-0.0119490665	-0.013485721	0.047133567300000005	0.0483125035	0.057932738399999996	0.039726643	-0.12303975140000001	-0.1314475886	-0.01119204	-0.0735132425	0.0647256715	0.0068617122999999995	0.1030696313	-0.0755660235	0.0398468481	-0.0013600859	0.027938295	-0.0009938574	0.0357968007	-0.0228394515	0.0149428368	-0.1598725133	0.1642564909	-0.0830061428	0.06845374629999999	0.0389385148	-0.048320916799999995	-0.0270878361	0.0935773628	0.1119386527	0.10810085109999999	0.1018016823	0.0	0.0	-0.009474270000000005	-0.035413170000000015	8.976179203290009e-05	0.0012540926094489007	0.153867	0.07985830000000002	0.0063773480788900045	0.023675053689	0.252404	0.06911500000000001	0.06370777921600003	0.004776883225	-0.0016652	-0.0008291050000000001	2.7728910400000003e-06	6.874151010250002e-07	0.000228825	0.0002499998	6.249990000004e-08	5.2360880625e-08	0.000248328	0.000438125	1.91953515625e-07	6.166679558399997e-08	0.0	0.0	0.0	0.0	0.0	0.0
