global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
787.7809456478066	n/a	620598.8183257524	n/a	1086.1970190133172	n/a	1179823.9641134166	n/a	796.8290498681508	n/a	n/a	634936.53471378	821.5423210185756	810.5050365046304	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.3849693142148	-3.395976333591761	615259.7800860617	11.532655258315346	1059.3484062943717	-26.84861271894556	1122219.045918425	720.8480049319252	798.0974914216533	1.2684415535024982	1.608943974651831	636959.605813536	818.9357648283948	791.6422829719701	1.311673	25.438482	0.08800669056999999	0.07421569999999998	-0.027850569300000003	-0.0942623875	-0.0740793832	0.043379792599999994	-0.11036165029999999	0.021401021099999997	-0.2409130898	0.18731186649999998	-0.06205939980000001	-0.1137880773	-0.1372726606	0.0558622828	-0.0636739705	0.0536853361	-0.0585618563	0.1843466083	-0.0197608761	0.0670041689	-0.12599783779999998	0.1673280785	-0.13111866490000001	0.0135183623	-0.060454784500000004	0.0795769417	-0.0351015361	0.0798765798	-0.02796727	0.0425244351	-0.12298567210000001	0.1252447855	-0.0069357973	0.047146164500000004	-0.0748238597	0.0122453312	-0.057470689900000003	0.0806333182	-0.0121195755	0.0138460418	-0.0431534892	0.095629967	-0.11734883300000001	0.0594902594	-0.123534011	-0.018913650900000002	0.0684680237	0.088164931	-0.1002981557	0.0878384789	-0.15150350140000002	0.1579022585	-0.1743466836	-0.045896252	0.07474796110000001	-0.1709130863	0.055362555199999997	-0.0054524304	0.1354235709	-0.1456178661	0.006738601800000001	-0.15012777230000002	0.052336263499999994	-0.0530328428	0.0077425311	-0.0029678883000000002	0.1103936123	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	1.7433800000000002e-05	1.7433800000000002e-05	3.039373824400001e-10	3.039373824400001e-10	-0.0724586	-0.0724586	0.00525024871396	0.00525024871396	3.30677e-06	3.30677e-06	1.0934727832899999e-11	1.0934727832899999e-11	0.0	0.0	0.0	0.0	0.000310547	0.000310547	9.6439439209e-08	9.6439439209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.4714936065634	2.0865242923486	618537.4102557387	4.353583622560824	1043.8726427155002	-15.475763578871465	1089670.0942098424	239.49925834912452	801.0113034340583	2.9138120124049465	8.490300443635364	641619.108229129	819.6700519025426	814.2284778448333	1.235894	23.968828	0.34158423343000005	0.19975	-0.0963918204	-0.0390350825	-0.17340044440000002	-0.0574567616	-0.0765859933	0.09909803210000001	-0.20842359670000002	0.0022473904000000003	-0.0867173361	0.0409870431	-0.19458714100000002	-0.1518433172	-0.1528615274	0.1086703482	-0.0749006676	0.0562327804	0.0548478674	0.1779700622	-0.103760907	-0.0547564188	-0.0200578142	-0.11050315570000001	-0.0179686943	0.075943308	0.0297354606	0.1481406046	0.1266982364	-0.1643593488	-0.0347618368	0.042739617599999995	0.0791510807	0.0765454077	-0.0965382251	0.0431290876	0.05371969150000002	-0.0090224778	-0.025467953199999997	-0.0562634378	0.1041572773	0.012440066599999999	0.0183605225	-0.0027689507	-0.0236036169	-0.1534028172	-0.034687050899999995	0.2233374339	-0.0124001578	0.0719898753	0.036783142000000005	0.13943992060000002	0.1479700747	0.0020289632	0.040279953199999996	-0.1782261427	-0.08080140450000001	0.1414638208	-0.01041532	0.0710166557	-0.0005304948	-0.0457893962	0.073217104	0.10348244220000001	0.22389688440000002	0.0980615241	0.0670266058	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	0.000121274	0.00010384020000000001	1.4707383075999998e-08	1.0782787136040001e-08	0.1164	0.1888586	0.035667570793960005	0.01354896	0.0438105	0.04380719323	0.00191935991025	0.0019190701786905575	-0.00100569	-0.00100569	1.0114123761e-06	1.0114123761e-06	-0.000473337	-0.0007838839999999999	6.144741254559997e-07	2.2404791556899995e-07	0.000386718	0.000386718	1.4955081152400006e-07	1.4955081152400006e-07	0.0	0.0	0.0	0.0	0.0	0.0
780.6129716386133	-5.8585219679500815	609356.6114904665	34.3222796489537	1042.7772805370696	-1.0953621784306051	1087384.4568042865	1.1998183019362407	800.575042580789	-0.436260853269232	0.1903235320951984	640920.3988032322	820.9458455885292	803.741391809938	1.66831	32.355061	0.325910244	0.180932	-0.0489810122	0.16094507130000002	0.024400998599999998	-0.006743055600000001	0.127929686	0.0964023417	-0.1020563516	0.0937270432	0.061330397	0.1752338289	-0.0509369844	0.0834037481	0.0735087558	0.0884433334	-0.0791407442	-0.0421946576	0.1319250015	0.052184436699999996	-0.0588850728	-0.0546296767	0.0629537043	-0.121888915	-0.0106827227	-0.0930799385	-0.16728212580000001	-0.0382816652	-0.0518877945	-0.0073664195	-0.14522709609999998	0.0671106182	-0.0416492522	0.0453807971	-0.007698115	-0.14045787839999999	-0.081223904	-0.0284831654	-0.0551082702	0.1915985391	0.050352828499999995	0.0109820268	-0.0113892068	0.0803151025	0.1584471907	-0.0803398436	0.09979620089999999	-0.0435767424	-0.0997024795	0.0071469763	-0.0030268687	0.12186835619999999	-0.0563502492	0.1534526504	0.0879256182	-0.0952098051	0.1439651657	0.045220923499999996	0.0505384531	0.0648482134	-0.1420785609	-0.0019346002	-0.0500978675	0.0115047156	0.1430650431	-0.13699486660000001	0.10951624160000001	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0244011	-0.024522374	0.0005954136812099999	0.000601346826595876	-0.0497329	-0.1661329	0.027600140462409998	0.0024733613424100004	0.0230376	-0.020772900000000004	0.00053073101376	0.00043151337441000014	0.000581787	0.0015874770000000001	3.38476113369e-07	2.5200832255290003e-06	9.94244e-05	0.0005727613999999999	3.2805562132995987e-07	9.885211315360001e-09	0.000257315	-0.00012940300000000005	1.6745136409000012e-08	6.6211009225e-08	1.0	0.0	0.0	0.0	0.0	0.0
777.6484274978521	-2.964544140761177	604737.0767898822	8.788521962521424	1035.8343621858742	-6.9429183511954315	1072952.825885017	48.20411523136628	798.5654235035564	-2.009619077232628	4.03856883557732	637706.7356154146	819.8008507721561	789.2684890813779	1.169378	22.678812	0.17634802	0.10915	0.0294656975	0.14105782960000002	-0.0475417136	-0.1013387375	0.1033339315	0.14238573710000002	-0.0074545618000000004	0.0047151833	-0.11336635130000006	0.16931868460000002	0.0870844558	-3.05796e-05	-0.01568562	0.0382856126	0.0279372156	-0.0077618854000000015	-0.036153413100000004	0.0203814876	-0.1045946951	-0.1064238997	0.027124421699999998	-0.10579629619999999	-0.2041079371	0.034634143900000004	-0.0193759228	0.04368173	-0.1986390241	0.0368016267	-0.048144969800000006	0.06990381030000001	0.0188627288	-0.0016869572	0.0709543956	-0.1069698615	-0.0693489971	-0.0837627336	0.0006839221	0.0067051649	0.12140491279999999	-0.0958127059	-0.09187856130000001	0.0416843516	0.17959461	-0.037713065899999995	-0.0525997408	0.0082000879	0.0675968373	0.10481090650000001	-0.0321756975	0.002413356	-0.1030120023	0.05967726900000001	0.0203793011	-0.17851656510000002	0.1534244826	-0.1168701494	0.0787313317	0.017812306200000003	0.0092135373	-0.0067249896	-0.0632969033	0.2123333623	0.015769216200000002	-0.029991982400000002	-0.0533593444	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.0515433	-0.0271422	0.00265671177489	0.0007366990208400001	0.0573192	0.1070521	0.011460152114410002	0.00328549068864	0.00661536	-0.016422239999999998	4.37629879296e-05	0.0002696899666175999	0.00017345400000000002	-0.00040833299999999993	3.0086290116000006e-08	1.6673583888899995e-07	0.000154938	5.55136e-05	3.0817597849599997e-09	2.4005783844e-08	0.000206532	-5.0782999999999985e-05	2.578913088999999e-09	4.2655467024000004e-08	0.0	0.0	0.0	0.0	0.0	0.0
773.0651095785719	-4.583317919280262	597629.6636477293	21.006803149195548	1019.2206957841944	-16.61366640167978	1038810.8267148172	276.0139113063036	797.3304814991493	-1.2349420044071169	1.5250817542490671	635735.8967276652	816.3011221222093	757.7912999760408	1.363531	26.444208000000003	0.2024673	0.0893429	0.070824158	0.023563955499999997	0.1031616719	0.0194963654	-0.022154104100000002	-0.058729522	0.15857061390000002	-0.08893548890000001	0.0142429725	0.0683958839	0.0678656774	-0.0307921654	0.16198569029999998	-0.084250072	0.0042700156	0.10350855910000001	-0.0682844474	0.05805137849999999	-0.0116744085	0.0471978651	0.019744546	-0.1258290423	0.14899732359999998	-0.004678715	-0.0397154813	0.047769729000000004	0.0507944427	0.0023871038	0.049968951399999996	0.011199568899999998	0.1289373831	0.19045760969999997	0.042657900199999994	-0.015086556999999999	0.027111446600000002	0.1091863595	-0.0312427157	0.006619225500000001	-0.06240589780000001	0.0003625011	0.015304943	0.1046818343	0.0496622672	-0.0420606017	-0.0506590729	-0.11134329220000001	0.1605441886	-0.1154838793	-0.0256180522	-0.0302011693	-0.0916013113	-0.0734154987	0.0707491843	-0.039181097000000005	-0.024031023399999997	0.16531834210000002	-0.0100388899	0.11650918029999999	0.040079268599999995	0.0377475855	-0.034425234900000004	-0.0249226881	0.0376945119	0.1031122743	0.0398442315	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0208359	0.030707400000000003	0.0004341347288100001	0.00094294441476	-0.00620166	-0.06352086	0.0040348996551396	3.8460586755600014e-05	0.0583947	0.05177934	0.0034099409880899998	0.0026811000508356	0.000783982	0.0006105279999999999	6.14627776324e-07	3.727444387839999e-07	0.000212337	5.7399e-05	3.2946452010000003e-09	4.5087001569e-08	0.000667799	0.000461267	2.1276724528900002e-07	4.45955504401e-07	0.0	0.0	0.0	0.0	0.0	0.0
776.1329575689481	3.0678479903762077	602382.3678247225	9.41169129205534	1026.2066300942304	6.9859343100359865	1053100.0476493563	48.803278184137966	797.2325189092775	-0.09796258987182682	0.009596669014395749	635579.6892064315	816.7125028074413	765.3734839718436	1.158953	22.476631	0.17861632000000002	0.0766296	0.0489914345	-0.05754820610000001	0.060562194800000003	-0.0703756758	0.0119129031	-0.050169261799999997	0.0052291755	-0.0706551151	0.0830751384	0.0011315736999999999	0.0526745203	0.008424210500000001	-0.0043993395	-0.0195594418	-0.0709605329	-0.0140328501	-0.0883030367	0.1056769828	-0.090623131	0.14783579289999998	0.11269375359999999	-0.0020777859	-0.0571576986	0.0545967997	0.036839763399999996	-0.0806786	-0.0792626413	-0.1044172025	0.0479647593	-0.0558557323	0.1643780823	-0.06978471309999999	-0.031715030299999995	-0.0080475026	0.0988349449	0.0206304803	0.06258800910000001	0.0252009069	0.0090046449	0.0446490008	0.0419390658	0.047251612400000004	0.0223789947	0.05865365440000001	-0.029806212599999996	0.0087404037	-0.067039237	-0.0340169024	0.020602409199999998	-0.0058882736	-0.090021655	-0.11553051310000001	0.1088861992	0.018653598400000002	0.0014664235	0.09298646519999999	0.0406199145	0.1430132725	-0.0687377867	-0.061128431	0.0027045034	0.07795077019999999	0.0046264178	0.0617990867	-0.0311575565	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.013432499999999998	0.0074034000000000036	0.00018043205624999995	5.481033156000004e-05	0.0321341	0.03833576	0.0014696304947775995	0.0010326003828100001	-0.007419539999999999	-0.06581424	5.5049573811599975e-05	0.004331514186777599	-0.000112228	-0.00089621	1.2595123984e-08	8.031923641000002e-07	-2.02584e-05	-0.00023259540000000002	5.410062010116e-08	4.1040277056e-10	0.000455346	-0.000212453	4.5136277208999993e-08	2.07339979716e-07	0.0	0.0	0.0	0.0	0.0	0.0
779.3639333676421	3.230975798693976	607408.1406342824	10.439204611746174	1033.7379877497856	7.531357655555213	1068614.2273169758	56.7213481358901	796.5243101319279	-0.7082087773495687	0.5015596723149709	634450.9766311437	815.782566408694	791.0531351215637	1.333731	25.866274	0.13606974	0.07488	-0.060440623799999996	-0.0934577882	-0.09480580460000004	0.0191629491	-0.16530085560000002	0.0742857769	0.015335238400000001	-0.0325102178	-0.0872876575	-0.0979930317	-0.030398714	-0.1462453959	0.0194946359	-0.05784659	0.0198772707	0.1281894321	-0.0373393189	0.0004092546	-0.0831902209	-0.0184701895	-0.005512863000000001	-0.0348655996	0.1317411565	-0.0903582314	0.0279333775	0.0613320406	-0.0027892118	0.0769545852	0.0626831669	0.0027214225	0.027475644	-0.0184245825	0.0157788322	0.0591616212	-0.0223101014	-0.1025257493	0.0260336349	0.0775856183	-0.0364188196	0.0713714063	0.0269418863	0.0178042947	-0.1184444171	-0.0633609683	-0.0947372442	0.0309586718	0.12448307789999999	0.0345098318	-0.05551444269999999	-0.1026921008	-0.0596360562	0.0079535826	0.0353349476	-0.09453868019999999	0.0325118716	0.1251277933	0.0333312454	-0.0048100337	-0.057428162699999986	0.09355385390000001	0.10331927369999999	-0.15569771300000002	-0.014283676499999997	0.0450301468	0.024945167	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.032589799999999995	-0.019157299999999995	0.0010620950640399995	0.00036700214328999983	0.0783994	0.0462653	0.00214047798409	0.006146465920359999	0.0394797	0.04689924	0.00155864671209	0.0021995387125776	-0.000587186	-0.0004749579999999999	3.4478739859599995e-07	2.2558510176399994e-07	-2.02584e-05	0.0	0.0	4.1040277056e-10	0.000455346	0.0	0.0	2.07339979716e-07	0.0	0.0	0.0	0.0	0.0	0.0
776.15871766407	-3.205215703572094	602422.3550059334	10.273407706425152	1022.3195084213285	-11.418479328457124	1045137.1772988265	130.3816701744027	795.9844247931654	-0.539885338762474	0.2914761790106713	633591.2045133064	814.861519941242	786.8961162659613	1.543023	29.925262	0.15773390099999998	0.0933066	-0.0382239271	0.0069743672	0.1686008512	-0.0799329374	0.0364462248	-0.1267882336	0.0647517053	-0.0544229126	0.1285321949	-0.0567100574	0.0591346029	0.0814575285	0.0083107704	-0.0797410266	0.040904307200000004	-0.060364399400000004	0.1301562269	0.1100348216	-0.1244171385	-0.047854052599999995	0.0109471479	0.001689499	-0.0056908836	0.0483193008	-0.12251038869999999	-0.0368290873	-0.0004836655000000001	0.0089156746	-0.040888981	-0.0376170437	0.0058136112	-0.06539781480000001	0.0044123465999999995	0.0052981668	-0.0435601441	0.0072254178	0.091313436	0.0035641469	-0.0032491115000000004	0.0024539445999999998	0.1018089273	-0.0249276737	-0.031035857200000006	0.11032252710000001	0.026452554	-0.0523095365	-0.0145202566	-0.1376847888	0.08854318359999999	0.0674739276	0.0615852981	0.06551618570000001	-0.0037629918	-0.1074419684	0.028923718799999998	0.028112925499999997	0.0398212771	0.007280118100000002	-0.0824591759	0.0188975074	-0.0251729832	0.0625441753	-0.0127109603	-0.0130625316	-0.0410317699	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.0235834	0.009006399999999994	0.0005561767555599999	8.11152409599999e-05	-0.0008993810000000002	-0.079298781	0.006288296668085961	8.088861831610002e-07	0.0392877	-0.0001920000000000047	0.0015435233712899994	3.6864000000001785e-08	0.0006306230000000001	0.001217809	3.976853681290001e-07	1.4830587604809999e-06	0.000146667	0.0001669254	2.786408916516e-08	2.1511208889e-08	0.000455346	0.0	0.0	2.07339979716e-07	0.0	1.0	0.0	0.0	0.0	0.0
776.3250265627022	0.16630889863222365	602680.5468675803	0.02765864976426324	1034.771321390882	12.45181296955343	1070751.687573032	155.04764622873898	796.1961560981862	0.21173130502074852	0.04483014552578926	633928.3189855273	816.2569912282103	783.4289920113675	1.2170299999999998	23.602978	0.20861603100000006	0.0962262	-0.0443751058	-0.0342552624	0.0378240239	-0.0787258393	0.07061639809999999	0.0218895962	-0.0345079774	-0.0175006072	0.0438251587	-0.0414893552	0.0550484937	-0.0210746492	-0.0125723244	-0.0172146442	-0.0275316385	-0.18560103149999999	0.0067773637	-0.012499476200000002	0.0147987924	-0.022756937400000003	0.1090278133	-0.0247455776	-0.0649214095	0.0145819382	0.074850801	-0.0696763041	-0.015965473799999998	0.0560704603	-0.0331174728	0.0100768321	-0.0393976431	-0.025089771299999997	0.1376436521	-0.068861462	0.0774137066	-0.09630256220000001	-0.07209955230000001	-0.1007945975	0.0826126392	0.0730707465	-0.047426726399999994	-0.0186581472	0.009915378	0.0676362855	-0.042294571399999994	-0.0128827122	-0.0764884483	0.08412956380000003	0.0983831065	-0.0712351703	0.053240177300000004	0.08451115390000001	0.055489377	0.0008035331	0.12668993480000001	-0.0658493802	0.0177779734	0.10576139609999999	-0.0589245541	-0.0247454807	0.0341921762	0.0348995659	0.06568822519999999	-0.0093168509	-0.048077540499999995	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.0104523	0.0131311	0.00010925057529	0.00017242578721000004	0.08322509999999997	0.08412448099999997	0.007076928303519356	0.006926417270009995	-0.00860335	-0.04789104999999999	7.401763122249999e-05	0.002293552670102499	-0.000364463	-0.000995086	1.3283327836900004e-07	9.90196147396e-07	0.000420969	0.00027430200000000003	7.524158720400001e-08	1.7721489896100003e-07	0.000455346	0.0	0.0	2.07339979716e-07	0.0	0.0	0.0	0.0	0.0	0.0
