global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41
788.7868616654483	n/a	622184.7131360271	n/a	1088.690966447805	n/a	n/a	1185248.0204250559	815.636943517977	n/a	n/a	665263.6236313476	852.3310740091551	676.2483794124794	n/a	n/a	n/a	n/a	-0.025546117799999997	-0.0404828389	-0.147987504	0.0481591633	0.19648611	0.1282351933	-0.0437400039	-0.0246178959	0.057683732599999996	0.08064261219999999	-0.10377235060000001	0.062440057199999996	-0.09868405029999999	0.0778248361	-0.08638818109999999	0.009492456600000001	-0.1470379332	-0.0754981485	0.013661103700000002	-0.0384105805	0.0835272592	-0.043300321399999994	0.056820128399999996	-0.0484129129	0.025828119	-0.0162024331	0.0256706728	-0.0300608757	0.0962084734	-0.0662554096	0.1954815629	-0.08646373130000001	0.0988023766	-0.09648854	0.021774625899999997	-0.027896502599999998	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.0332221	n/a	n/a	0.00110370792841	-0.153383	n/a	0.023526344689	n/a	-0.325156	n/a	0.10572642433599999	n/a	0.0029758	n/a	n/a	8.855385640000001e-06	0.00195186	n/a	n/a	3.8097574596e-06	-0.00197282	n/a	3.892018752400002e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.6812203103136	-2.105641355134708	618867.3423889242	4.433725516453529	1056.4976391759571	-32.19332727184792	1036.410320832307	1116187.2615843709	815.9167779187379	0.27983440076093297	0.07830729184923048	665720.1884892951	849.0718478532283	697.6640928774385	0.8744299999999999	25.271873	0.038907900000000016	0.0212408	0.0311848913	0.0089997024	-0.1416568616	0.0420143396	0.0363843842	0.0227599568	-0.0521409724	-0.0224351902	0.072814224	0.0995030283	-0.0755146935	0.11870801199999999	-0.10431826640000001	0.0792192078	-0.09121046990000001	0.0412304499	-0.0253674751	-0.011178670900000002	0.0293094333	-0.09317243550000001	0.047175323600000006	-0.0588563284	0.049129690999999996	0.08844067289999999	-0.0140199551	-0.0132172854	0.0345715364	-0.0728398012	0.0443578209	-0.06810681269999999	0.1760456868	-0.0448549522	0.0720585014	0.0315417726	0.0110235275	-0.08093385360000001	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.037755	-0.004532900000000006	2.0547182410000053e-05	0.0014254400250000006	-0.153393	-1.0000000000010001e-05	0.023529412448999996	1.000000000002e-10	-0.32510900000000004	4.699999999996374e-05	0.10569586188100002	2.2089999999965913e-09	0.00312096	0.00014515999999999965	2.1071425599999895e-08	9.740391321599997e-06	0.00173098	-0.0002208799999999999	4.878797439999996e-08	2.9962917604e-06	-0.0016525	0.00032032000000000024	2.73075625e-06	1.0260490240000015e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.711460343024	-0.9697599672896332	617342.4989143674	0.9404343941575902	1045.7807123981704	-10.71692677778674	114.85251956044245	1093657.2984240248	814.6051814552006	-1.3115964635372848	1.720285283163512	663581.6016536603	846.6397641222821	677.762382583083	0.8991819999999999	25.98724	0.07210139999999995	0.0374926	-0.022322637000000003	-0.0248043971	-0.11446172859999999	0.0177208354	-0.0125561331	0.0005946686	-0.0524374783	-0.0496869813	0.1083862509	0.1012391877	-0.05851250490000001	0.08020586440000001	-0.1001293829	0.0633275269	-0.07193868169999999	0.0038409659000000003	-0.0062115353	0.021309659100000003	0.0509517952	-0.08620645910000001	0.08917083529999999	-0.0874171166	0.11099249130000001	0.0657062297	0.042634464299999994	0.0062585816	0.04643912769999999	-0.10297616009999999	0.0200835137	-0.0380263741	0.1691098473	-0.0537204587	0.0627649313	0.019530363999999998	0.034011788599999995	-0.049888099400000004	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0377546	4.0000000000456337e-07	1.600000000036507e-13	0.00142540982116	-0.135108	0.018285	0.018254171664	0.00033434122499999985	-0.301476	0.02363300000000001	0.090887778576	0.0005585186890000008	0.00371586	0.0005949000000000003	3.539060100000003e-07	1.38076155396e-05	0.00173974	8.760000000000016e-06	7.67376000000003e-11	3.0266952676e-06	-0.0016525	0.0	2.73075625e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.910414444601	2.198954101576988	620802.8211902629	4.835399140842256	1051.188094962882	5.407382564711497	29.239786201145893	1104996.410991693	816.3730363003277	1.7678548451270901	3.1253107534393267	666464.9343982162	848.1324974799893	676.7509293797988	0.964906	27.886732	0.7302569999999999	0.410506	-0.0546119947	0.029475883199999997	-0.0589084429	-0.0677716672	0.029393607000000002	0.0123482497	-0.070747543	-0.061633900400000004	-0.0111399116	0.07551621	-0.0371524872	0.0382182908	-0.0114278623	0.0908366874	-0.1604937494	-0.0449077628	-0.046023046500000005	0.1167681516	0.12417210640000001	0.0049562427	-0.0776435634	0.007857771	-0.0626900914	-0.0389210156	-0.0113702956	0.0648583952	-0.0339219756	-0.0319503914	0.0265128806	-0.0007271349	0.1056760834	-0.0285530679	-0.057711614400000014	-0.049097662400000006	0.13914846919999999	-0.0994095959	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.0171479	0.020606700000000002	0.00042463608489	0.00029405047441	0.0939142	0.2290222	0.008819876961639998	0.052451168092840006	-0.0345719	0.26690410000000003	0.0011952162696100002	0.07123779859681002	0.00140809	-0.00230777	5.325802372899998e-06	1.9827174481e-06	0.00116288	-0.00057686	3.327674596e-07	1.3522898944e-06	-0.00026265	0.0013898499999999998	6.898502250000001e-08	1.9316830224999994e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
782.9893663863962	-4.921048058204747	613072.3478741703	24.216713991160713	1042.7802709250284	-8.407824037853516	70.69150505150739	1087390.6934304757	816.1607165311916	-0.2123197691361156	0.04507968436601343	666118.3152087079	846.4483755855687	659.733538876168	1.224582	35.391609	0.2263078	0.11051400000000003	-0.05617618940000002	-0.015068831599999999	-0.0705618634	-0.0295293957	-0.025294286200000002	-0.0289855798	-0.0553533037	-0.0390297611	-0.0230913635	0.0790594086	-0.07270056679999999	0.0826081229	-0.0168076308	-0.1785851991	0.1959807404	-0.2580732395	-0.0212568094	-0.0341968417	0.0302582293	0.0949785496	0.10164811609999999	0.058337629400000014	0.1265702345	0.0968240483	-0.000458403	0.0414150328	-0.0130701527	-0.0505032417	0.0395836226	0.050419291	0.0184266677	-0.0474180453	0.1058837159	0.0957898481	0.1886158471	0.1323470668	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0323027	-0.015154799999999996	0.0002296679630399999	0.0010434644272899998	0.049413	-0.04450119999999999	0.002441644569	0.00198035680144	-0.13811700000000002	-0.1035451	0.019076305689000005	0.010721587734010005	0.000703029	-0.0007050610000000001	4.971110137210002e-07	4.94249774841e-07	0.00144134	0.0002784599999999999	7.753997159999995e-08	2.0774609956e-06	-0.000541263	-0.00027861300000000004	2.929656351690001e-07	7.762520376900003e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.7085526750653	2.719186288669107	617337.929746746	7.393974072486071	1048.1364795222507	5.3562085972223485	28.688970536958603	1098590.0797052977	816.8686527590262	0.7079362278345798	0.5011737026806541	667274.3958603465	846.7931119465071	674.7775014593498	0.8467139999999999	24.470854	0.1761968	0.0988423	-0.0283385159	-0.0028213169000000002	-0.0463684896	-0.0475376981	0.0055528768	0.034926633	-0.0148707487	-0.0415019246	0.0011440254	0.062085672599999996	-0.040609126	0.22942140879999998	0.0213512502	-0.1569304104	0.2000663659	-0.17163540929999999	-0.045107237599999996	-0.13687569800000002	-0.0298673744	0.13746826410000001	0.10886417609999999	-0.0380316369	0.021179558799999998	0.0777984286	-0.1505760749	0.0468319421	-0.006147100999999999	-0.0513671528	0.0391148675	-0.0942244108	0.0491148111	0.0301490161	0.18490915530000002	0.048606707199999995	0.09838199060000001	0.2036332428	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.0378615	-0.0055588000000000035	3.090025744000003e-05	0.00143349318225	-0.0360426	-0.08545559999999999	0.00129906901476	0.007302659571359999	-0.151721	-0.013603999999999977	0.023019261841	0.00018506881599999935	0.00115061	0.0004475810000000001	2.0032875156100005e-07	1.3239033721000002e-06	0.000787458	-0.0006538819999999999	4.27561669924e-07	6.20090101764e-07	-0.0008713679999999998	-0.0003301049999999997	7.592821914239995e-07	1.0896931102499981e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.5135807837194	0.8050281086540281	618603.6127572282	0.6480702557230816	1050.888893911584	2.752414389333353	7.575784970609296	1104367.4673467127	817.9408930511704	1.0722402921442151	1.1496992440975122	669027.3045253461	848.1222277029756	675.116599151511	0.8487139999999999	24.528658	0.15628885	0.0833927	-0.0300212797	0.0158894791	-0.0403202196	-0.0389089246	0.0226866512	-0.0089808404	0.051576397999999996	-0.0213480168	-0.0432807358	0.0310414689	-0.0432056785	0.1287173926	0.036833433900000004	-0.016565656	-0.0229002704	0.1105925203	0.0071745132	0.0694989395	0.0543562295	0.0189580099	0.0422987166	0.035087484700000005	0.0133707521	-0.0317550496	0.07395674049999999	0.0412423164	-0.0256831332	-0.0177660839	0.042724918	-0.1032140754	-0.0059182127	0.0454360418	0.0466955103	0.1133322958	0.0336006142	-0.0400821299	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.0190547	0.0188068	0.00035369572623999995	0.00036308159209	0.0318901	0.0679327	0.0010169784780099998	0.00461485172929	-0.141039	0.010681999999999995	0.019891999521	0.00011410512399999993	0.000649885	-0.000500725	2.5072552562500003e-07	4.22350513225e-07	0.000787458	0.0	0.0	6.20090101764e-07	-0.00154799	-0.0006766220000000003	2.3962730401e-06	4.578173308840003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.9208483129878	3.407267529268438	623974.9465995103	11.609472016007047	1050.405192080947	-0.4837018306370737	0.23396746096165635	1103351.0675506112	819.733136665942	1.7922436147715644	3.212137174689444	671962.415348184	850.3491893492493	678.8506525799927	0.747271	21.596853	0.15409378	0.0695804	-0.0337575848	0.0260597287	0.012972711299999998	-0.0101820103	0.0146833902	-0.0159925959	0.0804212304	0.0227732731	-0.0758853891	-0.014402847600000001	-0.040506910099999995	0.0298402696	0.0608106788	-0.060748033	-0.056754217300000014	-0.0162601572	-0.0173989452	0.0675222271	0.0374866042	-0.0022368393	-0.0037534835	-0.11621346169999999	0.0990052325	-0.0039201731	-0.0034645467	0.00898809	-0.041695051600000005	0.0444428891	0.0411675927	-0.02824848	-0.0731384655	0.0022170157	0.0235685273	0.06670428839999999	0.07995628860000001	0.0596255825	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.00157004	0.01748466	0.0003057133353156	2.4650256016e-06	0.0655411	0.033651000000000014	0.004295635789210001	0.0011323898010000006	-0.169613	-0.02857400000000002	0.028768569769000007	0.0008164734760000009	-1.40034e-05	-0.0006638884	4.4074780765455997e-07	1.9609521156e-10	0.000875397	8.793899999999999e-05	7.733267720999998e-09	7.663199076089998e-07	-0.0008121349999999999	0.0007358550000000001	6.595632582249997e-07	5.414825810250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
788.1422141970212	-1.7786341159666108	621168.1497993832	3.1635393184803267	1047.8408077100896	-2.5643843708573972	6.576067201497687	1097970.358302533	818.2168578350359	-1.516278830906117	2.299101493054021	669478.8264454392	847.2468963243158	693.2478652499266	0.7325399999999999	21.171114000000006	0.204798119	0.137642	-0.0021981645	0.044040492800000004	-0.0085409023	-0.0137667054	-0.0069203676	-0.0103955671	-0.0071744788	0.004086124799999999	-0.022090531899999998	-0.0060035113	-0.0160559943	0.0209421967	0.0213075889	0.013394828300000002	-0.0328337523	0.0026023375	-0.0917795364	-0.04869383	-0.022922169500000002	-0.0200108531	0.1135665067	-0.026255371	0.0194978811	-0.1039656238	0.0096148676	0.0192020994	-0.0121249897	-0.0027757155	0.0330158644	-0.0013173510999999998	-0.0399292346	0.0170213681	0.07071101240000001	-0.055442268499999996	-0.060620442300000014	0.111549337	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.000698559	0.002268599	5.146541422801e-06	4.879846764810001e-07	-0.0653465	-0.1308876	0.0042701650622500005	0.017131563833759998	-0.160055	0.009558000000000013	0.025617603025	9.13553640000002e-05	0.000636548	0.0006505514	4.2321712404196e-07	4.05193356304e-07	0.0007019289999999999	-0.00017346800000000008	3.009114702400003e-08	4.927043210409999e-07	-0.000394476	0.0004176589999999999	1.5561131457599998e-07	1.7443904028099988e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.9282679660606	-1.2139462309605733	619256.0989240641	1.4736654516633816	1046.2659827795353	-1.574824930554314	2.4800735618954	1094672.506721627	818.0787736110796	-0.13808422395629805	0.019067252905613074	669252.8798330079	848.7875147961456	688.0684111173288	0.6428050000000001	18.577702	0.181145489	0.124713	-0.020556293	0.0367530369	0.0292132885	-0.0031309281	-0.0114584403	-0.0341767717	0.0338640628	-0.000541742	-0.026375741400000003	-0.0024031375	-0.016959177199999998	-0.0028721469	-0.044251648600000006	0.0070444079000000015	-0.051556112800000005	0.0073601977	-0.029688159199999998	-0.049744384800000006	0.0416925959	-0.0837935049	0.0644587233	-0.0700779018	-0.0453218122	0.0250153804	0.0092188893	0.0035695021999999996	-0.0136639639	0.0128421631	0.0050097035	0.015286504499999999	-0.021848192000000002	-0.045978746200000004	0.047378609599999996	-0.027449243199999997	-0.0386201045	0.0181404023	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.00990488	-0.010603439	0.00011243291862672097	9.81066478144e-05	0.0559596	0.12130610000000001	0.0031314768321599996	0.01471516989721	-0.16947	-0.009415000000000008	0.028720080900000007	8.864222500000014e-05	0.000249033	-0.000387515	1.50167875225e-07	6.201743508900001e-08	0.000391141	-0.00031078799999999994	9.658918094399995e-08	1.5299128188099996e-07	-0.0004925919999999999	-9.811599999999991e-05	2.426468784639999e-07	9.626749455999984e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
