global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
789.5883811049524	n/a	623449.8115759395	n/a	1069.5066935761886	n/a	n/a	1143844.5676042712	819.4517914118277	n/a	n/a	671501.2384480536	855.2682769632953	752.5867161280763	n/a	n/a	n/a	n/a	-0.0388146058	-0.0082553031	0.0199805046	-0.0102506688	0.1727436023	0.1014949367	-0.048346607300000004	0.183579155	-0.012951896000000001	0.026663017400000003	0.0961821899	-0.012611666100000002	0.0416016747	-0.042436415400000004	0.0126542069	-0.006018481700000001	0.06377162360000001	-0.045832608399999995	0.0441251837	-0.0757152916	0.0666983386	-0.0222506752	0.056004254100000005	-0.036659283	0.072303025	-0.0574086628	-0.0158303459	0.0100959586	-0.051486165599999995	0.0265125481	-0.0659221648	0.0765645446	-0.1049152109	0.053310421600000005	-0.032617503799999996	0.0272311819	-0.069668455	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	-0.091318	n/a	n/a	0.008338977123999999	-0.236379	n/a	0.055875031640999995	n/a	-0.371203	n/a	0.137791667209	n/a	0.00432486	n/a	n/a	1.87044140196e-05	0.000529716	n/a	n/a	2.8059904065599994e-07	4.235169999999998e-22	n/a	1.7936664928899987e-43	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.1483593125839	-5.440021792368498	614888.6494126172	29.59383710144416	1033.6542009535958	-35.852492622592756	1285.4012272530686	1068441.007149017	818.7630642290035	-0.6887271828242092	0.4743451323609717	670372.9553456673	850.6725771903427	740.8069307853598	0.832636	22.883675	0.08654915000000002	0.0420603	-0.0401533908	-0.004119971599999999	-0.0010075464	-0.016491378	0.0504600904	-0.0172549132	-0.0913861574	0.0472469933	-0.0282421946	0.0327730471	0.1334253956	-0.043312713899999994	0.043403193	-0.035121423	0.0202323002	0.060031912699999995	0.0407884606	-0.014068870700000001	0.0660908125	0.0152701613	0.0575530935	0.0713642922	0.023724505099999998	-0.0396653279	0.0799058612	-0.0584039634	-0.0006912753	0.0024180323	-0.0830057438	0.0612901805	-0.0948596835	0.0621557021	-0.1047799651	-0.0185388747	-0.0388823021	-0.0045742218	-0.1105428518	0.1074807797	0.10736115	0.1071618658	0.1068830749	-0.0974408	-0.006122800000000012	3.748867984000014e-05	0.009494709504640002	-0.236529	-0.00014999999999998348	0.055945967841	2.2499999999995043e-08	-0.340738	0.03046500000000002	0.11610238464400001	0.0009281162250000011	0.0045848	0.00025994000000000017	6.756880360000008e-08	2.102039104e-05	0.00025557900000000003	-0.0002741369999999999	7.515109476899996e-08	6.532062524100003e-08	-0.00046215	-0.00046215	2.135826225e-07	2.135826225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
781.1306317522522	-3.0177275603317635	610165.0638616725	9.1066796283859	1018.9274192318761	-14.726781721719705	216.87809987917754	1038213.0856625314	818.4480972045233	-0.31496702448021097	0.0992042265099178	669857.2878177047	849.9641257278965	722.5645659749499	0.700386	19.248983	0.04812519999999998	0.0319969	0.0042812219	0.0191868168	0.015733856100000002	-0.0162684892	-0.0155840516	-0.0541463069	-0.0953896446	0.004620654	-0.014751336799999999	0.0272651758	0.124689328	-0.0765615622	0.0498515034	-0.0468148026	-0.0553506663	0.062232717	0.031213669500000006	0.002584908	-0.050281957300000006	-0.0079272914	0.0761295405	0.0260738815	0.0263860095	-0.0406399283	0.0679913976	-0.11833082369999999	-0.0044657162	0.0039696491	-0.0841660734	0.06006500610000001	-0.1080379527	0.044310584699999996	-0.026121939500000003	0.0178924032	-0.026617111699999998	0.0046202833	0.0446828701	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	-0.0974541	-1.3299999999993872e-05	1.76889999999837e-10	0.00949730160681	-0.218561	0.017967999999999984	0.04776891072100001	0.00032284902399999936	-0.3346	0.006137999999999978	0.11195716	3.767504399999972e-05	0.00414962	-0.0004351800000000003	1.8938163240000023e-07	1.7219346144399994e-05	0.000210641	-4.493800000000004e-05	2.0194238440000037e-09	4.4369630881e-08	-0.00046215	0.0	2.135826225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.6240605080603	-0.5065712441918322	609373.9238440918	0.2566144254420609	1014.3681278697708	-4.559291362105341	20.787137724568375	1028942.6988380236	818.4332789894607	-0.014818215062518902	0.00021957949763906209	669833.0321574404	848.506031237887	727.176731660841	0.666642	18.321579	0.034335999999999964	0.016553599999999998	-0.032275299900000005	0.0161919603	0.0035067012	-0.0079364311	-0.0386158039	-0.0758460057	-0.10379625220000001	0.0033490665999999997	-0.032634167	0.030401305299999997	0.1503628471	-0.0188403121	0.0606348357	-0.06514742700000001	0.0185664236	0.06804201879999999	-0.0163165148	0.0046107569000000004	-0.05473940730000002	-0.07258308990000001	0.0649796096	-0.0330685077	-0.0487165406	-0.0231104956	-0.0599885862	0.025643797599999997	0.0084936526	0.0014437489000000002	-0.0854310133	0.0991442896	-0.069721625	0.0662440612	-0.0846760168	0.027024008500000002	0.0565436037	-0.0115902708	0.0516761154	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	-0.097481	-2.689999999999637e-05	7.236099999998048e-10	0.009502545361	-0.210601	0.007959999999999995	0.044352781201	6.336159999999991e-05	-0.336683	-0.002083000000000001	0.113355442489	4.338889000000006e-06	0.00400317	-0.00014644999999999936	2.1447602499999813e-08	1.6025370048900007e-05	0.000376117	0.000165476	2.738230657599999e-08	1.4146399768900002e-07	-0.000288754	0.00017339599999999998	8.3378872516e-08	3.0066172815999984e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
780.968653555802	0.3445930477416823	609912.0378367623	0.11874436855190135	1015.5035555700168	1.1354277002460549	1.289196062486045	1031247.4713753464	819.3036092612006	0.8703302717398174	0.7574747819067044	671258.40414843	849.6765918411752	705.1112540866305	0.702108	19.296322	0.11341550000000007	0.06555319999999999	0.002486309	0.0424860647	0.0103407908	-0.0035701672999999996	-0.0232538494	-0.0650287663	-0.0582593145	0.045259559500000004	-0.022557428799999998	0.0403230275	0.11789417529999999	0.0418423167	0.0127914199	-0.0771258959	0.05437148730000002	0.0378439254	0.0365544709	0.027198303700000002	-0.0016942481	-0.1109941334	0.016217630900000002	-0.0055660213	-0.0521058203	-0.0042459817	-0.0352987319	0.0578277092	-0.0008141304	-0.0046851383	-0.0785409832	0.0734293944	0.0187196206	0.06645039559999999	-0.09934674269999999	0.0118021683	0.0629283402	-0.036440490299999996	0.0315993734	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	-0.0977298	-0.00024880000000000735	6.190144000000365e-08	0.00955111380804	-0.254462	-0.04386099999999996	0.06475090944399997	0.001923787320999996	-0.332522	0.004161000000000026	0.110570880484	1.7313921000000215e-05	0.00335042	-0.0006527500000000006	4.2608256250000073e-07	1.12253141764e-05	0.000470756	9.4639e-05	8.956540320999998e-09	2.2161121153600002e-07	0.000266751	0.000555505	7.115609600099997e-08	3.08585805025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.1633253579166	6.1946718021146125	619626.1007885333	38.373958735913895	1035.7852020027003	20.281646432683488	411.3451820203828	1072850.984687775	822.0543603638098	2.7507511026092293	7.566631628505888	675773.3713931524	853.5884557591704	731.569997503634	0.8272	22.734262	0.12870715	0.0695799	-0.0535318357	0.0326975589	-0.0100573561	-0.0070703358	0.041296984700000004	0.0208654434	0.0651833537	0.1390618853	0.024212484500000003	-0.0110469267	0.0277715262	0.0577067814	0.014186866499999999	-0.0935532206	0.0642857933	0.0150443639	-0.014309501100000004	-0.011626503	-0.05875099	-0.0221954995	0.0090796682	-0.008826597299999999	0.012113346799999999	-0.0267854248	-0.102425932	-0.0857095246	-0.0273255606	0.0176461372	-0.022419810800000002	0.0141249225	0.0859921383	0.06110805160000001	-0.057585949000000004	-0.015514670900000001	0.08626552929999999	0.0504106747	0.0569559757	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	-0.08817849999999999	0.009551300000000013	9.122733169000024e-05	0.007775447862249998	-0.198693	0.055768999999999964	0.039478908249	0.0031101813609999947	-0.375179	-0.042657	0.140759282041	0.001819619649	0.00312003	-0.00023038999999999962	5.3079552099999815e-08	9.7345872009e-06	0.000613314	0.00014255800000000004	2.032278336400001e-08	3.76154062596e-07	0.0003084	4.1649e-05	9.511055999999998e-08	1.7346392009999994e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.0362275204268	1.8729021625101725	622578.1683396667	3.50776251033528	1034.633576482096	-1.1516255206042842	1.326241339707089	1070466.637584133	824.5353453281732	2.4809849643634148	6.155286393397336	679858.5356954498	854.5500165071965	736.736713903825	0.7725929999999999	21.233482	0.209252575	0.0996898	-0.045470284900000005	0.0074639007	-0.010667888200000001	-0.021938518599999998	0.0349018676	0.029162586	0.060514244	0.040288146000000004	0.090375045	-0.0159248216	-0.0568162487	0.0171258145	-0.0661559004	-0.0837658067	0.0883869284	-0.045928556399999994	-0.038771372400000004	-0.0240319513	-0.0608114363	0.0675021525	0.0117699917	-0.1373692208	0.026676718	0.0155514948	0.030820776400000006	0.0135290457	-0.0492680291	0.0217055537	0.019318353	-0.0960264064	0.0801231859	0.0227873992	-0.010167129399999999	-0.0883014635	0.1098594218	0.0632401113	0.0576456718	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	-0.07825569999999997	0.009922800000000023	9.846195984000048e-05	0.006123954582489996	-0.283337	-0.08464400000000001	0.080279855569	0.007164606735999998	-0.33657600000000004	0.038602999999999936	0.11328340377600005	0.0014901916089999955	0.00378553	0.0006654999999999999	4.428902499999998e-07	1.43302373809e-05	0.00116865	0.000555336	3.08398072896e-07	1.3657428225e-06	7.580499999999999e-06	-0.00030081950000000003	5.746398024999998e-11	9.049237158025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
791.0516025118499	2.015374991423073	625762.6378365657	4.061736356053552	1038.9510857451926	4.317509263096554	18.640886236924544	1079419.3585711145	823.9819009864614	-0.5534443417118382	0.30630063937285	678946.1731532626	854.3538366341447	741.9738409754483	0.700372	19.248611	0.18651147500000004	0.108737	-0.0349475369	-0.0253948263	-0.0072350824	0.012022990800000001	0.0407708416	0.053096759900000005	0.0828372552	0.0479562396	0.0603788646	-0.0259630184	-0.0484077797	0.0318923495	-0.0342179455	-0.0895962882	0.1436122026	-0.10805633630000001	-0.0062451089	-0.0047072228999999995	0.0411152733	0.1170619352	-0.0092064081	-0.0740121751	-0.011787088000000001	-0.0092792493	0.013044670900000001	-0.0472903358	-0.0313255252	0.0319332112	0.036038015	-0.05557848	0.0859572258	0.0450137311	-0.017298587600000002	-0.1710004204	0.0781995124	0.0649003466	-0.06241568910000001	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	-0.09749650000000004	-0.019240800000000068	0.0003702083846400028	0.009505567512250008	-0.18746	0.09587700000000003	0.035141251599999986	0.009192399129000006	-0.336638	-6.199999999995098e-05	0.113325143044	3.8439999999939214e-09	0.00321063	-0.0005749000000000003	3.305100100000001e-07	1.03081449969e-05	0.00063684	-0.0005318100000000001	2.828218761000001e-07	4.055651855999999e-07	-0.000312343	-0.0003199235	9.755814964899998e-08	1.0235104585224996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
790.8540741454974	-0.19752836635245785	625450.1665925321	0.039017455513870807	1034.3096200749278	-4.641465670264778	21.543203568246476	1069796.3901795414	822.2559520521808	-1.7259489342806091	2.9788997237443704	676104.8506852381	852.5197100267064	768.020721970637	0.6713439999999999	18.450825	0.15528937500000006	0.08831119999999999	-0.07976449940000001	-0.029456193	0.0011660458	-0.0277112625	0.030521759500000002	0.0289701064	0.032735204	-0.0252507789	0.034472149199999996	-0.0019082017999999998	0.013803148700000002	0.013704311	-0.0340214676	-0.06746534400000001	0.0687833433	-0.0810339303	-0.0177921731	0.050046719100000005	0.10160257460000001	0.0325927921	-0.0005196012	-0.025548141400000002	0.059201461399999995	-0.0103423586	0.0036333625	0.0316428421	-0.0289288123	0.0239780067	-0.018771294299999998	-0.015729435400000002	0.0322450567	0.0497369888	0.0283892335	-0.1153536391	0.059317815	0.0229161911	-0.0858705399	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	-0.0974877	8.800000000044883e-06	7.744000000078994e-11	0.00950385165129	-0.257465	-0.07000500000000001	0.066288226225	0.004900700025	-0.37485	-0.03821200000000002	0.1405125225	0.0014601569440000019	0.00358327	0.00037264	1.3886056960000004e-07	1.28398238929e-05	0.000885548	0.00024870800000000005	6.185566926400004e-08	7.84195260304e-07	7.580499999999999e-06	0.0003199235	5.746398024999998e-11	1.0235104585224996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
788.9143659991165	-1.9397081463808945	622385.876879788	3.7624676931364056	1025.8033939740235	-8.506226100904314	72.35588247970581	1052272.6030886257	821.9575622395154	-0.2983898126653912	0.08903648030248727	675614.2341227268	852.2248193947457	766.9927661737918	0.621691	17.086176000000002	0.05966220000000001	0.0361515	-0.0755208061	-0.0180691759	-0.0188009949	-0.044181443499999994	-0.0033704619	-0.0055086513	-0.0229453249	-0.0709611726	0.033547049599999997	0.0100901368	0.0280750886	-0.0422913524	-0.0253914648	-0.044910926799999994	0.0265606058	-0.0967563255	-0.0380974182	0.06278825730000001	0.0654779031	0.030061653799999997	0.0194945045	-0.005551193	0.0704119691	-0.0230580263	-0.0086207492	-0.024328849	-0.031418333900000005	0.004515155900000001	-0.030747735699999997	-0.011954919	-0.029402964	0.0204764938	0.057513000099999996	-0.0813274313	0.040187292400000005	0.0085420671	-0.0803498366	0.1059246424	0.1011839538	0.0934393406	0.0829207229	-0.0861793	0.011308399999999994	0.00012787991055999992	0.00742687174849	-0.22600100000000006	0.031463999999999964	0.05107645200100002	0.0009899832959999976	-0.360547	0.01430300000000001	0.129994139209	0.00020457580900000032	0.00361873	3.546000000000018e-05	1.2574116000000124e-09	1.30952068129e-05	0.0008692719999999999	-1.6276000000000073e-05	2.649081760000024e-10	7.556338099839998e-07	7.580499999999999e-06	0.0	5.746398024999998e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
