global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29
789.7164866480925	n/a	623652.1292838069	n/a	1064.4690234075217	n/a	n/a	1133094.301794163	813.8591199833272	n/a	n/a	662366.6671800357	840.5195589577718	643.2026465780594	n/a	n/a	n/a	n/a	-0.0452231815	-0.030980893399999997	0.0279612148	-0.0029041825	0.2001982351	0.025328316200000003	-0.16211754039999998	-0.0226282126	-0.0639583589	0.0401634238	-0.04362572	0.0277544633	-0.0080779008	0.0725829274	-0.054445209800000005	0.0810638601	0.0231667649	-0.08157391879999999	0.148834716	-0.041202858700000004	0.029340732400000007	-0.0171918733	0.019454807299999998	-0.0405246173	0.042630592	-0.0876399335	0.0822806592	-0.010320285	0.0815028015	-0.0510078313	-0.005608042	-0.0789606482	-0.0367337051	0.0089022211	-0.0354838689	0.0139677237	-0.0013341873	0.11360712740000001	-0.0073453712	0.1143877506	-0.0697254179	0.0530891087	-0.011760162099999999	0.16020991710000002	0.107516234	0.10750293820000001	0.1074807797	0.10744976029999999	0.07522999999999999	n/a	n/a	0.005659552899999999	-0.097411	n/a	0.009488902921	n/a	-0.17691499999999996	n/a	0.03129891722499998	n/a	0.000710285	n/a	n/a	5.04504781225e-07	0.00102929	n/a	n/a	1.0594379041e-06	-0.000770185	n/a	5.931849342250001e-07	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.0563057404852	-4.660180907607356	616313.4031828982	21.717286091628107	1043.1171427617192	-21.351880645802567	455.90280711259817	1088093.373523373	812.8923515003238	-0.9667684830034204	0.9346412997287348	660793.975127726	836.6309004102243	622.5895268508807	0.872441	23.054871	0.07823264999999999	0.0345982	-0.0026400204	-0.033634488500000004	-0.0006964861999999999	0.0248359389	0.08747529529999999	0.0953764437	-0.07373194870000001	0.024020477999999998	-0.0335339592	-0.04292652190000002	-0.0344779199	0.0671282616	0.0614123695	0.0472543042	0.0070297186	0.0624545209	-0.012490041799999999	0.0220126542	0.0746132661	0.0336990911	-0.0172500784	0.0095770233	0.0154944671	-0.0035128115999999996	0.027146666	-0.1423874553	-0.0422005496	-0.0531564383	0.0776196588	0.0837468965	-0.0312721902	-0.0302843165	0.0561451272	0.0225250215	-0.0544696496	0.1141653242	0.0341122838	0.0477413853	0.0326231355	0.012782694499999999	-0.017989526699999998	-0.014940066699999999	0.0479700553	0.0222829306	0.1074807797	0.10736115	0.1071618658	0.1068830749	0.07165419999999999	-0.003575800000000004	1.2786345640000027e-05	0.005134324377639997	-0.08878589999999999	0.008625100000000009	0.007882936038809997	7.439235001000018e-05	-0.15178599999999998	0.025128999999999985	0.023038989795999998	0.0006314666409999992	0.00113062	0.000420335	1.7668151222499995e-07	1.2783015843999998e-06	0.00069176	-0.00033752999999999995	1.1392650089999995e-07	4.785318976000001e-07	-0.0008303749999999997	-6.018999999999968e-05	6.895226406249997e-07	3.6228360999999614e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
784.9089591103798	-0.14734663010540314	616082.0740917397	0.021711029403418503	1029.6633996237492	-13.453743137969925	181.0032044224728	1060206.716524737	813.5345143133542	0.6421628130303816	0.4123730784390928	661838.4059790651	837.3890557729612	633.2500380215043	0.8376809999999999	22.136322	0.1088675	0.06440030000000001	-0.0337005002	-0.0431752038	0.011151673700000002	-0.0173874802	0.0020890505	0.0567929356	-0.0403809024	-0.0020767586	-0.032764104	-0.028078206600000002	0.0016829584	0.0871890152	0.0572361403	0.0865718128	3.11567e-05	0.0719384869	-0.0447828699	0.0788608881	-0.0432585679	-0.014979665500000001	-0.1254131166	0.0079018262	-0.1236388323	0.0019215951000000002	0.0102694698	-0.0378645037	0.10303749390000001	0.1091590259	-0.0215753687	0.0010207079	0.007982369	-0.0163713684	0.054758937	0.035272924500000004	-0.0121327949	0.042740161799999996	-0.0343913576	0.112493759	0.0260597255	-0.0167413755	-0.010974873000000001	-0.0309014685	0.0711803933	-0.0073474069	0.1074098827	0.1070777606	0.1065249843	0.10575269279999999	0.08429889999999997	0.01264469999999998	0.0001598884380899995	0.007106304541209993	-0.08003549999999998	0.008750400000000005	0.006405681260249997	7.656950016000009e-05	-0.204565	-0.05277900000000002	0.041846839225	0.002785622841000002	0.00147518	0.00034456000000000005	1.1872159360000005e-07	2.1761560324e-06	0.00103413	0.00034237000000000004	1.1721721690000005e-07	1.0694248569e-06	-0.000823437	6.937999999999736e-06	6.780484929689999e-07	4.813584399999634e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
783.1163494225714	-1.792609687808408	613271.2167329349	3.2134494928245583	1022.6548766000619	-7.008523023687303	49.119394973555025	1045822.996633888	811.8701750607115	-1.6643392526426624	2.770025147887136	659133.1811531103	835.100161462437	625.3934614735326	0.811582	21.446632	0.08700450000000001	0.047732800000000006	-0.0164296352	-0.0360408126	-0.0042419915	-0.0062357273	-0.0345436396	0.0122058603	0.010557232199999999	0.013777004099999999	0.0017336919	-0.0167990113	0.0367805506	-0.08798225400000001	-0.0134270432	0.0520059353	0.0038035522999999996	0.042522761	0.0284791281	-0.005532789000000001	-0.0274385861	-0.0082238629	-0.015905181799999998	-0.0730198844	0.0055881189	-0.0316003577	0.0047255291	-0.011968039	-0.0948360973	0.08162711639999999	0.1127547356	0.011268783000000001	0.001645496	0.017568047399999998	0.0238633413	-0.01796766	0.0531692712	-0.0625480717	0.0166915916	0.0306695968	0.026327011	-0.0172516219	0.0312642871	-0.0466966861	0.0453068155	-0.013397433600000001	0.10730356630000001	0.1066531437	0.1055720249	0.1040645756	0.0843179	1.900000000003288e-05	3.6100000000124935e-10	0.007109508260410001	-0.06368650000000001	0.016348999999999975	0.004055970282250001	0.0002672898009999992	-0.166455	0.038110000000000005	0.027707267025	0.0014523721000000006	0.00142684	-4.834000000000002e-05	2.3367556000000016e-09	2.0358723856e-06	0.0007849829999999997	-0.00024914700000000034	6.207422760900017e-08	6.161983102889996e-07	-0.00117648	-0.00035304299999999993	1.3841051904e-06	1.2463935984899996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785.3669390446703	2.2505896220989143	616801.228944395	5.065153647099334	1031.6932162423197	9.038339642257824	81.6915834888093	1064390.892440422	812.3008353873104	0.4306603265988542	0.18546831690623175	659832.6471709223	835.5067061000958	616.0172189531493	0.7967349999999999	21.054287	0.16378325	0.0970915	0.0034682583	-0.056324702000000004	-0.0136910814	0.0491004936	0.0232344643	0.0320325346	-0.0216255396	0.0478810304	-0.012077216299999999	-0.0414646918	0.0121650479	0.0398020024	0.010201268000000001	0.0378028116	0.016016548999999998	-0.110991669	0.022153820600000002	-0.1110338726	0.020682097	-0.0663552608	0.0852264151	-0.0752788501	0.0026389265999999995	-0.0001751127	0.0044792337	0.1231944545	0.0372049919	0.1580452157	0.011631569	0.0382053066	-0.0479777666	0.0004844523	0.0401089177	0.0394805164	-0.0449137492	0.010683586299999999	0.0130082239	0.0189027718	0.049311820199999995	0.0185857757	-0.029724736	-0.029583442799999998	-0.1832311172	0.09343977029999999	0.1071618658	0.10608785949999999	0.1043058152	0.10182762640000001	0.0843941	7.619999999999849e-05	5.8064399999997705e-09	0.00712236411481	0.0195555	0.08324200000000001	0.00038241758025000003	0.006929230564000003	-0.13932000000000005	0.027134999999999937	0.01941006240000001	0.0007363082249999966	0.000863796	-0.0005630440000000001	3.17018545936e-07	7.46143529616e-07	0.00103413	0.00024914700000000034	6.207422760900017e-08	1.0694248569e-06	-0.00143089	-0.00025441000000000005	2.0474461921e-06	6.472444810000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
787.9087430316494	2.541803986979062	620800.1873457136	6.460767508222655	1030.7714993463067	-0.9217168960130948	0.8495620363960142	1062489.883864633	812.1974414328972	-0.10339395441314993	0.010690309809188522	659664.6838701445	835.6493040949382	633.9873882113025	0.814442	21.52219	0.24206275	0.166242	-0.0165785403	-0.0469881008	0.005294404	0.001083727	-0.0060225474	0.0835159166	-0.092537337	0.0251670491	0.01265304	-0.0444773487	0.1070541082	-0.0461121354	-0.0597807741	0.0419512224	-0.0435364593	-0.0054545776	0.029308651600000006	-0.130090036	0.16347097019999998	-0.04720200769999999	0.1585173838	-0.1289942755	0.1869086924	0.08503072	-0.0327238024	0.004102128	-0.1285297189	-0.0163491181	-0.1250881807	0.0097868168	-0.0192951674	0.0247269155	0.059931485300000004	0.0607120491	0.0401664331	-0.087606197	-0.0029273308	0.0449487194	-0.0397897923	0.0954424906	-0.0654970768	-0.0849486109	-0.034143540699999995	0.10143556869999999	0.1069848277	0.1053826534	0.1027301122	0.09905364259999999	0.0779065	-0.006487599999999996	4.2088953759999954e-05	0.006069422742250001	-0.139467	-0.15902249999999998	0.019451044089	0.025288155506250003	-0.15945399999999998	-0.02013399999999993	0.025425578116	0.0004053779559999972	0.00122333	0.00035953399999999984	1.2926469715599994e-07	1.4965362888999995e-06	0.000344101	-0.0006900290000000001	4.7614002084100027e-07	1.1840549820099998e-07	-0.0015097	-7.881000000000012e-05	2.2791940900000005e-06	6.211016100000019e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
789.9495016873503	2.040758655700984	624020.2152160931	4.164695890818487	1036.9415829071183	6.17008356081169	38.06993114739867	1075247.8463619202	812.3900389299216	0.19259749702439424	0.037093795860061535	659977.5753525596	835.4113226381911	633.8293365963377	0.7846619999999999	20.735241	0.18364651	0.147029	-0.0121071057	-0.0514943011	0.0144492919	0.0001647296	0.028868078199999998	0.09038448980000001	-0.10424749330000001	0.0369086677	-0.008056708000000001	-0.0687048892	0.0216292601	0.0595515041	0.024138006	0.061151004	-0.04983935900000002	-0.023213901000000002	0.008371596	-0.06039523	0.0300917317	0.015045466	0.0333928012	-0.1112680325	0.0388594942	0.12833182099999998	-0.0274294518	0.07071847889999999	0.07027145809999999	0.022595731400000003	0.0983949604	-0.0029930738	-0.024394449199999998	0.0065921196	0.09215725050000001	0.0363409577	-0.0473572244	0.0649569462	0.0124513665	0.063392121	0.040046148399999995	0.05961513070000001	0.0043418406	-0.1548772778	-0.050161084800000005	-0.0572182586	0.10677251060000001	0.10453845560000001	0.1008495915	0.0957572542	0.07082469999999999	-0.007081800000000012	5.015189124000018e-05	0.005016138130089999	0.00574476	0.14521176	3.30022674576e-05	0.0210864552422976	-0.162165	-0.002711000000000019	0.026297487225000003	7.349521000000102e-06	0.0008233319999999998	-0.00039999800000000015	1.5999840000400008e-07	6.778755822239996e-07	0.00032418	-1.9920999999999998e-05	3.96846241e-10	1.0509267239999998e-07	-0.00135678	0.00015292000000000018	1.8408519684e-06	2.338452640000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
786.7280641824617	-3.221437504888627	618941.0469722836	10.377659597903062	1035.279433323282	-1.6621495838362534	2.7627412390470307	1071803.505062176	812.8973461518461	0.5073072219245205	0.2573606174167747	660802.0953807144	837.5054078770212	650.3004898418234	0.948383	25.061689	0.16920441	0.116154	-0.0316210731	-0.0296411037	0.026936732	-0.022384924700000003	0.0048187788	0.035485757400000005	-0.0690419566	0.017690463899999998	0.0039312685	-0.0379644248	0.0087540168	0.0341425925	-0.0380963058	0.0371280253	-0.0219704637	0.038034335	0.0085492089	0.0129713475	-0.062001152000000004	-0.0666763928	-0.13928446490000002	-0.1181551129	-0.0989492229	0.0718291823	-0.0204663412	-0.08093416889999999	0.0125404717	-0.1038055506	0.0145571752	0.1054619732	0.0080946557	0.010547540800000001	0.0431768358	0.007717939799999999	0.0038763007	0.0084201163	-0.0526170214	0.056617826100000004	0.055553892800000004	0.0077206418999999984	0.1064742885	-0.0938629167	0.016103418799999998	-0.015181453700000003	0.1065249843	0.10355637949999999	0.0986698327	0.0919558462	0.062054	-0.008770699999999992	7.692517848999987e-05	0.003850698916	-0.100381	-0.10612576	0.010076345161	0.0112626769355776	-0.17569	-0.01352500000000001	0.030866976100000006	0.00018292562500000025	0.0015764799999999995	0.0007531479999999997	5.672319099039996e-07	2.4852891903999983e-06	0.000326361	2.1810000000000254e-06	4.756761000000112e-12	1.06511502321e-07	-0.00141711	-6.033000000000015e-05	2.0082007521e-06	3.639708900000018e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
783.7647193656302	-2.9633448168315226	614287.135322285	8.781412503442251	1022.3151575474236	-12.964275775858484	168.072446392511	1045128.2813512136	811.7096927061865	-1.1876534456596346	1.4105207069872026	658872.6252331717	835.5793524801454	633.485129870899	0.8272319999999999	21.860193	0.09820415	0.0408789	-0.0072529326	-0.0266001763	0.011860938	0.0009220367999999999	-0.039800832	-0.0329473437	0.0311358285	0.0203724108	0.0080815411	-0.027225695499999997	0.0320253416	-0.0677386987	-0.034372164	0.0659055298	-0.0155955297	0.053222482300000006	0.0579079525	0.0903326662	-0.05454945519999999	0.008970644100000001	-0.015402405800000001	-0.0375345657	-0.007921463	0.0305210095	0.1037954905	-0.057425130899999996	-0.114755333	0.0995216089	0.0726704205	0.0196635073	-0.0021557979	0.0171140425	0.011554663400000002	-0.0206438967	0.0357830722	-0.0886448128	0.012846529399999999	0.019029706	0.0479879504	-0.0133446543	0.09493926	-0.0237095663	0.0830058263	-0.0190938918	0.10624233050000001	0.10243772039999999	0.09619730359999999	0.08766946710000001	0.0440885	-0.017965500000000002	0.00032275919025000015	0.00194379583225	-0.07242329999999997	0.02795770000000003	0.005245134382889995	0.0007816329892900018	-0.159111	0.01657900000000001	0.025316310321	0.00027486324100000037	0.00192358	0.00034710000000000063	1.2047841000000038e-07	3.7001600164e-06	0.000306102	-2.025900000000001e-05	4.104270810000004e-10	9.3698434404e-08	-0.00107043	0.00034668000000000004	1.1458203849e-06	1.2018702240000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
782.4740332956146	-1.2906860700155676	612265.6127819066	1.6658705313322306	1023.6043526404536	1.289195093030003	1.6620239878926373	1047765.870744482	812.0456413698038	0.3359486636172733	0.11286150458623186	659418.123667696	836.353227306881	628.5701950735769	0.7521680000000001	19.876572	0.050849805	0.0247493	-0.0078303023	-0.0030885896000000003	0.0012732381	-0.0157935543	-0.040088146899999996	-0.0616843762	0.0262745548	-0.0039216215	-0.0116408604	0.0465978751	-0.0604058375	-0.11157501560000001	-0.09324441119999999	0.0332345109	0.033496124700000005	0.0570952275	0.0367458866	-0.0484815821	-0.0754778434	0.0366157009	0.0070145197	-0.0653133509	0.0563151992	-0.0163059067	0.07215849839999999	-0.0460296175	0.0825845799	-0.0346976193	-0.1069060852	0.0742088245	0.0093981149	-0.0098523152	-0.050807024000000006	-0.08922773449999999	0.0017683669	-0.11458654380000001	-0.0166589829	-0.0071299943	0.049929029699999995	0.008407874000000001	0.1009104411	-0.035143593	-0.017760662	0.0055093065	0.1059246424	0.1011839538	0.0934393406	0.0829207229	0.044030900000000005	-5.759999999999099e-05	3.3177599999989626e-09	0.0019387201548100004	-0.0777467	-0.0053234000000000345	0.006044549360890001	2.833858756000036e-05	-0.17361	-0.014498999999999984	0.0301404321	0.00021022100099999955	0.00153298	-0.0003906000000000001	1.5256836000000006e-07	2.3500276804e-06	9.56059e-05	-0.00021049610000000002	4.4308608115210004e-08	9.14048811481e-09	-0.0010887300000000002	-1.8300000000000174e-05	1.1853330129000005e-06	3.348900000000064e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
