global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	a_comp_cor_60	a_comp_cor_61	a_comp_cor_62	a_comp_cor_63	a_comp_cor_64	a_comp_cor_65	a_comp_cor_66	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
779.9454458417425	n/a	n/a	608314.8984892747	1141.4586874579495	n/a	n/a	1302927.935173225	759.6784415356508	n/a	n/a	577111.3345340352	800.4410229660533	775.4169952751438	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.0161538	n/a	0.00026094525444	n/a	-0.0328346	n/a	n/a	0.00107811095716	-0.127381	n/a	0.016225919161	n/a	-0.0009077820000000002	n/a	n/a	8.240681595240004e-07	-0.000667147	n/a	4.45085119609e-07	n/a	1.0587899999999999e-22	n/a	1.1210362640999998e-44	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.4669577826486	-8.478488059093934	71.88475976819842	595161.2669504149	1098.873634736232	-42.5850527217176	1813.4867153114678	1207523.2651184176	760.8580843111822	1.1796427755314198	1.3915570778634718	578905.0244616821	795.2619667750874	731.2189785263092	1.735121	30.639429	0.225271785	0.111839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00227361	0.01842741	5.169302432100002e-06	0.00033956943930809995	-0.016859599999999995	0.015975000000000003	0.0002552006250000001	0.00028424611215999986	-0.0238523	0.1035287	0.00056893221529	0.01071819172369	0.000237866	0.0011456480000000002	1.3125093399040004e-06	5.6580233955999996e-08	-6.59815e-05	0.0006011655	4.3535583422499996e-09	3.6139995839025005e-07	0.0	-1.0587899999999999e-22	0.0	1.1210362640999998e-44	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.2654598196484	0.7985020369998209	0.6376055030928636	596393.9404304529	1102.6018517492537	3.728217013021776	13.899602096185017	1215730.8434808832	762.0158584657779	1.1577741545956997	1.3404409930497871	580668.1685533365	795.2144419919089	727.0338768577217	1.795281	31.701752000000006	0.451375115	0.252126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0121058	0.00983219	0.00014655039363999997	9.667196019609998e-05	0.115873	0.1327326	0.017617943102760002	0.013426552129	0.189186	0.2130383	0.035791342596	0.04538531726688999	0.0007443419999999999	0.000506476	2.56517938576e-07	5.540450129640001e-07	0.00104404	0.0011100214999999998	1.0900195216e-06	1.2321477304622502e-06	-0.000298943	-0.000298943	8.936691724899997e-08	8.936691724899997e-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.0665926856337	-6.198867134014678	38.42595374516733	586858.0244289767	1074.9697494761663	-27.632102273087412	763.5330760303625	1155559.9622888516	761.0670702661117	-0.9487881996661828	0.9001990478257961	579223.0854434427	793.3112950402988	735.6126036171951	1.458766	25.759453	0.08586426999999998	0.043515	-0.0699003951	-0.0122132106	0.158709292	-0.0213740917	0.0185564796	-0.0049358944	0.0376665953	-0.0633133902	0.1155031278	-0.0799289232	-0.1444250161	0.1077691323	-0.0919579636	0.2200986807	-0.1494445208	0.11391477800000001	-0.0502963959	0.0441132246	-0.0370062278	0.0029789057000000002	-0.0239754526	0.12976174599999998	0.0899612519	0.051346982400000005	-0.009333568	0.020780704	-0.0156912601	0.04689663980000002	-0.0242002592	0.10595053980000001	-0.0831868918	0.1366681465	-0.0315664423	0.0134514676	-0.2380102666	0.0011072259	-0.0908239401	0.048810780199999994	0.1737391599	-0.11004944259999999	0.101095213	0.06794369559999999	-0.0649008406	0.08490915269999999	-0.0033763693	0.14116925730000002	-0.1121836033	0.0614015416	-0.246679074	0.0558354904	-0.0217406745	0.0767070312	-0.0110450038	0.13784618810000002	-0.0002313875	0.041875451	-0.0392882699	0.071121472	-0.12005439949999999	0.1295293575	-0.2117500577	-0.0923794425	0.0717655691	-0.019833136799999998	0.0080495114	-0.0419198262	0.0343212004	-0.0968859117	0.06562505469999999	-0.0545710851	0.0831679329	0.11358653390000001	0.11356903550000001	0.1135398735	0.0	0.0	0.0	0.00958733	-0.00251847	9.19168965289e-05	6.3426911409e-06	0.0877156	-0.028157400000000003	0.0007928391747599999	0.007694026483360002	0.182839	-0.006346999999999992	0.033430099920999996	4.028440899999989e-05	0.00016295	-0.0005813919999999999	3.380166576639999e-07	2.65527025e-08	0.0008469839999999997	-0.00019705600000000025	7.173818962559996e-07	3.8831067136000097e-08	-0.000100563	0.00019838	1.0112916968999998e-08	3.935462439999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
766.0052000619203	-0.061392623713459216	0.0037690542464223946	586763.9665219025	1081.039923658634	6.070174182467781	36.8470146054984	1168647.3165438653	760.6462284584923	-0.4208418076194676	0.17710782704042094	578582.6848681289	794.2807871444887	722.3734205805695	1.323703	23.374447	0.18184428	0.0941856	0.1282850478	0.0564516626	0.1107401709	-0.0828367949	-0.091083182	-0.13725835179999998	0.031485715299999995	-0.0854433007	0.1543891341	-0.1048837453	-0.0046115166	0.1318544275	-0.015092028700000001	0.0623953633	-0.1610356781	0.0858683411	0.0199333926	0.0099477352	0.0524027596	0.0019176138000000001	0.1705918541	0.0792856563	-0.0199136993	-0.06440010089999999	0.093532151	-0.0500566775	-0.0251038025	-0.0147084196	0.0003009137	0.050484955	-0.0420131609	0.09757986519999999	-0.098300673	0.053633113499999996	-0.0330154851	-0.09286595789999999	-0.2160187129	-0.1172161049	-0.1327370549	-0.0339538082	0.0053478641	0.0180674795	0.030760616	-0.2282608696	-0.0651582133	0.025958446099999997	-0.189408895	0.05080021480000002	-0.1323458303	-0.0847003773	-0.0210891078	-0.008723105	0.0134065271	0.19399060850000002	0.073614967	-0.0052535064	0.039692313199999996	0.0694506434	-0.1492571168	-0.14476276130000001	-0.1460409734	-0.0595805913	-0.012475957900000001	-0.0336603545	-0.022167324300000003	-0.163607015	0.07660174480000001	0.0024443917	0.13047500550000002	0.0260410513	-0.1114096451	0.1135398735	0.1133824418	0.1131202175	0.0	0.0	0.0	-0.042082199999999986	-0.051669529999999984	0.0017709115568399997	0.0026697403304208997	0.0875397	-0.00017590000000000658	3.094081000000233e-08	0.00766319907609	0.230371	0.04753199999999999	0.053070797641000006	0.0022592910239999987	-0.0005018630000000001	-0.0006648130000000001	4.419763249690001e-07	2.518664707690001e-07	0.00139444	0.0005474560000000003	1.9444629136e-06	2.9970807193600033e-07	-0.000537631	-0.00043706800000000004	2.89047092161e-07	1.91028436624e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
764.7005462168761	-1.3046538450441858	1.7021216553885783	584766.9253843887	1076.2340997265692	-4.805823932064868	23.09594366600743	1158279.8374142589	761.2076952563831	0.5614667978908301	0.31524496513378225	579437.1553175346	794.2300289246091	724.3330904971718	1.392654	24.592018	0.1082174	0.053564699999999986	0.0247868619	-0.158504679	0.0875520099	-0.1905724436	-0.1257296156	0.1296566233	-0.0180769671	-0.031446204	0.1643003236	-0.180191622	0.0019746076	-0.07112459559999999	-0.011081058100000001	0.1120935478	-0.0866190371	-0.0201372355	-0.13192485539999999	0.0470192926	0.041553813700000004	0.0693861788	0.12295797	-0.0007797975999999999	0.1336288468	0.0737842747	0.0651923556	-0.042984436699999996	-0.1776510827	0.0207283347	-0.0509106313	-0.0877825317	0.1450400161	0.09913341880000001	0.0812675304	0.0929649857	0.0164830714	0.0312324837	0.0190873572	0.0645854922	-0.018181889099999998	0.1289681667	0.0152435252	-0.1057983718	0.0872043972	0.1182897199	-0.17991418480000002	0.08024711650000001	0.012791826200000002	0.0325327926	-0.1381283095	0.06531813269999999	-0.0095290445	-0.0217100897	-0.1686113225	0.213210996	0.0302652599	0.0727653172	0.0078884327	-0.09577787119999999	0.1760414414	-0.10231507210000004	0.010290821700000001	-0.041682131000000004	-0.030133859	0.19628650460000002	-0.0222625325	-0.1576541572	-0.08060586269999999	-0.0033424603000000003	0.1129422716	0.1810395401	-0.006649942900000001	0.1134465719	0.11300956109999999	0.1122824565	0.0	0.0	0.0	-0.0415826	0.0004995999999999959	0.0017291126227599995	2.496001599999959e-07	0.112918	0.02537830000000001	0.0006440581108900003	0.012750474724000002	0.258266	0.027895000000000003	0.066701326756	0.0007781310250000003	0.000297567	0.0007994300000000001	6.390883249000001e-07	8.8546119489e-08	0.00110498	-0.0002894600000000001	1.2209808004e-06	8.378709160000003e-08	-0.000537631	0.0	2.89047092161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
764.841812040737	0.14126582386086284	0.019956032991088325	584982.997445758	1067.4141253720413	-8.819974354527858	77.79194761452911	1139372.91504376	758.068945473531	-3.1387497828520736	9.851750199353939	574668.5260913513	790.0956422411317	725.4493239747551	1.322464	23.352579	0.1135701	0.0604437	-0.09021663349999999	0.0006669963000000001	0.0374040446	-0.1156192428	0.1034232209	0.0517963567	-0.036328175899999995	-0.010225822399999999	0.0542517264	0.08838998990000001	-0.0908634141	-0.0320044378	0.0154024576	0.16916522239999998	-0.1189722896	-0.009481356	0.021320795400000002	0.0013307722	-0.0543182188	-0.0353460204	0.0512974199	0.0372793131	0.1601098433	0.0155782367	0.0185988111	-0.07429497269999999	0.0864745443	-0.0187049002	-0.14196277699999998	-0.0828403203	0.1289110048	0.0343594383	-0.08092326700000001	-0.1287147051	-0.0300433625	-0.0398075752	0.0059223157999999994	-0.019736263799999997	-0.045788685999999995	0.058577658	-0.1262905559	0.0519852313	0.055263118	-0.0394773385	0.0791826306	0.0464766172	0.0519533288	-0.0685349767	-0.1990845527	0.0703001556	0.0211409628	0.0046068854999999995	0.0008301371	0.0781927118	0.0184572465	-0.0338779283	-0.1020425277	0.1282446951	-0.0193110532	-0.1126834681	-0.0296616962	0.0207656529	0.0278790523	0.1540673104	0.046345774299999996	0.0404788669	-0.0778267874	0.061714373499999996	0.0062158543	-0.0665224064	-0.0814509525	0.1133066674	0.1124510061	0.11102968710000001	0.0	0.0	0.0	-0.0363971	0.005185499999999996	0.00132474888841	2.688941024999996e-05	0.0718097	-0.0411083	0.00168989232889	0.005156633014090001	0.293319	0.035052999999999994	0.086036035761	0.0012287128089999999	0.000167247	-0.00013032	1.6983302399999998e-08	2.7971559009e-08	0.0011825300000000006	7.755000000000067e-05	1.3983772009000014e-06	6.014002500000104e-09	-0.000974227	-0.00043659599999999987	9.491182475290001e-07	1.9061606721599996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
763.3354353878913	-1.506376652845688	2.269170620238578	582680.9869188215	1064.9665132218456	-2.447612150195709	5.990805237785665	1134153.6742838954	758.4383587132802	0.3694132397491785	0.13646614170198404	575228.7439676942	790.6220524723848	710.4632718473599	1.175226	20.752596	0.15630430000000006	0.0813841	0.0327459605	0.10371836150000001	0.006229795	-0.1323961457	0.0042742917	-0.0466880609	-0.1453821713	-0.0331656033	0.059336397699999995	0.07893733110000001	0.0151328027	0.06151146940000001	0.0596282176	0.0574994489	-0.0690640517	0.09881651609999999	-0.0783297825	0.051358693899999995	0.0945979275	-0.1108757626	0.0881264464	-0.0623839925	0.0606610407	0.029379193199999997	0.1525948721	0.0197723412	-0.020139823600000002	0.074112065	-0.0724235221	-0.14316694929999998	-0.0392588235	0.0029576987	-0.030499693199999997	0.0374065424	0.0067061794	-0.0219366882	0.0336001436	0.1376089727	-0.0689189765	0.092604873	0.0786521856	0.051435011399999994	-0.0132353747	0.0573370409	0.0491107733	-0.0495588629	-0.0485546096	-0.1015068061	-0.0824956175	-0.0389006973	-0.048909802300000006	0.066658821	-0.011529824199999998	0.1000862169	0.11055868740000001	0.016236473300000002	0.0404430015	0.0709061872	0.0106933846	-0.12189245619999999	0.08643471859999999	0.030844450899999997	0.0100955588	0.090646769	0.1672552836	-0.0546034635	0.0033460598	-0.0837277197	-0.0141212745	0.061006154000000014	0.033909967	0.1131202175	0.1117076943	0.1093665396	0.0	0.0	0.0	-0.0703078	-0.033910699999999995	0.004943186740840001	0.0011499355744900002	0.132351	0.060541299999999985	0.003665249005689999	0.017516787201	0.293168	-0.00015100000000001224	0.08594747622400001	2.2801000000003696e-08	0.00030869	0.00014144299999999994	2.0006122248999992e-08	9.52895161e-08	0.00197938	0.0007968499999999996	3.917945184400002e-06	6.349699224999993e-07	-0.000678494	0.000295733	4.6035410803599995e-07	8.745800728899998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
764.2662966344783	0.9308612465870284	0.8665026603975563	584102.9721713804	1067.882369036727	2.9158558148812967	8.502215133177074	1140372.7540994922	759.0528038238323	0.6144451105520831	0.3775427938813614	576161.1589928211	790.9060896775902	711.5132055701613	1.293764	22.845781	0.1543835	0.0979018	0.0548622477	-0.0978886702	0.0023483935	-0.15117054119999998	-0.045702189000000004	0.1199046734	-0.058557463399999996	-0.0081987502	0.029457109900000007	-0.026921528700000003	0.0256104065	-0.09331170890000001	0.1268901333	0.1751703195	0.080239402	-0.030339388399999997	-0.0007464489	-0.0126967756	-0.1366871652	-0.1568513763	-0.054281604500000004	-0.0320870265	0.09185302960000001	0.15767556359999998	0.0833069226	-0.0360767953	-0.0934825535	0.0160582892	0.064582499	0.0010038898	0.0103522112	0.0308484034	0.1578786954	-0.06941989429999999	0.0461624305	0.0156972451	0.0064706563	-0.027157723999999998	-0.08350217389999999	-0.10344384460000004	0.0312863585	-0.1075601981	0.0955297551	-0.1185472241	-0.08039212150000001	0.0004886983	0.047732628099999994	-0.1495221397	0.013707233700000002	0.1540800436	-0.0602051505	-0.1144999974	-0.0860339224	0.0183930303	0.0039872913	-0.063876024	-0.129889242	-0.0185002445	0.1039986649	0.0112298343	-0.08830737599999999	0.09445402439999999	0.1317101533	0.1025310624	-0.0689611183	-0.09511074050000001	-0.024864968799999998	-0.08113154110000001	-0.09916516369999999	-0.024743179900000002	-0.0010863802000000001	0.11288729869999999	0.11078084699999999	0.10729916119999999	0.0	0.0	0.0	-0.0598281	0.010479700000000008	0.0035794015496099993	0.00010982411209000019	0.042005400000000005	-0.0903456	0.008162327439359999	0.0017644536291600004	0.29320100000000004	3.300000000006076e-05	0.08596682640100002	1.08900000000401e-09	0.000229399	-7.929099999999997e-05	6.287062680999995e-09	5.2623901201e-08	0.0024939	0.0005145199999999996	6.21953721e-06	2.647308303999996e-07	-0.000201801	0.00047669300000000004	4.0723643601e-08	2.2723621624899997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
765.1211737859987	0.8548771515204407	0.7308149441917026	585410.4105756645	1066.6422159934534	-1.2401530432734944	1.5379795707405095	1137725.616939425	759.0218663259725	-0.030937497859781612	0.000957128773823992	576114.1935609624	790.6785365697557	729.2715780040552	1.269904	22.424446	0.09025419999999998	0.062074	-0.1308506128	-0.0198380808	0.0837132548	-0.09716943380000001	0.1151352365	0.058723894400000004	-0.0033292453000000003	-0.1271602687	-0.070157796	0.0700682328	-0.13720156109999998	0.013931868600000001	0.027587962799999997	0.0904885862	0.0240960877	0.0162824939	-0.0149527603	-0.1515020934	-0.1001423231	0.0487928714	0.061506167300000004	-0.0405033285	0.040040552400000005	0.014060978	-0.0652950528	0.0668915059	0.1417988733	0.0585555336	0.0375144533	0.0339057443	-0.0589743228	-0.0114286405	-0.070713949	-0.032045525400000004	0.08924166439999999	-0.23510263969999998	-0.0335292107	0.0117940004	-0.0303804506	-0.0939072125	0.0934667127	-0.048611857	0.009956455	-0.1347020197	0.1128905351	0.1033542206	-0.0118165589	-0.0435408271	0.0184939	0.0704118749	-0.10507468939999999	-0.0708145651	-0.060709083399999995	-0.002782681	-0.0437573208	-0.0795594517	-0.0811505135	0.14352006890000002	-0.0441753436	-0.0938676453	-0.060632661399999996	-0.0835016659	0.0696162449	-0.0570333154	0.0392873179	0.0703953538	0.0584319018	0.1366663398	-0.1080181059	-0.1389273076	-0.0817232655	0.1126080068	0.1096719871	0.10483519320000001	0.0	0.0	0.0	-0.0597867	4.1399999999996995e-05	0.00357444949689	1.7139599999997512e-09	0.098164	0.0561586	0.00315378835396	0.009636170896	0.26905	-0.024151000000000037	0.0723879025	0.0005832708010000018	0.000319683	9.028399999999996e-05	8.151200655999994e-09	1.0219722048899997e-07	0.00238612	-0.00010778000000000004	5.6935686544e-06	1.1616528400000006e-08	-0.000201801	0.0	4.0723643601e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
