global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	a_comp_cor_43	a_comp_cor_44	a_comp_cor_45	a_comp_cor_46	a_comp_cor_47	a_comp_cor_48	a_comp_cor_49	a_comp_cor_50	a_comp_cor_51	a_comp_cor_52	a_comp_cor_53	a_comp_cor_54	a_comp_cor_55	a_comp_cor_56	a_comp_cor_57	a_comp_cor_58	a_comp_cor_59	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15
776.4602545224948	n/a	n/a	602890.5268531374	1096.5073290076107	n/a	n/a	1202328.3225674045	759.3363372507965	n/a	n/a	576591.6730694554	796.1992700358247	755.4373811132867	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-7.64358e-09	n/a	5.842431521640001e-17	n/a	3.6747e-09	n/a	n/a	1.3503420089999999e-17	0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0	-0.0	n/a	0.0	n/a	-0.00017029	n/a	2.89986841e-08	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.6841744622908	-5.776080060203982	33.363100861886025	593954.0967666227	1069.2593216511557	-27.248007356454988	742.4539048974252	1143315.4969378896	757.3114283084869	-2.024908942309594	4.100256224645357	573520.5994466406	791.2601971546808	732.5820306373167	1.506792	28.895916	0.11834861378172006	0.0829184	-0.0242721328	0.0434137983	-0.0316581463	4.46238e-05	-0.10797305689999999	-0.0524937591	-0.0179047019	0.0050614692	-0.0436306166	-0.0186280729	-0.0477795839	0.0099659974	-0.032114784300000004	0.0922911102	-0.018931388400000002	-0.038145142	0.17292786079999994	-0.12020384699999999	0.09854578369999999	-0.0051467023	0.014350028	-0.118417255	0.0086474763	-0.0054627626	0.10374192300000001	-0.0025814367999999997	0.12355273480000001	-0.09136524900000001	0.1166215709	-0.0117310491	0.0178199356	-0.0153760136	0.009477615	-0.0680832497	0.143102162	-0.18372946760000008	0.0741904139	-0.1447263355	0.1060851582	-0.044261410300000005	0.1161299231	-0.035015797	-0.0891774195	0.0140088692	-0.0006589114999999999	0.0853068756	-0.0707596442	0.1716782766	-0.0415109251	0.11436722140000001	-0.0479251655	0.05249649	-0.016171366200000002	0.0276530018	-0.0047827474	0.0554768009	-0.0080999861	0.022487304700000002	-0.0923232411	0.07612139799999999	-0.1810483266	0.0361184207	-0.01957116	0.09605428960000001	0.1078282764	0.10781478650000001	0.10779230449999999	0.1077608324	0.0	-2.93251e-05	-2.9317456420000004e-05	8.599614900100002e-10	8.595132509385992e-10	0.0248398	0.0248397963253	0.0006170154814823872	0.0006170156640399999	0.07955119999999999	0.07955119999999999	0.006328393421439997	0.006328393421439997	0.00011065	0.00011065	1.2243422500000002e-08	1.2243422500000002e-08	4.58355e-24	4.58355e-24	2.1008930602500002e-47	2.1008930602500002e-47	-0.000338206	-0.00016791599999999994	1.1438329843599995e-07	2.819578305599999e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.2380007036079	0.5538262413170969	0.30672350557142325	594808.0537292983	1063.3948553738048	-5.864466277350857	34.39196471818542	1130808.618435475	757.1857462356231	-0.1256820728638104	0.015795983439344144	573330.2543023975	790.5185116912899	736.2305558929221	1.094444	20.988277	0.017982367000000006	0.010005	0.0316470862	0.0454922712	-0.0635251563	0.0421445432	-0.0686193648	0.0759836414	-0.0496492641	-0.024971131400000002	0.0631008744	0.0213621603	-0.0912088231	-0.0795365847	0.0383617023	0.11850802390000001	-0.0822588475	-0.0339619059	0.1776803579	0.0318524053	0.1147078053	-0.0693814798	0.026359671600000002	-0.1518962569	-0.1508278149	0.1218953158	0.1038276799	0.06145239280000001	-0.0880519433	-0.0205808096	0.10525111179999999	0.0293668211	0.0806599015	0.038475007900000004	0.0161547802	-0.014779399399999999	0.0191536353	0.15330316830000001	-0.017708460500000002	-0.0037434774	0.055069393499999994	0.0452608751	-0.0508990847	0.0517442103	-0.028683927999999997	-0.0285264279	-0.0206938503	0.11725964189999999	0.0006584949	0.1392054381	-0.11073644220000001	0.050915768	-0.1857686207	0.0459768567	0.11407982130000001	-0.0876842982	0.0186354907	0.11958047179999999	-0.0698160345	0.1184190514	0.075699639	0.0308524484	0.0482220521	-0.09348028289999999	-0.11127485109999999	0.0018722	0.10779230449999999	0.1076709289	0.1074687374	0.1071858817	0.0	-6.28921e-05	-3.3567e-05	3.95541624241e-09	1.126743489e-09	0.017576999999999995	-0.007262800000000003	5.274826384000005e-05	0.0003089509289999998	0.07430060000000001	-0.005250599999999979	0.0055205791603600025	2.7568800359999793e-05	0.000156799	4.6149e-05	2.129730201e-09	2.4585926400999997e-08	-0.0	-4.58355e-24	0.0	2.1008930602500002e-47	-0.000400765	-6.255900000000001e-05	1.6061258522499994e-07	3.913628481000001e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.7677326732014	-2.4702680304064866	6.102224142048343	591003.8267994949	1060.1810012200315	-3.2138541537733545	10.328858521726245	1123983.7553479085	756.3392816736183	-0.8464645620048259	0.7165022547300217	572049.1090025649	790.8584345022642	744.3164662586273	1.1002900000000002	21.100378	0.12492030789999994	0.07773769999999999	0.0317557178	0.0350019202	0.0107832972	0.0056080923999999996	-0.0034037521000000004	0.038075194300000004	-0.083262058	0.0020636739	-0.0209948537	-0.0458832616	-0.0606729527	-0.048052297	-0.0073780007999999985	0.08235175389999999	0.011993958999999998	0.07673378360000001	0.24736625010000002	-0.014831630600000001	0.0038438243	0.0450570026	0.0527756019	-0.0023714493	-0.0224245339	-0.1387492308	0.1579536347	-0.0815486608	0.016260747	0.078312868	-0.0230573256	0.0009203463	0.0033824086999999997	-0.0157219421	0.0325785125	-0.0557847067	0.0705604993	-0.0498202405	-0.105488571	0.008672193	-0.1254661431	0.0197401127	0.014274873700000001	0.0111615074	-0.057708355999999995	-0.1042792884	-0.0441217895	0.047008808099999994	-0.10200943470000001	0.25895610739999997	0.036720636800000005	0.0468469292	0.009464924100000001	-0.0553273537	-0.02638381	-0.050511635	-0.0696587937	-0.029194056800000007	0.0581080849	-0.0147308354	-0.0472524958	0.1536090131	-0.1490817613	0.0447799092	0.0246745871	-0.002545925	0.1077203727	0.10738340560000001	0.1068225743	0.10603904800000001	0.0	-0.0233621	-0.0232992079	0.0005457877164099998	0.0005428530887674223	0.08949220000000001	0.07191520000000001	0.0051717959910400025	0.008008853860840002	0.08143020000000001	0.007129600000000001	0.006630877472040001	5.083119616e-05	-0.000203077	-0.000359876	1.2951073537599998e-07	4.1240267929e-08	8.378579999999997e-24	8.378579999999997e-24	7.020060281639993e-47	7.020060281639993e-47	-0.000309115	9.164999999999998e-05	9.5552083225e-08	8.399722499999997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768.4524815692896	-0.3152511039118053	0.09938325851761187	590519.2164299993	1053.6868449645115	-6.494156255520011	42.174065471109685	1110255.9672512664	757.4147731220756	1.0754914484573421	1.1566818557048713	573677.1385435653	790.3572700306407	720.5356596943245	1.2865160000000002	24.671669	0.112051205	0.0687983	-0.0115471964	0.0222086789	-0.1304552859	0.0807734549	0.0160241099	-0.0471823785	-0.073733851	0.030181158599999997	-0.0037370242	-0.026108837200000002	-0.0300479421	0.012026444499999999	0.0048165378	0.11783724849999999	-0.0669029037	0.018972976699999998	0.2106846077	-0.050186275	0.1524925332	0.0521391975	0.0229900651	-0.0440894939	0.0113052899	0.0287350177	-0.06840227410000001	0.0473649617	-0.0093666983	-0.1631107745	0.054947707699999994	-0.08731424550000001	-0.1439620143	0.0264802271	0.011806089099999998	0.0723968188	0.0616371837	-0.0289805996	0.069622037	-0.0011172671000000002	-0.020817063	-0.0445412894	-0.0607908803	-0.014144313700000001	-0.0129235661	0.0025702129	-0.0373757066	0.09571899699999999	0.0021486708	0.13063684550000002	-0.0747849847	-0.0356700311	-0.1767745262	0.1344363596	-0.0006680727	0.057382840199999986	0.0010207856	0.0819436973	-0.075369844	0.0097883955	0.0450276093	-0.1516316238	-0.060598071600000004	0.0932212518	0.0977548809	0.2436264716	0.107612505	0.10695260029999999	0.105855755	0.1043264501	0.0	-0.023396	-3.390000000000337e-05	0.0005473728160000001	1.1492100000002285e-09	0.0265395	-0.06295270000000001	0.003963042437290003	0.0007043450602499999	0.101574	0.02014379999999999	0.010317277476	0.0004057726784399996	-1.31439e-05	0.00018993310000000002	3.607458247561e-08	1.7276210721000003e-10	0.000387115	0.000387115	1.49858023225e-07	1.49858023225e-07	-0.000310483	-1.3680000000000179e-06	9.639969328899999e-08	1.8714240000000493e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
772.2629361232516	3.8104545539620176	14.51956390780988	596390.0425097054	1061.9032554945777	8.216410530066241	67.5094019985834	1127638.5240299823	759.4803817824129	2.065608660337261	4.266739137660297	576810.4503123596	792.6747262685554	740.2842207075604	1.169345	22.424652	0.176025255	0.0957849	0.069647631	0.009645844300000001	-0.0565626162	0.0635037808	-0.0557246129	0.0500913999	-0.0747918103	0.0221225134	-0.0758515291	0.0770494255	-0.0925546976	0.0636732975	-0.07287400320000001	0.062430655599999996	-0.10953810060000001	-0.09586150380000001	0.1139928598	0.0999413655	0.0751184082	0.059166761	0.0711698702	-0.072495495	0.011246725700000001	0.041632350299999996	-0.0138557996	0.0305583118	-0.10309546119999999	0.0783833049	0.1060139575	-0.033093616400000005	-0.1071371166	0.04415889519999999	0.0247457353	0.0413257335	0.07135670150000001	-0.0759256614	-0.0760990456	-0.0199603291	0.044495873899999996	-0.0794664427	0.0087392548	0.060697521399999996	-0.08945189890000001	0.0530993461	0.09805492199999999	0.09808898529999999	0.0043021134999999995	0.22066361690000005	-0.12366845230000001	0.0417572176	-0.1097941991	-0.021062717	0.042883976100000006	-0.0143025882	0.0026778611999999998	0.08687740279999999	-0.1040591817	0.0059938691	-0.08697722050000001	0.012989956100000002	-0.0225441648	-0.10840574380000001	0.0235910048	0.0288539968	0.1074687374	0.1063790877	0.1045711815	0.10205722539999999	0.0	-0.0322339	-0.008837900000000003	0.0010390243092100002	7.810847641000005e-05	0.109301	0.0827615	0.0068494658822499995	0.011946708600999998	0.06301850000000002	-0.03855549999999998	0.0039713313422500025	0.0014865265802499984	-0.000779708	-0.0007665641	5.876205194088101e-07	6.079445652640001e-07	0.000326554	-6.0560999999999985e-05	1.06637514916e-07	3.6676347209999993e-09	-0.000400765	-9.028199999999996e-05	1.6061258522499994e-07	8.150839523999993e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
773.5911401236248	1.328204000373148	1.7641258666072337	598443.2520777696	1059.6052349692745	-2.2980205253031727	5.28089833471467	1122763.2539742915	759.9083166443154	0.42793486190248586	0.1831282460314997	577460.6497051971	792.4850513686403	745.6528179871596	1.0600379999999998	20.328472	0.17497304999999996	0.107156	0.1030540336	-0.0080325811	0.0396887536	0.0827335148	-0.057040938799999996	-0.013446316399999998	-0.0206147152	-0.0967314616	-0.0725383885	0.0990754537	-0.0265025608	0.0356845041	-0.08162566660000001	0.08266478070000001	0.0086484797	0.0431703375	-0.0095217394	-0.0207192324	0.3005236515	-0.0054579948	-0.1084622355	0.011841034399999999	-0.0539645641	-0.0424634025	-0.0257300477	0.0291216722	-0.058480805199999986	0.0854856107	0.0566277009	0.1355698676	0.0355853583	0.0376993588	0.09093841710000004	0.0092245369	0.0026450909999999996	0.1461170953	-0.07164793059999999	-0.09066051509999999	0.041002323199999996	0.0320581655	0.0133371016	0.0432774825	-0.08086824570000001	0.06754451639999999	0.09732062130000001	0.021915804599999998	-0.0352550708	0.0389610911	-0.09440148570000001	0.0222812328	-0.24353384620000001	0.13882103939999998	0.0846585388	0.058740601399999995	0.1348634375	0.06993248099999999	-0.015705877099999998	-0.0331152456	-0.1021669647	0.0888173822	0.0722501679	-0.0672374722	0.0507165678	0.0197500213	0.1072891178	0.1056636333	0.10297271	0.0992434813	0.0	-0.0598605	-0.027626599999999998	0.003583279460250001	0.0007632290275600001	0.0208753	-0.0884257	0.007819104420489999	0.00043577815009	0.11785	0.054831499999999984	0.0138886225	0.003006493392249997	-0.000697923	8.178500000000003e-05	6.688786225000003e-09	4.87096513929e-07	0.000326554	0.0	1.06637514916e-07	0.0	-0.000400765	0.0	1.6061258522499994e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
771.2378589510231	-2.353281172601669	5.537932277321485	594807.8350793582	1062.0267582251024	2.4215232558278785	5.863774878515249	1127900.83518612	756.6499319285498	-3.258384715765601	10.617070955934878	572519.119487479	791.3741591481952	746.3749847858297	1.280039	24.547453	0.21415695	0.103038	0.0810773486	0.007634343199999998	0.0922410925	0.0235426062	-0.0343816745	0.0566756432	-0.0193555399	-0.1556278025	-0.013905868799999999	-0.010557061999999999	0.0217205717	-0.1610388828	-0.10093339400000001	0.0548426281	0.09151745050000001	0.0327166304	0.0095982218	0.3115571136	0.0599033937	-0.025018012599999997	-0.12772098980000002	0.0315434061	0.1279798883	-0.060833792699999986	-0.026224940699999998	-0.2252701896	-0.047763747300000006	-0.17672604050000001	-0.0464235488	0.0630770466	0.0069708222999999995	0.0674764309	-0.10094266380000001	0.002309656	0.014072128799999998	0.065507921	0.0361031395	0.1838201732	-0.1606991536	-0.1598898712	0.1568841059	0.026186987000000002	-0.11701358490000001	-0.1489467798	-0.0673190759	-0.072221518	-0.0787339088	-0.0158633824	-0.0720709679	-0.0855708126	-0.2191235929	-0.2424020409	0.018347599699999998	-0.0915783757	0.053910469100000004	-0.1041566742	0.2004386932	-0.11504472019999999	-0.0072556018999999985	-0.0539471006	0.0999858944	-0.07124674610000001	0.041349602400000005	-0.0700557964	0.1070737061	0.1048071914	0.1010651385	0.09590023019999999	0.0	-0.04265	0.017210500000000004	0.0018190225	0.0002962013102500001	-0.0355161	-0.0563914	0.00317998999396	0.00126139335921	0.11931000000000005	0.0014600000000000587	0.014234876100000012	2.1316000000001707e-06	0.000681438	0.001379361	1.9026367683209998e-06	4.64357747844e-07	0.0011628	0.0008362460000000001	1.35210384e-06	6.993073725160003e-07	-0.000967059	-0.0005662940000000001	9.352031094809997e-07	3.2068889443599995e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770.0520343476472	-1.1858246033758633	1.4061799899715235	592980.1356029501	1057.3936663553384	-4.63309186976403	21.465540273673557	1118081.365648385	758.520271515324	1.8703395867742076	3.498170169854713	575353.0022996807	791.0823667111688	734.0778368835507	1.489141	28.557428	0.25230165	0.161486	0.0811446289	-0.0371472647	-0.0809090703	0.0064450689	0.0023416429	-0.0356489894	-0.0004474414	-0.078098773	0.0415809162	0.038896665899999995	-0.0366771713	0.045867094500000004	-0.0278061065	0.0258948492	-0.0163245721	0.0238676	0.0030622008	0.027555837200000002	0.0022719362	0.20056592739999998	0.082301209	-0.0316906314	-0.1658702514	0.038366584	-0.1612390217	-0.0995842986	0.059683716500000004	-0.023616734	-0.0105277016	-0.0220946323	-0.0858736626	-0.09881463970000001	0.052623208399999996	-0.0142577662	0.0590215013	-0.1561584824	0.12107843789999999	0.1186248657	0.0210013454	-0.0351549483	-0.0370971046	0.0133371593	0.0226405529	0.0307727863	0.030767236099999998	-0.0129867452	-0.0621238661	0.0224032986	-0.049999538200000006	-0.039572497400000003	-0.0664486629	0.0946717087	-0.12684226	0.21635098949999998	-0.026278738	0.1559674163	0.0155078873	0.0604840716	0.0107444095	-0.0864892644	-0.0275129435	-0.0325214032	-0.0106146588	0.1177666607	0.1068225743	0.103810905	0.0988541933	0.09204531	0.0	-0.017628900000000003	0.0250211	0.0003107781152100001	0.0006260554452099999	0.113925	0.1494411	0.02233264236921	0.012978905625	0.17122599999999996	0.051915999999999914	0.029318343075999988	0.0026952710559999898	0.00041011	-0.00027132800000000004	7.361888358400003e-08	1.681902121e-07	0.00113329	-2.951000000000017e-05	1.2843462240999998e-06	8.708401000000099e-10	-0.00118469	-0.00021763100000000006	1.4034903961e-06	4.7363252161000005e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
769.6509232601535	-0.4011110874937458	0.1608901045104154	592362.5436752067	1060.1309043377903	2.737237982451916	7.492471772577433	1123877.5343320612	757.4246261487233	-1.0956453666007064	1.2004387693535965	573692.0642965332	790.4216947120163	744.746567285027	1.152774	22.106884	0.12682359999999998	0.0730653	0.0563915522	-0.0553381173	-0.0155568397	-0.0116500729	-0.01095346	0.1138684816	0.0191469075	-0.0618828375	0.013014841499999999	0.0162184143	-0.0759730794	0.006552735	0.0652485529	-0.0296176851	0.043571436500000005	0.0126600431	-0.041820613900000005	-0.015620348899999999	0.0478067814	0.1248798742	-0.028925461	-0.0925542359	0.0713916928	-0.0212593538	-0.0613231997	0.06824693030000001	0.0307476028	-0.0325137148	-0.0449127728	-0.10171212140000001	0.0740015091	0.0675987499	0.0052696377	0.0621464949	-0.11084822890000001	0.0215444125	-0.06356222809999999	-0.0808098569	0.0017862196	0.0937636326	-0.038870982799999995	0.0466643886	0.0831797218	-0.0227537042	-0.0014386553	-0.000107888	-0.0172540509	-0.0238058475	-0.08420144339999999	0.0464670005	-0.0755369714	0.0097755745	-0.0061180499	0.0673255833	-0.08682755660000001	-0.1503596653	0.011000618600000001	-0.0083685811	0.0034777212	0.025985454900000003	0.0702711196	-0.022060444300000003	-0.0100011522	-0.05312711269999999	0.10653580609999999	0.1026761034	0.096346511	0.0876992882	0.0	-0.024705	-0.007076099999999998	0.0006103370250000001	5.0071191209999984e-05	0.0740061	-0.039918899999999986	0.0015935185772099993	0.005476902837210001	0.21855	0.04732400000000003	0.0477641025	0.0022395609760000037	-0.000129232	-0.000539342	2.90889792964e-07	1.6700909824000003e-08	0.00113329	0.0	1.2843462240999998e-06	0.0	-0.00129544	-0.00011074999999999995	1.6781647935999996e-06	1.226556249999999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
